region,visits,night,weekend,야간비중,주말비중
성동구,55818323.0,12022039.0,16405872.0,21.537800410091144,29.391553021039346
부평구,53344577.0,13137266.0,17547314.0,24.627181878300394,32.89427901921502
함양군,5211407.0,1119697.0,2235013.0,21.485502859400544,42.886940129604156
합천군,6656616.0,1240420.0,3010373.0,18.634393211205214,45.2237743622285
영천시,11992053.0,2335065.0,4459588.0,19.471770179801574,37.1878609942768
울릉군,1627654.0,530034.0,520063.0,32.56429191953573,31.951692435861677
광산구,43493361.0,10334880.0,14081803.0,23.76197139604824,32.37690230469887
유성구,55794916.0,12502312.0,18103637.0,22.407618643963907,32.44675016626963
청양군,4618180.0,940037.0,1878320.0,20.35513990359839,40.67229947728326
청주시 상당구,29983225.0,5458343.0,10653423.0,18.204656103537893,35.53127790622923
군포시,26623777.0,5857596.0,8083344.0,22.001371180355065,30.361372092321837
안산시 단원구,51964247.0,11128199.0,17099105.0,21.41510681372906,32.9055186732524
양평군,29930510.0,5627935.0,13041064.0,18.803338132226948,43.5711386140764
아산시,31482001.0,7109832.0,10531627.0,22.583799549463198,33.45285136100466
천안시 동남구,45702804.0,9335447.0,15681450.0,20.426420663379865,34.31178970988301
영도구,16011341.0,3450471.0,5584973.0,21.550168721033423,34.8813569082065
강북구,34381982.0,10073478.0,11605464.0,29.298712331360072,33.754493850878056
순천시,22752036.0,5260061.0,8437663.0,23.11907822227426,37.085309639981226
문경시,11129848.0,2593622.0,4541001.0,23.303301177158932,40.80020679527699
군위군,6792710.0,1053348.0,2773695.0,15.507036219712015,40.83340816846295
청주시 서원구,31023621.0,6442095.0,10357044.0,20.765129254254365,33.38438153302607
양구군,3338490.0,781081.0,1180558.0,23.396236022872614,35.36203493196026
성북구,53798203.0,14122039.0,16266612.0,26.250019912375137,30.236348228954785
동래구,37555648.0,8593333.0,12307480.0,22.881599593222305,32.77131578184991
부산진구,72506826.0,17164595.0,23989913.0,23.673074587487804,33.08642002892252
청주시 청원구,26030717.0,6160066.0,8571939.0,23.66460362962726,32.930091783487946
진안군,4300262.0,779588.0,1822327.0,18.128848893393005,42.377115626908314
고흥군,5513085.0,1533773.0,2088716.0,27.82059409568327,37.886519072352414
곡성군,5172693.0,880847.0,2076985.0,17.028789452612013,40.15287588109327
보성군,6576045.0,1332664.0,2618357.0,20.265433098465717,39.81659188767716
장성군,8905322.0,1529295.0,3335638.0,17.17282092663241,37.45668039853023
진주시,23841283.0,6010656.0,8511831.0,25.211126431408914,35.7020677117083
포항시 북구,28082370.0,7414347.0,10504303.0,26.402141272264412,37.405329393494924
달서구,57525731.0,14358686.0,18695191.0,24.960458129597693,32.498832565899946
강릉시,32137913.0,9263637.0,12637038.0,28.824637741722682,39.321277644880055
영월군,6157874.0,1560354.0,2539635.0,25.339167381469647,41.242074781003964
평창군,14051878.0,3762479.0,6025416.0,26.77563098683322,42.87979158372995
고양시 덕양구,59284665.0,11342256.0,20733370.0,19.131854755357054,34.97256836991489
수원시 팔달구,63117103.0,13959091.0,21817269.0,22.11617824094366,34.56633457970972
서귀포시,39598484.0,11877350.0,12503922.0,29.994456353430092,31.576769454103342
계룡시,4755995.0,906023.0,1571568.0,19.05012515782712,33.04393717823505
수영구,34416770.0,7818081.0,11779017.0,22.7159056471598,34.22464397443456
관악구,57769395.0,17114651.0,19353899.0,29.625809652325426,33.501993572894435
은평구,39041481.0,10386859.0,12862609.0,26.60467465360753,32.94600683821395
강화군,14957977.0,3459603.0,6856986.0,23.128816149403093,45.841666958038516
연수구,41423673.0,9613484.0,14088322.0,23.207705410382125,34.01031579213171
이천시,37583999.0,7353702.0,12861487.0,19.56604458189774,34.22064533366979
고창군,9600622.0,1988966.0,3919456.0,20.717053540905994,40.82502154547903
양산시,31494180.0,6248247.0,10797633.0,19.839370321754686,34.28453447589364
성주군,6930652.0,1469065.0,2551310.0,21.196634890916467,36.81197670868484
동구,180619291.0,35558380.0,60950013.0,19.686922589016255,33.74501841002133
괴산군,8942448.0,1780193.0,3692900.0,19.907222272916766,41.29629828431767
속초시,21060228.0,6246043.0,8608355.0,29.658002752866686,40.874937346357314
태백시,5272184.0,1437713.0,1914737.0,27.269780417375415,36.31771956365711
가평군,23094184.0,5254630.0,10590601.0,22.75304466267351,45.85830354516964
제주시,51420272.0,15621841.0,15184305.0,30.38070471505868,29.52980295397893
동작구,58348523.0,13149712.0,17482605.0,22.536495054039328,29.962377967990722
서대문구,88864522.0,19543630.0,24888445.0,21.992612529891286,28.007178162731805
양천구,39097341.0,9907354.0,12351483.0,25.340224543658863,31.59161897991989
종로구,136259101.0,23587360.0,39486687.0,17.31066756414311,28.9791189800966
장흥군,4712211.0,1042202.0,1781812.0,22.11704866356791,37.81265312610152
해남군,7829312.0,1775678.0,2816851.0,22.679872765320887,35.97826986585794
완주군,17442768.0,2890278.0,6267110.0,16.57006502637655,35.92956117973936
임실군,6440105.0,924601.0,2490348.0,14.35692430480559,38.66936952114911
창원시 의창구,38617533.0,7014245.0,12663666.0,18.163368954718052,32.7925297558495
금정구,29714355.0,6148460.0,9821178.0,20.69188444440406,33.051964277871754
옥천군,10661130.0,1876079.0,4203832.0,17.597374762337576,39.431392357095355
홍천군,15576030.0,3755241.0,6605845.0,24.109102255195964,42.410325352480704
과천시,19534598.0,2904575.0,7472891.0,14.868875213096272,38.254644400667985
안양시 동안구,44170643.0,10156315.0,13924567.0,22.99336009213178,31.524483354249565
천안시 서북구,38271978.0,9389662.0,12296930.0,24.53403897755167,32.130374865913645
해운대구,67203974.0,16833243.0,24487387.0,25.04798748954935,36.43740919249805
금천구,28283363.0,6152233.0,7629383.0,21.75212685987872,26.974808476629885
울주군,29189259.0,5378927.0,10186382.0,18.427761389900304,34.897706721503276
나주시,14782547.0,2802731.0,4758478.0,18.959730011343783,32.189838462884644
무안군,13373079.0,2735487.0,4484650.0,20.455177151051004,33.534909948561584
연천군,7784791.0,1625818.0,2876144.0,20.884542693567496,36.945680365728506
용인시 처인구,42778540.0,8436152.0,14010085.0,19.720523421322934,32.75026450178057
거제시,22715229.0,6802770.0,8563913.0,29.948058194790818,37.70119596857245
창원시 진해구,17245756.0,4020715.0,5516485.0,23.31422872966543,31.987493038867072
안동시,18972827.0,4626841.0,7216039.0,24.386671527653732,38.03354660852597
예천군,6418964.0,1644202.0,2363944.0,25.614756524573124,36.82750051254377
청주시 흥덕구,33637246.0,6925180.0,10736126.0,20.587832904037388,31.917375162045076
횡성군,13832781.0,2639669.0,5789615.0,19.082706507100777,41.85430970099216
고양시 일산동구,62964143.0,12834456.0,19940565.0,20.383753972479223,31.66971557128952
공주시,26713509.0,4970487.0,10678898.0,18.60664205514895,39.97564677856436
강남구,201867591.0,40186167.0,56549640.0,19.907191045837568,28.01323368445012
마포구,116726665.0,27261969.0,38320712.0,23.355390989710877,32.829441327737754
계양구,28668377.0,6055602.0,9305776.0,21.122932770139027,32.460072643805404
신안군,5966230.0,1548702.0,2247652.0,25.9577991461945,37.67290231854957
함평군,5786854.0,894251.0,2156544.0,15.45314604446561,37.26625900705288
오산시,26552401.0,5375607.0,8180600.0,20.245276500607233,30.809266551827086
김해시,39193897.0,7887738.0,13661300.0,20.124913835437187,34.855681740450564
산청군,6427068.0,1297081.0,2870309.0,20.181535343954664,44.65969552523795
의령군,3881914.0,726036.0,1532036.0,18.70304184997401,39.46599538269008
경주시,42743781.0,10398538.0,17554805.0,24.32760452333405,41.069845926826176
포항시 남구,27850148.0,6623310.0,9628704.0,23.781956203607965,34.57325971840437
진천군,11141636.0,1946608.0,3404634.0,17.47147366867846,30.557756509008193
동해시,10696833.0,2902704.0,3955387.0,27.136106546676007,36.97717819844434
동두천시,9651521.0,2320523.0,3316491.0,24.043080878133093,34.36236630475135
성남시 수정구,38073648.0,7410479.0,11363616.0,19.463538140605806,29.846407152789773
성남시 중원구,28926484.0,6669409.0,8816116.0,23.05641086555836,30.477661923931027
강동구,52673491.0,11767702.0,16774950.0,22.340843138724185,31.847044275079472
영등포구,102863264.0,20836864.0,32125216.0,20.25685671417154,31.23099029795516
화성시,89546636.0,19680679.0,26776902.0,21.978133271248737,29.90274475525803
장수군,2809352.0,494018.0,1058256.0,17.58476687862539,37.66904254077097
남해군,8245211.0,2168846.0,3650250.0,26.30431167862169,44.27115327915805
고령군,5232277.0,778983.0,1900343.0,14.888030584007689,36.31961763492262
북구,136701405.0,30989459.0,44735174.0,22.669451714852528,32.724736077145664
강서구,99062537.0,20365618.0,30672334.0,20.55834487663081,30.9625968896799
태안군,14734293.0,4273192.0,6769499.0,29.00167656500383,45.94383320597738
음성군,15412807.0,3040706.0,4666641.0,19.72843752601327,30.277684006553766
남양주시,66050137.0,14040217.0,23687203.0,21.256908218070766,35.86245854418137
부천시,78957352.0,19769781.0,25352999.0,25.038556257560412,32.109738178656244
성남시 분당구,91028510.0,18167799.0,27019447.0,19.958361396885437,29.68240060174554
수원시 권선구,41257845.0,9721685.0,14108618.0,23.563239912312433,34.19620680624497
수원시 영통구,56314060.0,11740265.0,16523801.0,20.84783977571498,29.342229986614356
여주시,27709108.0,4770745.0,11148311.0,17.217244957867283,40.23338102403008
부여군,10653499.0,2276371.0,4456280.0,21.367355457582526,41.8292619166717
동대문구,56003964.0,13549908.0,16939973.0,24.194551657093417,30.247810672830227
서초구,161902532.0,31296967.0,46922191.0,19.33074585887267,28.98175242867727
송파구,115990315.0,25686216.0,37613229.0,22.145138583337758,32.42790486429837
용인시 수지구,36844956.0,7755489.0,11929733.0,21.048984289735614,32.37819852465016
파주시,47375118.0,9920243.0,17009948.0,20.939774756867095,35.90481399961896
밀양시,12142339.0,2353707.0,5213916.0,19.38429655110107,42.939964038230194
창원시 마산합포구,25409103.0,5426561.0,8904747.0,21.35675942594274,35.045499244896604
창원시 마산회원구,21649002.0,4294611.0,6760612.0,19.837454862815385,31.228284795761024
창원시 성산구,30925883.0,6608613.0,9608320.0,21.36919744538903,31.068862286001664
김천시,12365744.0,3029662.0,4445437.0,24.50044251279988,35.94961208965672
정선군,8981291.0,2794412.0,3536462.0,31.113700691804773,39.37587591806122
구리시,40801533.0,7601451.0,12908419.0,18.63030734654014,31.637093145495292
안성시,31043812.0,5428710.0,10357506.0,17.487253176252967,33.36415643800446
예산군,14081523.0,2804875.0,5607766.0,19.918832643315643,39.823575901555536
노원구,56674450.0,14050476.0,18066339.0,24.79155245441288,31.877396251750127
용산구,99567627.0,20048890.0,33178093.0,20.135952421563687,33.32216906203861
구례군,5476090.0,1164045.0,2441240.0,21.256863930286023,44.57998316316934
영암군,9244511.0,1667611.0,2973761.0,18.038931426443217,32.167856147285676
군산시,23651272.0,6233735.0,8803070.0,26.356869939172828,37.22028142926097
무주군,7704157.0,1852820.0,3447448.0,24.04961373450723,44.747893896762484
정읍시,11600143.0,2475125.0,4263140.0,21.337021448787315,36.75075384846549
