시군,업종,2024,2026
김천시,렌터카,2.8551062262145517,4.563170733216395
김포시,일반외식업,5213.679275182861,5116.022240455116
김포시,육상운송,4456.948708402448,5681.6505066776235
김포시,기타관광쇼핑,3904.5008438520567,4186.966347078991
김포시,대형쇼핑몰,9652.741564751344,8537.45504212076
김포시,제과음료업,896.9676028721186,868.7870979855061
김포시,골프장,224.9686424056964,190.63771948245298
김포시,기타숙박,144.03697883171648,138.73008299363383
김포시,뷰티,411.9706670113283,419.19652822683537
김포시,레저용품쇼핑,572.2865752103087,622.836515236944
김포시,기타레저,281.43978416108115,270.2174289710849
김포시,문화서비스,93.75967438401936,78.80608207060784
김포시,여행업,3.6757909722093642,6.306279690793135
김포시,호텔,2.7923743975834765,0.985106681250447
김포시,캠핑장/펜션,16.396175437997606,9.426539871882806
김포시,렌터카,1.5619540842916018,2.7301528023226673
김해시,일반외식업,4004.49769209925,4100.2710298622815
김해시,육상운송,6050.9070313267075,7024.213410206946
김해시,기타관광쇼핑,2945.0097189068033,3041.822326487322
김해시,대형쇼핑몰,4549.285914869573,4311.4575123715695
김해시,제과음료업,594.5911567568403,660.0319790927628
김해시,골프장,774.4386924209409,723.7375807294009
김해시,기타숙박,131.7428002392399,104.97304133396204
김해시,뷰티,246.01156070944518,272.660319237517
김해시,레저용품쇼핑,298.71733395914913,239.89611835851127
김해시,기타레저,138.00434140902942,123.59650185447518
김해시,문화서비스,66.57860407880015,66.36040215802498
김해시,여행업,0.563548616081463,1.1620680558738679
김해시,호텔,8.525236332433808,77.52695309110135
김해시,캠핑장/펜션,4.219916286544752,5.415540542556601
김해시,렌터카,3.0646245359908497,3.1744474303421093
나주시,일반외식업,3649.197020405701,3767.211602993344
나주시,육상운송,5309.012693960259,6203.772623631156
나주시,기타관광쇼핑,3467.647188222935,3440.100136172507
나주시,대형쇼핑몰,149.83026909011906,249.6496567573354
나주시,제과음료업,612.8794743093152,649.3703913824213
나주시,골프장,1344.1454491694221,1281.771031948276
나주시,기타숙박,148.26199244304163,120.0652784616039
나주시,뷰티,205.28711291788855,199.41018345442762
나주시,레저용품쇼핑,105.8137398032234,65.67755373912115
나주시,기타레저,104.31910217803589,95.39635643027628
나주시,문화서비스,20.764703250220048,11.119072729382912
나주시,여행업,0.0,6.528386813541704
나주시,호텔,0.0,0.0
나주시,캠핑장/펜션,2.0627368819587115,14.51698768247945
나주시,렌터카,8.835932165421573,6.868908190606908
남양주시,일반외식업,4942.060712466996,5136.243537309115
남양주시,육상운송,2684.7349219323255,3054.2488420443765
남양주시,기타관광쇼핑,3577.4619298010075,3564.0746627313365
남양주시,대형쇼핑몰,4295.382847055815,4339.994648588468
남양주시,제과음료업,1171.2847880411193,1430.999106379298
남양주시,골프장,536.6639438327038,474.32557708611813
남양주시,기타숙박,59.57700038766536,58.04132001235948
남양주시,뷰티,363.76077578044874,431.94234391452335
남양주시,레저용품쇼핑,476.92449177097836,453.10932810338227
남양주시,기타레저,202.26149638483335,204.66264456933925
남양주시,문화서비스,104.66483919440707,91.11853923238824
남양주시,여행업,10.048830128011533,9.768759257986472
남양주시,호텔,9.905453812324094,8.118109102487606
남양주시,캠핑장/펜션,6.736669870282628,4.589370695167658
남양주시,렌터카,0.015985536544020122,0.689893488024648
남원시,일반외식업,3671.918228213584,3503.3029811587126
남원시,육상운송,6602.081955261137,6921.25681110726
남원시,기타관광쇼핑,2412.276361781477,2781.825296627358
남원시,대형쇼핑몰,499.53236667337893,484.71919670328776
남원시,제과음료업,495.1349377052197,617.9505408826673
남원시,골프장,963.7464174856522,912.6216075885778
남원시,기타숙박,169.02480913374654,149.86221062896777
남원시,뷰티,114.26001889846435,137.46903850484125
남원시,레저용품쇼핑,113.55338560564125,82.46362841314378
