FSTV_ID,FSTV_REPS_NM,BASE_YEAR,FSTV_PERD_CNT,TOT_LOCAL,TOT_OUT,TOT_FORE,TOTAL_COL,TOTAL_AVG,PRE_VAL,GROTH_VAL,LOCAL_TOU_NUM_RAT,OUT_TOU_NUM_RAT,FORE_TOU_NUM_RAT,GROTH_VAL_RATE,GROTH_MARK,DISP_YN,PRE_TOTAL,PRE_TOTAL_AVG,TOTAL_AVG_VAR
KCTF0061,임실N치즈축제,2019,4,11779.0,71458.0,0.0,83237.0,20809.25,54702,28535.0,14.15,85.85,0.0,52.16,▲,N,54702.0,13675.5,52.2
KCTF0061,임실N치즈축제,2022,4,13075.0,87213.0,6.0,100294.0,25073.5,83237,17057.0,13.04,86.96,0.01,20.49,▲,N,83237.0,20809.25,20.5
KCTF0061,임실N치즈축제,2023,4,13923.0,79355.0,40.0,93318.0,23329.5,100294,-6976.0,14.92,85.04,0.04,-6.96,▼,N,100294.0,25073.5,-7.0
KCTF0061,임실N치즈축제,2024,4,14949.0,93573.0,187.0,108709.0,27177.25,93318,15391.0,13.75,86.08,0.17,16.49,▲,N,93318.0,23329.5,16.5
KCTF0061,임실N치즈축제,2025,5,16688.0,127842.0,126.0,144656.0,28931.2,108709,35947.0,11.54,88.38,0.09,33.07,▲,N,108709.0,27177.25,6.5
KCTF0062,정남진장흥물축제,2018,7,107219.0,125625.0,0.0,232844.0,33263.4286,N/A,232844.0,46.05,53.95,0.0,0.0,,N,,,
KCTF0062,정남진장흥물축제,2019,7,113509.0,117192.0,0.0,230701.0,32957.2857,232844,-2143.0,49.2,50.8,0.0,-0.92,▼,N,232844.0,33263.4286,-0.9
KCTF0062,정남진장흥물축제,2022,9,152601.0,158739.0,139.0,311479.0,34608.7778,230701,80778.0,48.99,50.96,0.04,35.01,▲,N,230701.0,32957.2857,5.0
KCTF0062,정남진장흥물축제,2023,9,163708.0,175410.0,622.0,339740.0,37748.8889,311479,28261.0,48.19,51.63,0.18,9.07,▲,N,311479.0,34608.7778,9.1
KCTF0062,정남진장흥물축제,2024,9,162955.0,170997.0,465.0,334417.0,37157.4444,339740,-5323.0,48.73,51.13,0.14,-1.57,▼,N,339740.0,37748.8889,-1.6
KCTF0062,정남진장흥물축제,2025,9,170682.0,161607.0,1036.0,333325.0,37036.1111,334417,-1092.0,51.21,48.48,0.31,-0.33,▼,N,334417.0,37157.4444,-0.3
KCTF0063,정선아리랑제,2018,7,71747.0,44245.0,0.0,115992.0,16570.2857,N/A,115992.0,61.86,38.14,0.0,0.0,,N,,,
KCTF0063,정선아리랑제,2019,4,45176.0,38664.0,0.0,83840.0,20960.0,115992,-32152.0,53.88,46.12,0.0,-27.72,▼,N,115992.0,16570.2857,26.5
KCTF0063,정선아리랑제,2022,4,55398.0,40879.0,56.0,96333.0,24083.25,83840,12493.0,57.51,42.44,0.06,14.9,▲,N,83840.0,20960.0,14.9
KCTF0063,정선아리랑제,2023,4,55977.0,33394.0,147.0,89518.0,22379.5,96333,-6815.0,62.53,37.3,0.16,-7.07,▼,N,96333.0,24083.25,-7.1
KCTF0063,정선아리랑제,2024,4,58189.0,48888.0,165.0,107242.0,26810.5,89518,17724.0,54.26,45.59,0.15,19.8,▲,N,89518.0,22379.5,19.8
KCTF0063,정선아리랑제,2025,4,59121.0,38652.0,254.0,98027.0,24506.75,107242,-9215.0,60.31,39.43,0.26,-8.59,▼,N,107242.0,26810.5,-8.6
KCTF0064,제주들불축제,2018,4,214318.0,132354.0,0.0,346672.0,86668.0,N/A,346672.0,61.82,38.18,0.0,0.0,,N,,,
KCTF0064,제주들불축제,2019,4,196963.0,120675.0,0.0,317638.0,79409.5,346672,-29034.0,62.01,37.99,0.0,-8.38,▼,N,346672.0,86668.0,-8.4
KCTF0064,제주들불축제,2023,4,243131.0,146579.0,3241.0,392951.0,98237.75,317638,75313.0,61.87,37.3,0.82,23.71,▲,N,317638.0,79409.5,23.7
KCTF0065,지용제,2018,4,99119.0,53603.0,0.0,152722.0,38180.5,N/A,152722.0,64.9,35.1,0.0,0.0,,N,,,
KCTF0065,지용제,2019,4,103208.0,71134.0,0.0,174342.0,43585.5,152722,21620.0,59.2,40.8,0.0,14.16,▲,N,152722.0,38180.5,14.2
KCTF0065,지용제,2022,4,119926.0,65540.0,106.0,185572.0,46393.0,174342,11230.0,64.63,35.32,0.06,6.44,▲,N,174342.0,43585.5,6.4
KCTF0065,지용제,2023,4,114939.0,69600.0,703.0,185242.0,46310.5,185572,-330.0,62.05,37.57,0.38,-0.18,▼,N,185572.0,46393.0,-0.2
KCTF0066,진도신비의바닷길축제,2018,4,11300.0,23569.0,0.0,34869.0,8717.25,N/A,34869.0,32.41,67.59,0.0,0.0,,N,,,
KCTF0066,진도신비의바닷길축제,2019,4,11563.0,26449.0,0.0,38012.0,9503.0,34869,3143.0,30.42,69.58,0.0,9.01,▲,N,34869.0,8717.25,9.0
KCTF0066,진도신비의바닷길축제,2023,3,12120.0,21158.0,278.0,33556.0,11185.3333,38012,-4456.0,36.12,63.05,0.83,-11.72,▼,N,38012.0,9503.0,17.7
KCTF0066,진도신비의바닷길축제,2024,3,13068.0,14880.0,223.0,28171.0,9390.3333,33556,-5385.0,46.39,52.82,0.79,-16.05,▼,N,33556.0,11185.3333,-16.0
KCTF0066,진도신비의바닷길축제,2025,4,15345.0,28269.0,359.0,43973.0,10993.25,28171,15802.0,34.9,64.29,0.82,56.09,▲,N,28171.0,9390.3333,17.1
KCTF0067,진안홍삼축제,2018,4,20748.0,50603.0,0.0,71351.0,17837.75,N/A,71351.0,29.08,70.92,0.0,0.0,,N,,,
KCTF0067,진안홍삼축제,2019,5,30516.0,69846.0,0.0,100362.0,20072.4,71351,29011.0,30.41,69.59,0.0,40.66,▲,N,71351.0,17837.75,12.5
KCTF0067,진안홍삼축제,2022,4,29326.0,55999.0,71.0,85396.0,21349.0,100362,-14966.0,34.34,65.58,0.08,-14.91,▼,N,100362.0,20072.4,6.4
KCTF0067,진안홍삼축제,2023,3,15717.0,30311.0,123.0,46151.0,15383.6667,85396,-39245.0,34.06,65.68,0.27,-45.96,▼,N,85396.0,21349.0,-27.9
KCTF0067,진안홍삼축제,2024,4,28388.0,52432.0,221.0,81041.0,20260.25,46151,34890.0,35.03,64.7,0.27,75.6,▲,N,46151.0,15383.6667,31.7
KCTF0067,진안홍삼축제,2025,3,22588.0,42497.0,54.0,65139.0,21713.0,81041,-15902.0,34.68,65.24,0.08,-19.62,▼,N,81041.0,20260.25,7.2
KCTF0068,진주유등축제,2018,14,377069.0,260803.0,0.0,637872.0,45562.2857,N/A,637872.0,59.11,40.89,0.0,0.0,,N,,,
KCTF0068,진주유등축제,2019,13,338899.0,242017.0,0.0,580916.0,44685.8462,637872,-56956.0,58.34,41.66,0.0,-8.93,▼,N,637872.0,45562.2857,-1.9
KCTF0068,진주유등축제,2022,22,714686.0,406218.0,1413.0,1122317.0,51014.4091,580916,541401.0,63.68,36.19,0.13,93.2,▲,N,580916.0,44685.8462,14.2
KCTF0068,진주유등축제,2023,15,409500.0,259942.0,2074.0,671516.0,44767.7333,1122317,-450801.0,60.98,38.71,0.31,-40.17,▼,N,1122317.0,51014.4091,-12.2
KCTF0069,천안흥타령축제,2018,5,141008.0,173032.0,0.0,314040.0,62808.0,N/A,314040.0,44.9,55.1,0.0,0.0,,N,,,
KCTF0069,천안흥타령축제,2019,5,83362.0,49948.0,0.0,133310.0,26662.0,314040,-180730.0,62.53,37.47,0.0,-57.55,▼,N,314040.0,62808.0,-57.5
KCTF0069,천안흥타령축제,2022,5,112893.0,75921.0,527.0,189341.0,37868.2,133310,56031.0,59.62,40.1,0.28,42.03,▲,N,133310.0,26662.0,42.0
KCTF0069,천안흥타령축제,2023,5,106685.0,76898.0,1540.0,185123.0,37024.6,189341,-4218.0,57.63,41.54,0.83,-2.23,▼,N,189341.0,37868.2,-2.2
KCTF0069,천안흥타령축제,2024,5,119300.0,85091.0,1868.0,206259.0,41251.8,185123,21136.0,57.84,41.25,0.91,11.42,▲,N,185123.0,37024.6,11.4
KCTF0069,천안흥타령축제,2025,5,151126.0,81800.0,2316.0,235242.0,47048.4,206259,28983.0,64.24,34.77,0.98,14.05,▲,N,206259.0,41251.8,14.1
KCTF0070,청송사과축제,2018,4,28770.0,49876.0,0.0,78646.0,19661.5,N/A,78646.0,36.58,63.42,0.0,0.0,,N,,,
KCTF0070,청송사과축제,2019,5,42731.0,70436.0,0.0,113167.0,22633.4,78646,34521.0,37.76,62.24,0.0,43.89,▲,N,78646.0,19661.5,15.1
KCTF0070,청송사과축제,2022,5,51065.0,49028.0,35.0,100128.0,20025.6,113167,-13039.0,51.0,48.97,0.03,-11.52,▼,N,113167.0,22633.4,-11.5
KCTF0070,청송사과축제,2023,5,49000.0,71646.0,113.0,120759.0,24151.8,100128,20631.0,40.58,59.33,0.09,20.6,▲,N,100128.0,20025.6,20.6
KCTF0070,청송사과축제,2024,5,43161.0,72485.0,179.0,115825.0,23165.0,120759,-4934.0,37.26,62.58,0.15,-4.09,▼,N,120759.0,24151.8,-4.1
KCTF0070,청송사과축제,2025,5,57149.0,89785.0,138.0,147072.0,29414.4,115825,31247.0,38.86,61.05,0.09,26.98,▲,N,115825.0,23165.0,27.0
KCTF0071,추억의충장축제,2018,3,70221.0,247882.0,0.0,318103.0,106034.3333,N/A,318103.0,22.07,77.93,0.0,0.0,,N,,,
KCTF0071,추억의충장축제,2019,4,83828.0,296965.0,0.0,380793.0,95198.25,318103,62690.0,22.01,77.99,0.0,19.71,▲,N,318103.0,106034.3333,-10.2
KCTF0071,추억의충장축제,2022,5,135397.0,301162.0,628.0,437187.0,87437.4,380793,56394.0,30.97,68.89,0.14,14.81,▲,N,380793.0,95198.25,-8.2
KCTF0071,추억의충장축제,2023,5,142940.0,322490.0,1761.0,467191.0,93438.2,437187,30004.0,30.6,69.03,0.38,6.86,▲,N,437187.0,87437.4,6.9
KCTF0071,추억의충장축제,2024,5,138940.0,316816.0,2297.0,458053.0,91610.6,467191,-9138.0,30.33,69.17,0.5,-1.96,▼,N,467191.0,93438.2,-2.0
KCTF0071,추억의충장축제,2025,5,148376.0,304701.0,1138.0,454215.0,90843.0,458053,-3838.0,32.67,67.08,0.25,-0.84,▼,N,458053.0,91610.6,-0.8
KCTF0072,춘천마임축제,2018,8,159981.0,81311.0,0.0,241292.0,30161.5,N/A,241292.0,66.3,33.7,0.0,0.0,,N,,,
KCTF0072,춘천마임축제,2019,8,222199.0,106488.0,0.0,328687.0,41085.875,241292,87395.0,67.6,32.4,0.0,36.22,▲,N,241292.0,30161.5,36.2
KCTF0072,춘천마임축제,2022,7,271117.0,118047.0,207.0,389371.0,55624.4286,328687,60684.0,69.63,30.32,0.05,18.46,▲,N,328687.0,41085.875,35.4
KCTF0072,춘천마임축제,2023,8,342704.0,139356.0,1664.0,483724.0,60465.5,389371,94353.0,70.85,28.81,0.34,24.23,▲,N,389371.0,55624.4286,8.7
KCTF0072,춘천마임축제,2024,8,150302.0,72914.0,2124.0,225340.0,28167.5,483724,-258384.0,66.7,32.36,0.94,-53.42,▼,N,483724.0,60465.5,-53.4
KCTF0072,춘천마임축제,2025,8,164037.0,84431.0,2882.0,251350.0,31418.75,225340,26010.0,65.26,33.59,1.15,11.54,▲,N,225340.0,28167.5,11.5
KCTF0073,탐라입춘굿축제,2018,3,52203.0,18343.0,0.0,70546.0,23515.3333,N/A,70546.0,74.0,26.0,0.0,0.0,,N,,,
KCTF0073,탐라입춘굿축제,2019,3,86746.0,34981.0,0.0,121727.0,40575.6667,70546,51181.0,71.26,28.74,0.0,72.55,▲,N,70546.0,23515.3333,72.5
KCTF0073,탐라입춘굿축제,2023,3,59955.0,30104.0,510.0,90569.0,30189.6667,121727,-31158.0,66.2,33.24,0.56,-25.6,▼,N,121727.0,40575.6667,-25.6
KCTF0074,탐라문화제,2018,5,58561.0,29402.0,0.0,87963.0,17592.6,N/A,87963.0,66.57,33.43,0.0,0.0,,N,,,
KCTF0074,탐라문화제,2019,5,64070.0,34070.0,0.0,98140.0,19628.0,87963,10177.0,65.28,34.72,0.0,11.57,▲,N,87963.0,17592.6,11.6
KCTF0074,탐라문화제,2022,5,59157.0,38383.0,442.0,97982.0,19596.4,98140,-158.0,60.38,39.17,0.45,-0.16,▼,N,98140.0,19628.0,-0.2
KCTF0074,탐라문화제,2023,5,74290.0,45637.0,5148.0,125075.0,25015.0,97982,27093.0,59.4,36.49,4.12,27.65,▲,N,97982.0,19596.4,27.7
KCTF0074,탐라문화제,2024,5,110482.0,44999.0,10569.0,166050.0,33210.0,125075,40975.0,66.54,27.1,6.36,32.76,▲,N,125075.0,25015.0,32.8
KCTF0074,탐라문화제,2025,5,76647.0,44817.0,11781.0,133245.0,26649.0,166050,-32805.0,57.52,33.64,8.84,-19.76,▼,N,166050.0,33210.0,-19.8
KCTF0075,태백산눈축제,2018,24,113341.0,197023.0,0.0,310364.0,12931.8333,N/A,310364.0,36.52,63.48,0.0,0.0,,N,,,
KCTF0075,태백산눈축제,2019,17,85894.0,155777.0,0.0,241671.0,14215.9412,310364,-68693.0,35.54,64.46,0.0,-22.13,▼,N,310364.0,12931.8333,9.9
KCTF0075,태백산눈축제,2023,5,25413.0,59809.0,33.0,85255.0,17051.0,241671,-156416.0,29.81,70.15,0.04,-64.72,▼,N,241671.0,14215.9412,19.9
KCTF0076,통영한산대첩축제,2018,5,50971.0,49962.0,0.0,100933.0,20186.6,N/A,100933.0,50.5,49.5,0.0,0.0,,N,,,
KCTF0076,통영한산대첩축제,2019,5,33529.0,29809.0,0.0,63338.0,12667.6,100933,-37595.0,52.94,47.06,0.0,-37.25,▼,N,100933.0,20186.6,-37.2
KCTF0076,통영한산대첩축제,2022,9,63027.0,68031.0,151.0,131209.0,14578.7778,63338,67871.0,48.04,51.85,0.12,107.16,▲,N,63338.0,12667.6,15.1
KCTF0076,통영한산대첩축제,2023,9,57810.0,47444.0,455.0,105709.0,11745.4444,131209,-25500.0,54.69,44.88,0.43,-19.43,▼,N,131209.0,14578.7778,-19.4
KCTF0076,통영한산대첩축제,2024,6,52493.0,40334.0,394.0,93221.0,15536.8333,105709,-12488.0,56.31,43.27,0.42,-11.81,▼,N,105709.0,11745.4444,32.3
KCTF0076,통영한산대첩축제,2025,7,70201.0,53730.0,787.0,124718.0,17816.8571,93221,31497.0,56.29,43.08,0.63,33.79,▲,N,93221.0,15536.8333,14.7
KCTF0077,평창송어축제,2019,37,182175.0,335266.0,0.0,517441.0,13984.8919,N/A,517441.0,35.21,64.79,0.0,0.0,,N,,,
KCTF0077,평창송어축제,2023,31,177113.0,242879.0,2346.0,422338.0,13623.8065,517441,-95103.0,41.94,57.51,0.56,-18.38,▼,N,517441.0,13984.8919,-2.6
KCTF0077,평창송어축제,2024,31,192255.0,283302.0,4861.0,480418.0,15497.3548,422338,58080.0,40.02,58.97,1.01,13.75,▲,N,422338.0,13623.8065,13.8
KCTF0077,평창송어축제,2025,31,185451.0,295832.0,4401.0,485684.0,15667.2258,480418,5266.0,38.18,60.91,0.91,1.1,▲,N,480418.0,15497.3548,1.1
KCTF0078,평창효석문화제,2018,9,48492.0,173348.0,0.0,221840.0,24648.8889,N/A,221840.0,21.86,78.14,0.0,0.0,,N,,,
KCTF0078,평창효석문화제,2019,9,40734.0,152866.0,0.0,193600.0,21511.1111,221840,-28240.0,21.04,78.96,0.0,-12.73,▼,N,221840.0,24648.8889,-12.7
KCTF0078,평창효석문화제,2023,10,66107.0,155046.0,1435.0,222588.0,22258.8,193600,28988.0,29.7,69.66,0.64,14.97,▲,N,193600.0,21511.1111,3.5
KCTF0078,평창효석문화제,2024,10,64478.0,147762.0,1219.0,213459.0,21345.9,222588,-9129.0,30.21,69.22,0.57,-4.1,▼,N,222588.0,22258.8,-4.1
KCTF0078,평창효석문화제,2025,10,67025.0,153174.0,1170.0,221369.0,22136.9,213459,7910.0,30.28,69.19,0.53,3.71,▲,N,213459.0,21345.9,3.7
KCTF0079,포항국제불빛축제,2018,5,133265.0,127847.0,0.0,261112.0,52222.4,N/A,261112.0,51.04,48.96,0.0,0.0,,N,,,
KCTF0079,포항국제불빛축제,2019,3,64250.0,84721.0,0.0,148971.0,49657.0,261112,-112141.0,43.13,56.87,0.0,-42.95,▼,N,261112.0,52222.4,-4.9
KCTF0079,포항국제불빛축제,2023,3,73874.0,126858.0,270.0,201002.0,67000.6667,148971,52031.0,36.75,63.11,0.13,34.93,▲,N,148971.0,49657.0,34.9
KCTF0079,포항국제불빛축제,2024,3,136332.0,127005.0,582.0,263919.0,87973.0,201002,62917.0,51.66,48.12,0.22,31.3,▲,N,201002.0,67000.6667,31.3
KCTF0079,포항국제불빛축제,2025,9,111105.0,66218.0,653.0,177976.0,19775.1111,263919,-85943.0,62.43,37.21,0.37,-32.56,▼,N,263919.0,87973.0,-77.5
KCTF0080,하동야생차문화축제,2018,4,8621.0,39801.0,0.0,48422.0,12105.5,N/A,48422.0,17.8,82.2,0.0,0.0,,N,,,
KCTF0080,하동야생차문화축제,2019,4,10381.0,31010.0,0.0,41391.0,10347.75,48422,-7031.0,25.08,74.92,0.0,-14.52,▼,N,48422.0,12105.5,-14.5
KCTF0080,하동야생차문화축제,2022,5,13412.0,51927.0,20.0,65359.0,13071.8,41391,23968.0,20.52,79.45,0.03,57.91,▲,N,41391.0,10347.75,26.3
KCTF0080,하동야생차문화축제,2023,31,53789.0,100273.0,277.0,154339.0,4978.6774,65359,88980.0,34.85,64.97,0.18,136.14,▲,N,65359.0,13071.8,-61.9
KCTF0080,하동야생차문화축제,2024,5,13771.0,38123.0,115.0,52009.0,10401.8,154339,-102330.0,26.48,73.3,0.22,-66.3,▼,N,154339.0,4978.6774,108.9
KCTF0080,하동야생차문화축제,2025,4,10977.0,63697.0,156.0,74830.0,18707.5,52009,22821.0,14.67,85.12,0.21,43.88,▲,N,52009.0,10401.8,79.8
KCTF0081,한산모시문화제,2018,4,20801.0,19163.0,0.0,39964.0,9991.0,N/A,39964.0,52.05,47.95,0.0,0.0,,N,,,
KCTF0081,한산모시문화제,2019,4,19404.0,18231.0,0.0,37635.0,9408.75,39964,-2329.0,51.56,48.44,0.0,-5.83,▼,N,39964.0,9991.0,-5.8
KCTF0081,한산모시문화제,2022,3,21062.0,17472.0,6.0,38540.0,12846.6667,37635,905.0,54.65,45.33,0.02,2.4,▲,N,37635.0,9408.75,36.5
KCTF0081,한산모시문화제,2023,3,14713.0,15316.0,26.0,30055.0,10018.3333,38540,-8485.0,48.95,50.96,0.09,-22.02,▼,N,38540.0,12846.6667,-22.0
KCTF0081,한산모시문화제,2024,3,15375.0,18144.0,20.0,33539.0,11179.6667,30055,3484.0,45.84,54.1,0.06,11.59,▲,N,30055.0,10018.3333,11.6
KCTF0081,한산모시문화제,2025,3,12978.0,13330.0,184.0,26492.0,8830.6667,33539,-7047.0,48.99,50.32,0.69,-21.01,▼,N,33539.0,11179.6667,-21.0
KCTF0082,한성백제문화제,2018,3,47308.0,64216.0,0.0,111524.0,37174.6667,N/A,111524.0,42.42,57.58,0.0,0.0,,N,,,
KCTF0082,한성백제문화제,2019,3,42456.0,71618.0,0.0,114074.0,38024.6667,111524,2550.0,37.22,62.78,0.0,2.29,▲,N,111524.0,37174.6667,2.3
KCTF0082,한성백제문화제,2022,3,43820.0,109174.0,276.0,153270.0,51090.0,114074,39196.0,28.59,71.23,0.18,34.36,▲,N,114074.0,38024.6667,34.4
KCTF0082,한성백제문화제,2023,3,62333.0,114060.0,2366.0,178759.0,59586.3333,153270,25489.0,34.87,63.81,1.32,16.63,▲,N,153270.0,51090.0,16.6
KCTF0083,함평나비축제,2018,11,68243.0,188247.0,0.0,256490.0,23317.2727,N/A,256490.0,26.61,73.39,0.0,0.0,,N,,,
KCTF0083,함평나비축제,2019,11,68538.0,225818.0,0.0,294356.0,26759.6364,256490,37866.0,23.28,76.72,0.0,14.76,▲,N,256490.0,23317.2727,14.8
KCTF0083,함평나비축제,2022,10,74798.0,189183.0,82.0,264063.0,26406.3,294356,-30293.0,28.33,71.64,0.03,-10.29,▼,N,294356.0,26759.6364,-1.3
KCTF0083,함평나비축제,2023,10,82511.0,181852.0,381.0,264744.0,26474.4,264063,681.0,31.17,68.69,0.14,0.26,▲,N,264063.0,26406.3,0.3
KCTF0083,함평나비축제,2024,11,81008.0,200003.0,1206.0,282217.0,25656.0909,264744,17473.0,28.7,70.87,0.43,6.6,▲,N,264744.0,26474.4,-3.1
KCTF0083,함평나비축제,2025,12,86674.0,250369.0,844.0,337887.0,28157.25,282217,55670.0,25.65,74.1,0.25,19.73,▲,N,282217.0,25656.0909,9.7
KCTF0084,화성뱃놀이축제,2018,9,82569.0,158957.0,0.0,241526.0,26836.2222,N/A,241526.0,34.19,65.81,0.0,0.0,,N,,,
KCTF0084,화성뱃놀이축제,2019,5,42654.0,90590.0,0.0,133244.0,26648.8,241526,-108282.0,32.01,67.99,0.0,-44.83,▼,N,241526.0,26836.2222,-0.7
KCTF0084,화성뱃놀이축제,2022,3,42599.0,78960.0,369.0,121928.0,40642.6667,133244,-11316.0,34.94,64.76,0.3,-8.49,▼,N,133244.0,26648.8,52.5
KCTF0084,화성뱃놀이축제,2023,3,46792.0,78035.0,1216.0,126043.0,42014.3333,121928,4115.0,37.12,61.91,0.96,3.37,▲,N,121928.0,40642.6667,3.4
KCTF0084,화성뱃놀이축제,2024,3,50110.0,87098.0,1599.0,138807.0,46269.0,126043,12764.0,36.1,62.75,1.15,10.13,▲,N,126043.0,42014.3333,10.1
KCTF0084,화성뱃놀이축제,2025,3,50831.0,89982.0,1421.0,142234.0,47411.3333,138807,3427.0,35.74,63.26,1.0,2.47,▲,N,138807.0,46269.0,2.5
KCTF0085,화천산천어축제,2018,23,130109.0,286548.0,0.0,416657.0,18115.5217,N/A,416657.0,31.23,68.77,0.0,0.0,,N,,,
KCTF0085,화천산천어축제,2019,23,149831.0,315088.0,0.0,464919.0,20213.8696,416657,48262.0,32.23,67.77,0.0,11.58,▲,N,416657.0,18115.5217,11.6
KCTF0085,화천산천어축제,2023,23,215883.0,289568.0,7955.0,513406.0,22322.0,464919,48487.0,42.05,56.4,1.55,10.43,▲,N,464919.0,20213.8696,10.4
KCTF0085,화천산천어축제,2024,23,220430.0,278698.0,19883.0,519011.0,22565.6957,513406,5605.0,42.47,53.7,3.83,1.09,▲,N,513406.0,22322.0,1.1
KCTF0085,화천산천어축제,2025,23,197614.0,323869.0,18161.0,539644.0,23462.7826,519011,20633.0,36.62,60.02,3.37,3.98,▲,N,519011.0,22565.6957,4.0
KCTF0086,횡성한우축제,2018,5,74833.0,102837.0,0.0,177670.0,35534.0,N/A,177670.0,42.12,57.88,0.0,0.0,,N,,,
KCTF0086,횡성한우축제,2019,5,69440.0,103929.0,0.0,173369.0,34673.8,177670,-4301.0,40.05,59.95,0.0,-2.42,▼,N,177670.0,35534.0,-2.4
KCTF0086,횡성한우축제,2022,5,92932.0,105690.0,124.0,198746.0,39749.2,173369,25377.0,46.76,53.18,0.06,14.64,▲,N,173369.0,34673.8,14.6
KCTF0086,횡성한우축제,2023,5,90823.0,93957.0,369.0,185149.0,37029.8,198746,-13597.0,49.05,50.75,0.2,-6.84,▼,N,198746.0,39749.2,-6.8
