FSTV_ID,FSTV_REPS_NM,SIDO_CD,SIDO_NM,ADONG_NM1,ADONG_NM2,ADONG_NM3,ADONG_NM4,ADONG_NM5,FSTV_BGNG_YMD,FSTV_END_YMD,BASE_YEAR,ROWNUM,FLOOR_VAR,MOD_VAR,PAGING_VAR
KCTF0063,정선아리랑제,51,강원특별자치도,,,,,,2025-09-25,2025-09-28,2025,449,44,9,45
KCTF0066,진도신비의바닷길축제,46,전라남도,,,,,,2025-03-29,2025-04-01,2025,450,45,0,45
KCTF0067,진안홍삼축제,52,전북특별자치도,,,,,,2025-09-26,2025-09-28,2025,451,45,1,46
KCTF0069,천안흥타령축제,44,충청남도,,,,,,2025-09-24,2025-09-28,2025,452,45,2,46
KCTF0070,청송사과축제,47,경상북도,,,,,,2025-10-29,2025-11-02,2025,453,45,3,46
KCTF0071,추억의충장축제,29,광주광역시,,,,,,2025-10-15,2025-10-19,2025,454,45,4,46
KCTF0072,춘천마임축제,51,강원특별자치도,,,,,,2025-05-25,2025-06-01,2025,455,45,5,46
KCTF0074,탐라문화제,50,제주특별자치도,,,,,,2025-10-10,2025-10-14,2025,456,45,6,46
KCTF0076,통영한산대첩축제,48,경상남도,,,,,,2025-08-08,2025-08-14,2025,457,45,7,46
KCTF0077,평창송어축제,51,강원특별자치도,,,,,,2025-01-03,2025-02-02,2025,458,45,8,46
KCTF0078,평창효석문화제,51,강원특별자치도,,,,,,2025-09-05,2025-09-14,2025,459,45,9,46
KCTF0079,포항국제불빛축제,47,경상북도,,,,,,2025-06-14,2025-06-22,2025,460,46,0,46
KCTF0080,하동야생차문화축제,48,경상남도,,,,,,2025-05-02,2025-05-05,2025,461,46,1,47
KCTF0081,한산모시문화제,44,충청남도,,,,,,2025-06-13,2025-06-15,2025,462,46,2,47
KCTF0083,함평나비축제,46,전라남도,,,,,,2025-04-25,2025-05-06,2025,463,46,3,47
KCTF0084,화성뱃놀이축제,41,경기도,,,,,,2025-05-30,2025-06-01,2025,464,46,4,47
KCTF0085,화천산천어축제,51,강원특별자치도,,,,,,2025-01-11,2025-02-02,2025,465,46,5,47
KCTF0087,논산딸기축제,44,충청남도,,,,,,2025-03-27,2025-03-30,2025,466,46,6,47
KCTF0088,부산국제록페스티벌,26,부산광역시,,,,,,2025-09-26,2025-09-28,2025,467,46,7,47
KCTF0089,장수한우랑사과랑축제,52,전북특별자치도,,,,,,2025-09-18,2025-09-21,2025,468,46,8,47
KCTF0090,진주남강유등축제,48,경상남도,,,,,,2025-10-04,2025-10-19,2025,469,46,9,47
KCTF0091,태화강마두희축제,31,울산광역시,,,,,,2025-06-13,2025-06-15,2025,470,47,0,47
KCTF0092,한탄강얼음트레킹축제,51,강원특별자치도,,,,,,2025-01-11,2025-01-19,2025,471,47,1,48
