SGG_CD,SGG_NM,부울경_2019,부울경_2022,부울경_2023,부울경_2025,수도권_2019,수도권_2022,수도권_2023,수도권_2025,d수도권_2022,d부울경_2022,d숙박_2022,d수도권_2023,d부울경_2023,d숙박_2023,d수도권_2025,d부울경_2025,d숙박_2025,ktx
41173,경기도 안양시 동안구,0.52,0.42,0.45,0.54,94.54,95.37,94.81,94.5,0.8299999999999983,-0.10000000000000003,-0.49166666666666714,0.269999999999996,-0.07,-0.7583333333333346,-0.04000000000000625,0.020000000000000018,-1.0916666666666677,
41192,경기도 부천시 원미구,,,,0.25,,,,96.77,,,,,,,,,,
41194,경기도 부천시 소사구,,,,0.2,,,,96.66,,,,,,,,,,
41196,경기도 부천시 오정구,,,,0.46,,,,96.36,,,,,,,,,,
41210,경기도 광명시,0.34,0.33,0.44,0.49,96.77,96.56,96.27,95.78,-0.20999999999999375,-0.010000000000000009,-1.0,-0.5,0.09999999999999998,-0.6416666666666666,-0.9899999999999949,0.14999999999999997,-1.291666666666667,
41220,경기도 평택시,2.01,2.44,2.39,3.02,63.83,65.72,65.43,64.26,1.8900000000000006,0.43000000000000016,0.20833333333333215,1.6000000000000085,0.38000000000000034,0.06666666666666643,0.4300000000000068,1.0100000000000002,-2.5583333333333336,
41250,경기도 동두천시,0.41,0.3,0.33,0.41,95.61,97.13,96.37,95.34,1.519999999999996,-0.10999999999999999,-0.7666666666666675,0.7600000000000051,-0.07999999999999996,-0.6749999999999989,-0.269999999999996,0.0,-1.5749999999999993,
41271,경기도 안산시 상록구,0.35,0.34,0.47,0.47,94.92,95.06,94.16,93.83,0.14000000000000057,-0.009999999999999953,-0.9000000000000004,-0.7600000000000051,0.12,-1.2833333333333332,-1.0900000000000034,0.12,-3.341666666666667,
41273,경기도 안산시 단원구,0.27,0.32,0.39,0.41,95.5,95.46,95.05,94.3,-0.04000000000000625,0.04999999999999999,0.13333333333333286,-0.45000000000000284,0.12,0.5833333333333321,-1.2000000000000028,0.13999999999999996,-0.6083333333333343,
41281,경기도 고양시 덕양구,0.34,0.38,0.52,0.46,96.73,96.86,96.3,95.81,0.12999999999999545,0.03999999999999998,-0.5499999999999998,-0.4300000000000068,0.18,-0.45833333333333304,-0.9200000000000017,0.12,-0.7749999999999995,
41285,경기도 고양시 일산동구,0.17,0.21,0.18,0.24,97.83,97.79,97.83,97.64,-0.03999999999999204,0.03999999999999998,-0.7083333333333339,0.0,0.009999999999999981,-0.6916666666666673,-0.18999999999999773,0.06999999999999998,-0.75,
