ym,안동,경주,포항,전주,군산
2022-07-01,40.05810337575065,43.68000902403827,39.853232432641065,36.52875484105648,39.81763975190916
2022-08-01,33.30954268221903,34.749507547089806,32.3093540361054,30.09302346775888,33.876651539440445
2022-09-01,37.938482571711106,40.06689275341117,33.62765013500716,32.164933353295325,37.4343403421718
2022-10-01,46.07281260889068,47.07923549090507,41.56239308606866,40.60590503800202,45.72722940481127
2022-11-01,37.926320301053565,42.170060126737525,35.655967537992105,33.91290291701969,38.39145601074944
2022-12-01,37.91220261450856,41.89247975381387,37.524438565013966,35.058489664980684,37.7862518025166
2023-01-01,40.082491685773824,41.830082826214706,36.93941752214005,34.34157377130724,38.44830735811255
2023-02-01,36.44595138366563,41.259809598742535,36.434141534435724,33.811480906685894,37.49583353715347
2023-03-01,31.380057040245063,37.551250988489315,32.08371606034399,30.212994378751233,32.86553069184972
2023-04-01,46.204491598448946,50.44127214242317,43.576750554049084,42.640240340642706,47.76059653578659
2023-05-01,36.49671699057011,39.745995884700456,35.02364869032271,32.620567859664696,37.03073491076571
2023-06-01,35.812786048743966,39.894377433489964,34.89405481044182,32.904597081225496,36.967603673474315
2023-07-01,40.40368245592354,44.23124449407928,40.29788407472406,37.27834294917535,39.690157707354444
2023-08-01,32.416956834883,35.462208689536965,32.80204223418297,29.825220315908123,33.30889211201607
2023-09-01,36.388967591113655,40.13331232654249,35.83543336876293,33.35470248903504,35.50091067954871
2023-10-01,40.95824175824176,42.707708058193624,37.00708729902814,36.32812668578772,38.99998029501644
2023-11-01,37.705916642815076,41.125034178267306,34.841691779289654,33.31635854860447,35.93649488957187
2023-12-01,42.87467946118283,46.91468606562428,42.221483018267094,38.57081074536112,41.92988153491735
2024-01-01,32.33354279293318,35.47495189394726,30.854834418840365,29.419820131969526,32.621916844813825
2024-02-01,38.22564346554162,41.099815365821925,35.69501865791806,32.95866590770393,37.29742235190382
2024-03-01,39.219378517249815,46.09800763577244,39.373057281300596,36.97547795417121,39.67067636930105
2024-04-01,37.73290575185806,39.79929697272402,35.223080257315324,34.37205226693972,37.93389695197172
2024-05-01,36.945121981058804,37.85819970509339,34.11039544980973,32.34471082547519,35.64053733649168
2024-06-01,41.48243237524324,43.49785679744975,40.83791543620397,38.678371487599215,41.309075746859186
2024-07-01,33.34143117323454,37.13414286499683,32.45065537320093,30.288503813938743,33.135988309768905
2024-08-01,35.39446790753799,38.41249435817758,35.579119112981935,33.12889758076765,36.20597168797147
2024-09-01,35.5556226469105,37.64293653693891,33.889487695653195,33.69448404276899,35.077087094614534
2024-10-01,34.78487707029693,37.190342174360026,31.616452127454735,31.350748051917776,33.60801361620936
2024-11-01,42.78566298105056,45.814949623334535,38.7771078253991,37.81690459236151,41.30626236578693
2024-12-01,36.17465820712872,40.42011244720475,35.10712253927154,33.62829073831661,35.86318422188366
2025-01-01,28.14431512493622,29.813180265864386,27.798587828998578,28.343055903172186,29.504330299139276
2025-02-01,33.96634056185764,37.430364320208966,32.935112769920124,31.351845585759335,33.5648558805789
2025-03-01,39.739571548874515,46.99664754227531,40.09627320923689,37.71744222861187,41.03155190854418
2025-04-01,35.39675025138014,40.14687171008015,34.63020842815632,33.55546349801826,37.214000331449135
2025-05-01,38.37422867272939,40.84036019269148,36.67059584622485,35.97085635576535,38.75805734607691
2025-06-01,37.95895153066503,41.08984837812638,37.10953491971255,34.81218291826435,38.425580417741514
2025-07-01,31.4617833097822,35.29699420884898,31.59281532233857,29.409124919269452,32.039679956782344
2025-08-01,38.84082433519389,41.72179266648971,39.71741494089144,36.620872879861146,40.643927035564076
2025-09-01,35.322104261934314,38.78131383610297,32.64521203435201,30.90109902986078,33.362155752777525
2025-10-01,32.155246465320495,32.287001670796336,30.316381032610977,30.002589432477063,31.250846262413123
2025-11-01,43.51804867242961,46.8046496454087,41.584482550124555,40.0898972097365,43.652672786177106
2025-12-01,32.464886744356505,36.013233237486645,32.140708899811294,30.309722731055004,33.31393369186447
2026-01-01,35.33586765940633,39.11282338050347,34.67912350325433,32.94561134273438,35.45248267235493
2026-02-01,32.115197687984896,35.5568003991341,33.156513442147684,32.161878457668045,33.92878847625896
2026-03-01,34.94350148687035,41.46923759198728,35.66803558157175,33.34202745462287,36.620748879604015
2026-04-01,36.76753280365316,40.7844571441126,35.44561767784193,34.16427744348849,38.28162052161886
2026-05-01,42.962251672089245,45.15057858331461,41.20233527068135,39.55136338763487,43.30750030740928
2026-06-01,34.27218657534164,38.588509824053766,34.49368998717769,31.490615671621885,35.97069765680028
2026-07-01,31.06669051812581,35.09393873017606,31.801844101014932,29.55069625919914,32.792871373215796
2026-08-01,39.33306883728918,42.43190432330942,39.797825898570075,37.07902560081106,41.16357757116976
