Q_SGG_CD,Q_SGG_NM,PERIOD,SGG_CD,PTL_SIDO_CD,AREA_NM,SIDO_NM,TOU_NUM,SPPY_TOU_NUM,DTL_TOU_NUM_RATE
47170,경상북도 안동시,2019,4717032000,4717032000,북후면,북후면,305452.0,0.0,0.0
47170,경상북도 안동시,2019,4717033000,4717033000,서후면,서후면,807583.0,0.0,0.0
47170,경상북도 안동시,2019,4717034000,4717034000,풍천면,풍천면,1691277.0,0.0,0.0
47170,경상북도 안동시,2019,4717035000,4717035000,일직면,일직면,463718.0,0.0,0.0
47170,경상북도 안동시,2019,4717036000,4717036000,남후면,남후면,530180.0,0.0,0.0
47170,경상북도 안동시,2019,4717037000,4717037000,남선면,남선면,153013.0,0.0,0.0
47170,경상북도 안동시,2019,4717038000,4717038000,임하면,임하면,272776.0,0.0,0.0
47170,경상북도 안동시,2019,4717039000,4717039000,길안면,길안면,600341.0,0.0,0.0
47170,경상북도 안동시,2019,4717040000,4717040000,임동면,임동면,240334.0,0.0,0.0
47170,경상북도 안동시,2019,4717041000,4717041000,예안면,예안면,142786.0,0.0,0.0
47170,경상북도 안동시,2019,4717042000,4717042000,도산면,도산면,447360.0,0.0,0.0
47170,경상북도 안동시,2019,4717043000,4717043000,녹전면,녹전면,143094.0,0.0,0.0
47170,경상북도 안동시,2019,4717051000,4717051000,중구동,중구동,3387142.0,0.0,0.0
47170,경상북도 안동시,2019,4717052000,4717052000,명륜동,명륜동,1143548.0,0.0,0.0
47170,경상북도 안동시,2019,4717055500,4717055500,용상동,용상동,2635864.0,0.0,0.0
47170,경상북도 안동시,2019,4717058500,4717058500,서구동,서구동,2148846.0,0.0,0.0
47170,경상북도 안동시,2019,4717060000,4717060000,태화동,태화동,975828.0,0.0,0.0
47170,경상북도 안동시,2019,4717062000,4717062000,평화동,평화동,299778.0,0.0,0.0
47170,경상북도 안동시,2019,4717063000,4717063000,안기동,안기동,273228.0,0.0,0.0
47170,경상북도 안동시,2019,4717065000,4717065000,옥동,옥동,2539618.0,0.0,0.0
47170,경상북도 안동시,2019,4717066000,4717066000,송하동,송하동,1109836.0,0.0,0.0
47170,경상북도 안동시,2019,4717069000,4717069000,강남동,강남동,1839173.0,0.0,0.0
47170,경상북도 안동시,2020,4717025000,4717025000,풍산읍,풍산읍,3057932.0,0.0,0.0
47170,경상북도 안동시,2020,4717031000,4717031000,와룡면,와룡면,482444.0,0.0,0.0
47170,경상북도 안동시,2020,4717032000,4717032000,북후면,북후면,301948.0,0.0,0.0
47170,경상북도 안동시,2020,4717033000,4717033000,서후면,서후면,617190.0,0.0,0.0
47170,경상북도 안동시,2020,4717034000,4717034000,풍천면,풍천면,1564962.0,0.0,0.0
47170,경상북도 안동시,2020,4717035000,4717035000,일직면,일직면,411240.0,0.0,0.0
47170,경상북도 안동시,2020,4717036000,4717036000,남후면,남후면,414536.0,0.0,0.0
47170,경상북도 안동시,2020,4717037000,4717037000,남선면,남선면,132454.0,0.0,0.0
47170,경상북도 안동시,2020,4717038000,4717038000,임하면,임하면,254821.0,0.0,0.0
47170,경상북도 안동시,2020,4717039000,4717039000,길안면,길안면,641074.0,0.0,0.0
47170,경상북도 안동시,2020,4717040000,4717040000,임동면,임동면,241000.0,0.0,0.0
47170,경상북도 안동시,2020,4717041000,4717041000,예안면,예안면,133822.0,0.0,0.0
47170,경상북도 안동시,2020,4717042000,4717042000,도산면,도산면,352520.0,0.0,0.0
47170,경상북도 안동시,2020,4717043000,4717043000,녹전면,녹전면,138876.0,0.0,0.0
47170,경상북도 안동시,2020,4717051000,4717051000,중구동,중구동,2611343.0,0.0,0.0
47170,경상북도 안동시,2020,4717052000,4717052000,명륜동,명륜동,1020022.0,0.0,0.0
47170,경상북도 안동시,2020,4717055500,4717055500,용상동,용상동,2067807.0,0.0,0.0
47170,경상북도 안동시,2020,4717058500,4717058500,서구동,서구동,1756748.0,0.0,0.0
47170,경상북도 안동시,2020,4717060000,4717060000,태화동,태화동,880726.0,0.0,0.0
47170,경상북도 안동시,2020,4717062000,4717062000,평화동,평화동,235438.0,0.0,0.0
47170,경상북도 안동시,2020,4717063000,4717063000,안기동,안기동,257442.0,0.0,0.0
47170,경상북도 안동시,2020,4717065000,4717065000,옥동,옥동,2051410.0,0.0,0.0
47170,경상북도 안동시,2020,4717066000,4717066000,송하동,송하동,1000734.0,0.0,0.0
47170,경상북도 안동시,2020,4717069000,4717069000,강남동,강남동,1564969.0,0.0,0.0
47170,경상북도 안동시,2021,4717025000,4717025000,풍산읍,풍산읍,3238585.0,0.0,0.0
47170,경상북도 안동시,2021,4717031000,4717031000,와룡면,와룡면,515736.0,0.0,0.0
47170,경상북도 안동시,2021,4717032000,4717032000,북후면,북후면,300948.0,0.0,0.0
47170,경상북도 안동시,2021,4717033000,4717033000,서후면,서후면,721270.0,0.0,0.0
47170,경상북도 안동시,2021,4717034000,4717034000,풍천면,풍천면,1948464.0,0.0,0.0
47170,경상북도 안동시,2021,4717035000,4717035000,일직면,일직면,458650.0,0.0,0.0
47170,경상북도 안동시,2021,4717036000,4717036000,남후면,남후면,481404.0,0.0,0.0
47170,경상북도 안동시,2021,4717037000,4717037000,남선면,남선면,135079.0,0.0,0.0
47170,경상북도 안동시,2021,4717038000,4717038000,임하면,임하면,266238.0,0.0,0.0
47170,경상북도 안동시,2021,4717039000,4717039000,길안면,길안면,725854.0,0.0,0.0
47170,경상북도 안동시,2021,4717040000,4717040000,임동면,임동면,243092.0,0.0,0.0
47170,경상북도 안동시,2021,4717041000,4717041000,예안면,예안면,133542.0,0.0,0.0
47170,경상북도 안동시,2021,4717042000,4717042000,도산면,도산면,397502.0,0.0,0.0
47170,경상북도 안동시,2021,4717043000,4717043000,녹전면,녹전면,142670.0,0.0,0.0
47170,경상북도 안동시,2021,4717051000,4717051000,중구동,중구동,2731932.0,0.0,0.0
47170,경상북도 안동시,2021,4717052000,4717052000,명륜동,명륜동,1131858.0,0.0,0.0
47170,경상북도 안동시,2021,4717055500,4717055500,용상동,용상동,1782599.0,0.0,0.0
47170,경상북도 안동시,2021,4717058500,4717058500,서구동,서구동,2198812.0,0.0,0.0
47170,경상북도 안동시,2021,4717060000,4717060000,태화동,태화동,889000.0,0.0,0.0
47170,경상북도 안동시,2021,4717062000,4717062000,평화동,평화동,213252.0,0.0,0.0
47170,경상북도 안동시,2021,4717063000,4717063000,안기동,안기동,258426.0,0.0,0.0
47170,경상북도 안동시,2021,4717065000,4717065000,옥동,옥동,2088412.0,0.0,0.0
47170,경상북도 안동시,2021,4717066000,4717066000,송하동,송하동,1029490.0,0.0,0.0
47170,경상북도 안동시,2021,4717069000,4717069000,강남동,강남동,1556065.0,0.0,0.0
47170,경상북도 안동시,2022,4717025000,4717025000,풍산읍,풍산읍,2818123.0,0.0,0.0
47170,경상북도 안동시,2022,4717031000,4717031000,와룡면,와룡면,540554.0,0.0,0.0
47170,경상북도 안동시,2022,4717032000,4717032000,북후면,북후면,324334.0,0.0,0.0
47170,경상북도 안동시,2022,4717033000,4717033000,서후면,서후면,748496.0,0.0,0.0
47170,경상북도 안동시,2022,4717034000,4717034000,풍천면,풍천면,1983814.0,0.0,0.0
47170,경상북도 안동시,2022,4717035000,4717035000,일직면,일직면,531976.0,0.0,0.0
47170,경상북도 안동시,2022,4717036000,4717036000,남후면,남후면,570199.0,0.0,0.0
47170,경상북도 안동시,2022,4717037000,4717037000,남선면,남선면,156874.0,0.0,0.0
47170,경상북도 안동시,2022,4717038000,4717038000,임하면,임하면,264719.0,0.0,0.0
47170,경상북도 안동시,2022,4717039000,4717039000,길안면,길안면,641168.0,0.0,0.0
47170,경상북도 안동시,2022,4717040000,4717040000,임동면,임동면,237426.0,0.0,0.0
47170,경상북도 안동시,2022,4717041000,4717041000,예안면,예안면,134673.0,0.0,0.0
47170,경상북도 안동시,2022,4717042000,4717042000,도산면,도산면,521168.0,0.0,0.0
47170,경상북도 안동시,2022,4717043000,4717043000,녹전면,녹전면,146822.0,0.0,0.0
47170,경상북도 안동시,2022,4717051000,4717051000,중구동,중구동,2906054.0,0.0,0.0
47170,경상북도 안동시,2022,4717052000,4717052000,명륜동,명륜동,1273828.0,0.0,0.0
47170,경상북도 안동시,2022,4717055500,4717055500,용상동,용상동,1891540.0,0.0,0.0
47170,경상북도 안동시,2022,4717058500,4717058500,서구동,서구동,2405694.0,0.0,0.0
47170,경상북도 안동시,2022,4717060000,4717060000,태화동,태화동,946022.0,0.0,0.0
47170,경상북도 안동시,2022,4717062000,4717062000,평화동,평화동,210021.0,0.0,0.0
47170,경상북도 안동시,2022,4717063000,4717063000,안기동,안기동,278614.0,0.0,0.0
47170,경상북도 안동시,2022,4717065000,4717065000,옥동,옥동,2316100.0,0.0,0.0
47170,경상북도 안동시,2022,4717066000,4717066000,송하동,송하동,1106598.0,0.0,0.0
47170,경상북도 안동시,2022,4717069000,4717069000,강남동,강남동,1578024.0,0.0,0.0
47170,경상북도 안동시,2023,4717025000,4717025000,풍산읍,풍산읍,2228062.0,0.0,0.0
47170,경상북도 안동시,2023,4717031000,4717031000,와룡면,와룡면,538125.0,0.0,0.0
47170,경상북도 안동시,2023,4717032000,4717032000,북후면,북후면,323502.0,0.0,0.0
47170,경상북도 안동시,2023,4717033000,4717033000,서후면,서후면,813561.0,0.0,0.0
47170,경상북도 안동시,2023,4717034000,4717034000,풍천면,풍천면,1961351.0,0.0,0.0
47170,경상북도 안동시,2023,4717035000,4717035000,일직면,일직면,535210.0,0.0,0.0
47170,경상북도 안동시,2023,4717036000,4717036000,남후면,남후면,650730.0,0.0,0.0
47170,경상북도 안동시,2023,4717037000,4717037000,남선면,남선면,168707.0,0.0,0.0
47170,경상북도 안동시,2023,4717038000,4717038000,임하면,임하면,302152.0,0.0,0.0
47170,경상북도 안동시,2023,4717039000,4717039000,길안면,길안면,572831.0,0.0,0.0
47170,경상북도 안동시,2023,4717040000,4717040000,임동면,임동면,258688.0,0.0,0.0
47170,경상북도 안동시,2023,4717041000,4717041000,예안면,예안면,128254.0,0.0,0.0
47170,경상북도 안동시,2023,4717042000,4717042000,도산면,도산면,570840.0,0.0,0.0
47170,경상북도 안동시,2023,4717043000,4717043000,녹전면,녹전면,150056.0,0.0,0.0
47170,경상북도 안동시,2023,4717051000,4717051000,중구동,중구동,3038368.0,0.0,0.0
47170,경상북도 안동시,2023,4717052000,4717052000,명륜동,명륜동,1345162.0,0.0,0.0
47170,경상북도 안동시,2023,4717055500,4717055500,용상동,용상동,1972040.0,0.0,0.0
47170,경상북도 안동시,2023,4717058500,4717058500,서구동,서구동,2560327.0,0.0,0.0
47170,경상북도 안동시,2023,4717060000,4717060000,태화동,태화동,950726.0,0.0,0.0
47170,경상북도 안동시,2023,4717062000,4717062000,평화동,평화동,224130.0,0.0,0.0
47170,경상북도 안동시,2023,4717063000,4717063000,안기동,안기동,278092.0,0.0,0.0
47170,경상북도 안동시,2023,4717065000,4717065000,옥동,옥동,2504628.0,0.0,0.0
47170,경상북도 안동시,2023,4717066000,4717066000,송하동,송하동,1150874.0,0.0,0.0
47170,경상북도 안동시,2023,4717069000,4717069000,강남동,강남동,1659990.0,0.0,0.0
47170,경상북도 안동시,2024,4717025000,4717025000,풍산읍,풍산읍,2239730.0,0.0,0.0
47170,경상북도 안동시,2024,4717031000,4717031000,와룡면,와룡면,519950.0,0.0,0.0
47170,경상북도 안동시,2024,4717032000,4717032000,북후면,북후면,314674.0,0.0,0.0
47170,경상북도 안동시,2024,4717033000,4717033000,서후면,서후면,872966.0,0.0,0.0
47170,경상북도 안동시,2024,4717034000,4717034000,풍천면,풍천면,1988126.0,0.0,0.0
47170,경상북도 안동시,2024,4717035000,4717035000,일직면,일직면,517461.0,0.0,0.0
47170,경상북도 안동시,2024,4717036000,4717036000,남후면,남후면,627284.0,0.0,0.0
47170,경상북도 안동시,2024,4717037000,4717037000,남선면,남선면,157626.0,0.0,0.0
47170,경상북도 안동시,2024,4717038000,4717038000,임하면,임하면,262280.0,0.0,0.0
47170,경상북도 안동시,2024,4717039000,4717039000,길안면,길안면,558138.0,0.0,0.0
47170,경상북도 안동시,2024,4717040000,4717040000,임동면,임동면,229954.0,0.0,0.0
47170,경상북도 안동시,2024,4717041000,4717041000,예안면,예안면,125842.0,0.0,0.0
47170,경상북도 안동시,2024,4717042000,4717042000,도산면,도산면,602284.0,0.0,0.0
47170,경상북도 안동시,2024,4717043000,4717043000,녹전면,녹전면,141771.0,0.0,0.0
47170,경상북도 안동시,2024,4717051000,4717051000,중구동,중구동,3046054.0,0.0,0.0
47170,경상북도 안동시,2024,4717052000,4717052000,명륜동,명륜동,1362697.0,0.0,0.0
47170,경상북도 안동시,2024,4717055500,4717055500,용상동,용상동,2089070.0,0.0,0.0
47170,경상북도 안동시,2024,4717058500,4717058500,서구동,서구동,2680086.0,0.0,0.0
47170,경상북도 안동시,2024,4717060000,4717060000,태화동,태화동,1042458.0,0.0,0.0
47170,경상북도 안동시,2024,4717062000,4717062000,평화동,평화동,252752.0,0.0,0.0
47170,경상북도 안동시,2024,4717063000,4717063000,안기동,안기동,280854.0,0.0,0.0
47170,경상북도 안동시,2024,4717065000,4717065000,옥동,옥동,2590077.0,0.0,0.0
47170,경상북도 안동시,2024,4717066000,4717066000,송하동,송하동,1117515.0,0.0,0.0
47170,경상북도 안동시,2024,4717069000,4717069000,강남동,강남동,1641818.0,0.0,0.0
47170,경상북도 안동시,2025,4717025000,4717025000,풍산읍,풍산읍,2459534.0,0.0,0.0
47170,경상북도 안동시,2025,4717031000,4717031000,와룡면,와룡면,528616.0,0.0,0.0
47170,경상북도 안동시,2025,4717032000,4717032000,북후면,북후면,331670.0,0.0,0.0
47170,경상북도 안동시,2025,4717033000,4717033000,서후면,서후면,884566.0,0.0,0.0
47170,경상북도 안동시,2025,4717034000,4717034000,풍천면,풍천면,2130804.0,0.0,0.0
47170,경상북도 안동시,2025,4717035000,4717035000,일직면,일직면,579635.0,0.0,0.0
47170,경상북도 안동시,2025,4717036000,4717036000,남후면,남후면,700098.0,0.0,0.0
47170,경상북도 안동시,2025,4717037000,4717037000,남선면,남선면,165431.0,0.0,0.0
47170,경상북도 안동시,2025,4717038000,4717038000,임하면,임하면,301788.0,0.0,0.0
47170,경상북도 안동시,2025,4717039000,4717039000,길안면,길안면,565204.0,0.0,0.0
47170,경상북도 안동시,2025,4717040000,4717040000,임동면,임동면,240352.0,0.0,0.0
47170,경상북도 안동시,2025,4717041000,4717041000,예안면,예안면,127978.0,0.0,0.0
47170,경상북도 안동시,2025,4717042000,4717042000,도산면,도산면,628866.0,0.0,0.0
47170,경상북도 안동시,2025,4717043000,4717043000,녹전면,녹전면,141778.0,0.0,0.0
47170,경상북도 안동시,2025,4717051000,4717051000,중구동,중구동,3340078.0,0.0,0.0
47170,경상북도 안동시,2025,4717052000,4717052000,명륜동,명륜동,1327984.0,0.0,0.0
47170,경상북도 안동시,2025,4717055500,4717055500,용상동,용상동,2211265.0,0.0,0.0
47170,경상북도 안동시,2025,4717058500,4717058500,서구동,서구동,2724054.0,0.0,0.0
47170,경상북도 안동시,2025,4717060000,4717060000,태화동,태화동,1184564.0,0.0,0.0
47170,경상북도 안동시,2025,4717062000,4717062000,평화동,평화동,210564.0,0.0,0.0
47170,경상북도 안동시,2025,4717063000,4717063000,안기동,안기동,308168.0,0.0,0.0
47170,경상북도 안동시,2025,4717065000,4717065000,옥동,옥동,2726493.0,0.0,0.0
47170,경상북도 안동시,2025,4717066000,4717066000,송하동,송하동,1168398.0,0.0,0.0
47170,경상북도 안동시,2025,4717069000,4717069000,강남동,강남동,1784132.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717025000,4717025000,풍산읍,풍산읍,1397291.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717031000,4717031000,와룡면,와룡면,334142.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717032000,4717032000,북후면,북후면,200144.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717033000,4717033000,서후면,서후면,559976.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717034000,4717034000,풍천면,풍천면,1251512.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717035000,4717035000,일직면,일직면,325395.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717036000,4717036000,남후면,남후면,408124.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717037000,4717037000,남선면,남선면,99729.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717038000,4717038000,임하면,임하면,168392.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717039000,4717039000,길안면,길안면,347473.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717040000,4717040000,임동면,임동면,145369.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717041000,4717041000,예안면,예안면,77679.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717042000,4717042000,도산면,도산면,363965.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717043000,4717043000,녹전면,녹전면,89408.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717051000,4717051000,중구동,중구동,1935626.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717052000,4717052000,명륜동,명륜동,866722.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717055500,4717055500,용상동,용상동,1370698.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717058500,4717058500,서구동,서구동,1730575.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717060000,4717060000,태화동,태화동,697886.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717062000,4717062000,평화동,평화동,165501.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717063000,4717063000,안기동,안기동,181590.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717065000,4717065000,옥동,옥동,1711528.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717066000,4717066000,송하동,송하동,739606.0,0.0,0.0
47170,경상북도 안동시,2024_1-8,4717069000,4717069000,강남동,강남동,1092357.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717025000,4717025000,풍산읍,풍산읍,1511682.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717031000,4717031000,와룡면,와룡면,335349.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717032000,4717032000,북후면,북후면,207414.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717033000,4717033000,서후면,서후면,560136.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717034000,4717034000,풍천면,풍천면,1312178.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717035000,4717035000,일직면,일직면,366216.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717036000,4717036000,남후면,남후면,497718.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717037000,4717037000,남선면,남선면,107639.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717038000,4717038000,임하면,임하면,191958.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717039000,4717039000,길안면,길안면,353605.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717040000,4717040000,임동면,임동면,154990.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717041000,4717041000,예안면,예안면,78176.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717042000,4717042000,도산면,도산면,368918.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717043000,4717043000,녹전면,녹전면,87115.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717051000,4717051000,중구동,중구동,2066956.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717052000,4717052000,명륜동,명륜동,823400.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717055500,4717055500,용상동,용상동,1425550.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717058500,4717058500,서구동,서구동,1778318.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717060000,4717060000,태화동,태화동,760070.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717062000,4717062000,평화동,평화동,150756.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717063000,4717063000,안기동,안기동,202808.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717065000,4717065000,옥동,옥동,1801076.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717066000,4717066000,송하동,송하동,753508.0,0.0,0.0
47170,경상북도 안동시,2025_1-8,4717069000,4717069000,강남동,강남동,1169875.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717025000,4717025000,풍산읍,풍산읍,1627164.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717031000,4717031000,와룡면,와룡면,330309.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717032000,4717032000,북후면,북후면,205562.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717033000,4717033000,서후면,서후면,579033.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717034000,4717034000,풍천면,풍천면,1587922.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717035000,4717035000,일직면,일직면,362502.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717036000,4717036000,남후면,남후면,381325.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717037000,4717037000,남선면,남선면,101630.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717038000,4717038000,임하면,임하면,180954.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717039000,4717039000,길안면,길안면,351200.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717040000,4717040000,임동면,임동면,143454.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717041000,4717041000,예안면,예안면,71813.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717042000,4717042000,도산면,도산면,421624.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717043000,4717043000,녹전면,녹전면,84035.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717051000,4717051000,중구동,중구동,2166678.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717052000,4717052000,명륜동,명륜동,818342.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717055500,4717055500,용상동,용상동,1428301.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717058500,4717058500,서구동,서구동,1681166.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717060000,4717060000,태화동,태화동,791854.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717062000,4717062000,평화동,평화동,110232.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717063000,4717063000,안기동,안기동,187208.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717065000,4717065000,옥동,옥동,1731922.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717066000,4717066000,송하동,송하동,815465.0,0.0,0.0
47170,경상북도 안동시,2026_1-8,4717069000,4717069000,강남동,강남동,1231286.0,0.0,0.0
47130,경상북도 경주시,2018,4713025000,4713025000,감포읍,감포읍,1915809.0,0.0,0.0
47130,경상북도 경주시,2018,4713025300,4713025300,안강읍,안강읍,2107844.0,0.0,0.0
47130,경상북도 경주시,2018,4713025600,4713025600,건천읍,건천읍,4822066.0,0.0,0.0
47130,경상북도 경주시,2018,4713025900,4713025900,외동읍,외동읍,3170398.0,0.0,0.0
47130,경상북도 경주시,2018,4713031000,4713031000,양북면,양북면,1332240.0,0.0,0.0
47130,경상북도 경주시,2018,4713032000,4713032000,양남면,양남면,3075051.0,0.0,0.0
47130,경상북도 경주시,2018,4713033000,4713033000,내남면,내남면,2368226.0,0.0,0.0
47130,경상북도 경주시,2018,4713034000,4713034000,산내면,산내면,726369.0,0.0,0.0
47130,경상북도 경주시,2018,4713035000,4713035000,서면,서면,415604.0,0.0,0.0
47130,경상북도 경주시,2018,4713036000,4713036000,현곡면,현곡면,810666.0,0.0,0.0
47130,경상북도 경주시,2018,4713037000,4713037000,강동면,강동면,1419190.0,0.0,0.0
47130,경상북도 경주시,2018,4713038000,4713038000,천북면,천북면,1796501.0,0.0,0.0
47130,경상북도 경주시,2018,4713051500,4713051500,중부동,중부동,4884330.0,0.0,0.0
47130,경상북도 경주시,2018,4713053000,4713053000,황오동,황오동,3789152.0,0.0,0.0
47130,경상북도 경주시,2018,4713055000,4713055000,성건동,성건동,2904864.0,0.0,0.0
47130,경상북도 경주시,2018,4713057000,4713057000,황남동,황남동,5393762.0,0.0,0.0
47130,경상북도 경주시,2018,4713059000,4713059000,선도동,선도동,1301692.0,0.0,0.0
47130,경상북도 경주시,2018,4713060500,4713060500,월성동,월성동,3806184.0,0.0,0.0
47130,경상북도 경주시,2018,4713061500,4713061500,용강동,용강동,941868.0,0.0,0.0
47130,경상북도 경주시,2018,4713062100,4713062100,황성동,황성동,2033514.0,0.0,0.0
47130,경상북도 경주시,2018,4713063000,4713063000,동천동,동천동,1351914.0,0.0,0.0
47130,경상북도 경주시,2018,4713065000,4713065000,불국동,불국동,3958612.0,0.0,0.0
47130,경상북도 경주시,2018,4713066000,4713066000,보덕동,보덕동,9403006.0,0.0,0.0
47130,경상북도 경주시,2019,4713025000,4713025000,감포읍,감포읍,2281230.0,0.0,0.0
