SGG_CD,SGG_NM,BASE_YM,SIDO_NM,LODG_TOU_NUM_RATE,AVG_LODG_DAYS
46150,전라남도 순천시,201805,순천시,14.2,3.24
46150,전라남도 순천시,201806,순천시,13.3,3.26
46150,전라남도 순천시,201807,순천시,14.5,3.42
46150,전라남도 순천시,201808,순천시,16.4,3.01
46150,전라남도 순천시,201809,순천시,16.6,3.53
46150,전라남도 순천시,201810,순천시,12.1,2.98
46150,전라남도 순천시,201811,순천시,13.4,3.6
46150,전라남도 순천시,201812,순천시,15.0,3.55
46150,전라남도 순천시,201901,순천시,12.7,3.37
46150,전라남도 순천시,201902,순천시,18.5,3.13
46150,전라남도 순천시,201903,순천시,13.3,3.09
46150,전라남도 순천시,201904,순천시,12.1,2.81
46150,전라남도 순천시,201905,순천시,13.5,2.95
46150,전라남도 순천시,201906,순천시,13.1,2.96
46150,전라남도 순천시,201907,순천시,14.7,3.18
46150,전라남도 순천시,201908,순천시,16.3,3.06
46150,전라남도 순천시,201909,순천시,16.7,3.08
46150,전라남도 순천시,201910,순천시,12.9,2.96
46150,전라남도 순천시,201911,순천시,14.2,2.92
46150,전라남도 순천시,201912,순천시,14.5,3.32
46150,전라남도 순천시,202001,순천시,15.0,3.26
46150,전라남도 순천시,202002,순천시,11.4,3.39
46150,전라남도 순천시,202003,순천시,11.6,4.06
46150,전라남도 순천시,202004,순천시,12.5,4.41
46150,전라남도 순천시,202005,순천시,12.9,4.87
46150,전라남도 순천시,202006,순천시,11.5,3.74
46150,전라남도 순천시,202007,순천시,12.8,4.26
46150,전라남도 순천시,202008,순천시,15.2,4.23
46150,전라남도 순천시,202009,순천시,13.4,3.45
46150,전라남도 순천시,202010,순천시,14.1,4.05
46150,전라남도 순천시,202011,순천시,11.2,4.4
46150,전라남도 순천시,202012,순천시,12.3,4.28
46150,전라남도 순천시,202101,순천시,11.2,3.87
46150,전라남도 순천시,202102,순천시,14.2,3.69
46150,전라남도 순천시,202103,순천시,10.5,4.73
46150,전라남도 순천시,202104,순천시,11.7,4.75
46150,전라남도 순천시,202105,순천시,12.4,5.14
46150,전라남도 순천시,202106,순천시,11.1,3.54
46150,전라남도 순천시,202107,순천시,12.8,3.81
46150,전라남도 순천시,202108,순천시,12.7,3.66
46150,전라남도 순천시,202109,순천시,13.4,3.67
46150,전라남도 순천시,202110,순천시,11.7,4.05
46150,전라남도 순천시,202111,순천시,11.6,4.01
46150,전라남도 순천시,202112,순천시,12.8,4.29
46150,전라남도 순천시,202201,순천시,14.7,4.02
46150,전라남도 순천시,202202,순천시,12.4,4.26
46150,전라남도 순천시,202203,순천시,10.7,3.72
46150,전라남도 순천시,202204,순천시,12.0,3.49
46150,전라남도 순천시,202205,순천시,12.4,2.99
46150,전라남도 순천시,202206,순천시,13.0,3.54
46150,전라남도 순천시,202207,순천시,13.0,3.46
46150,전라남도 순천시,202208,순천시,13.3,3.39
46150,전라남도 순천시,202209,순천시,13.8,3.03
46150,전라남도 순천시,202210,순천시,12.4,3.07
46150,전라남도 순천시,202211,순천시,11.4,3.18
46150,전라남도 순천시,202212,순천시,12.7,2.99
46150,전라남도 순천시,202301,순천시,14.6,3.31
46150,전라남도 순천시,202302,순천시,11.2,3.37
46150,전라남도 순천시,202303,순천시,11.5,3.17
46150,전라남도 순천시,202304,순천시,11.0,3.06
46150,전라남도 순천시,202305,순천시,11.9,3.01
46150,전라남도 순천시,202306,순천시,11.6,3.12
46150,전라남도 순천시,202307,순천시,12.6,3.28
46150,전라남도 순천시,202308,순천시,13.1,3.18
46150,전라남도 순천시,202309,순천시,15.4,3.37
46150,전라남도 순천시,202310,순천시,11.6,2.93
46150,전라남도 순천시,202311,순천시,11.1,3.05
46150,전라남도 순천시,202312,순천시,13.1,3.4
46150,전라남도 순천시,202401,순천시,10.5,3.64
46150,전라남도 순천시,202402,순천시,15.3,3.27
46150,전라남도 순천시,202403,순천시,10.8,3.42
46150,전라남도 순천시,202404,순천시,10.3,2.98
46150,전라남도 순천시,202405,순천시,11.4,3.05
46150,전라남도 순천시,202406,순천시,10.8,3.28
46150,전라남도 순천시,202407,순천시,10.9,3.23
46150,전라남도 순천시,202408,순천시,11.9,3.23
46150,전라남도 순천시,202409,순천시,12.8,3.39
46150,전라남도 순천시,202410,순천시,10.3,3.04
46150,전라남도 순천시,202411,순천시,11.0,3.31
46150,전라남도 순천시,202412,순천시,10.6,3.71
46150,전라남도 순천시,202501,순천시,13.3,3.44
46150,전라남도 순천시,202502,순천시,9.8,3.56
46150,전라남도 순천시,202503,순천시,10.8,3.51
46150,전라남도 순천시,202504,순천시,10.0,3.14
46150,전라남도 순천시,202505,순천시,12.1,3.22
46150,전라남도 순천시,202506,순천시,9.7,3.3
46150,전라남도 순천시,202507,순천시,10.0,3.41
46150,전라남도 순천시,202508,순천시,11.3,3.3
46150,전라남도 순천시,202509,순천시,9.3,3.46
46150,전라남도 순천시,202510,순천시,13.7,3.16
46150,전라남도 순천시,202511,순천시,9.6,3.21
46150,전라남도 순천시,202512,순천시,10.5,3.61
46150,전라남도 순천시,202601,순천시,9.7,3.66
46150,전라남도 순천시,202602,순천시,12.7,3.71
46150,전라남도 순천시,202603,순천시,9.6,3.54
46150,전라남도 순천시,202604,순천시,10.1,3.0
46150,전라남도 순천시,202605,순천시,11.3,3.13
46150,전라남도 순천시,202606,순천시,9.3,3.38
46910,전라남도 신안군,201801,신안군,18.7,2.89
46910,전라남도 신안군,201802,신안군,23.6,2.87
46910,전라남도 신안군,201803,신안군,15.4,2.8
46910,전라남도 신안군,201804,신안군,15.7,2.61
46910,전라남도 신안군,201805,신안군,20.4,2.57
46910,전라남도 신안군,201806,신안군,17.9,2.79
46910,전라남도 신안군,201807,신안군,19.8,2.68
46910,전라남도 신안군,201808,신안군,22.5,2.66
46910,전라남도 신안군,201809,신안군,21.0,2.71
46910,전라남도 신안군,201810,신안군,15.3,2.56
46910,전라남도 신안군,201811,신안군,16.4,2.58
46910,전라남도 신안군,201812,신안군,17.1,2.69
46910,전라남도 신안군,201901,신안군,14.4,2.92
46910,전라남도 신안군,201902,신안군,19.7,2.88
46910,전라남도 신안군,201903,신안군,14.3,2.79
46910,전라남도 신안군,201904,신안군,10.9,2.54
46910,전라남도 신안군,201905,신안군,13.0,2.51
46910,전라남도 신안군,201906,신안군,13.6,2.52
46910,전라남도 신안군,201907,신안군,16.3,2.66
46910,전라남도 신안군,201908,신안군,18.7,2.62
46910,전라남도 신안군,201909,신안군,17.5,2.68
46910,전라남도 신안군,201910,신안군,13.3,2.54
46910,전라남도 신안군,201911,신안군,14.1,2.53
46910,전라남도 신안군,201912,신안군,14.0,2.73
46910,전라남도 신안군,202001,신안군,18.8,2.76
46910,전라남도 신안군,202002,신안군,14.0,3.03
46910,전라남도 신안군,202003,신안군,11.5,2.95
46910,전라남도 신안군,202004,신안군,13.4,2.74
46910,전라남도 신안군,202005,신안군,15.4,2.66
46910,전라남도 신안군,202006,신안군,14.8,2.68
46910,전라남도 신안군,202007,신안군,17.3,2.68
46910,전라남도 신안군,202008,신안군,19.2,2.68
46910,전라남도 신안군,202009,신안군,17.0,2.65
46910,전라남도 신안군,202010,신안군,18.5,2.64
46910,전라남도 신안군,202011,신안군,14.4,2.65
46910,전라남도 신안군,202012,신안군,14.3,2.84
46910,전라남도 신안군,202101,신안군,12.6,2.95
46910,전라남도 신안군,202102,신안군,14.8,2.85
46910,전라남도 신안군,202103,신안군,11.5,2.96
46910,전라남도 신안군,202104,신안군,12.0,2.7
46910,전라남도 신안군,202105,신안군,14.1,2.62
46910,전라남도 신안군,202106,신안군,13.7,2.66
46910,전라남도 신안군,202107,신안군,17.2,2.68
46910,전라남도 신안군,202108,신안군,18.2,2.77
46910,전라남도 신안군,202109,신안군,17.5,2.79
46910,전라남도 신안군,202110,신안군,16.8,2.67
46910,전라남도 신안군,202111,신안군,14.7,3.83
46910,전라남도 신안군,202112,신안군,15.6,2.78
46910,전라남도 신안군,202201,신안군,16.1,2.83
46910,전라남도 신안군,202202,신안군,13.0,2.84
46910,전라남도 신안군,202203,신안군,11.6,2.99
46910,전라남도 신안군,202204,신안군,12.2,2.66
46910,전라남도 신안군,202205,신안군,14.9,2.62
46910,전라남도 신안군,202206,신안군,15.0,2.77
46910,전라남도 신안군,202207,신안군,18.0,2.82
46910,전라남도 신안군,202208,신안군,19.0,2.63
46910,전라남도 신안군,202209,신안군,17.8,2.63
46910,전라남도 신안군,202210,신안군,16.6,2.51
46910,전라남도 신안군,202211,신안군,16.1,2.65
46910,전라남도 신안군,202212,신안군,18.9,2.71
46910,전라남도 신안군,202301,신안군,18.7,2.73
46910,전라남도 신안군,202302,신안군,15.5,2.86
46910,전라남도 신안군,202303,신안군,14.0,2.8
46910,전라남도 신안군,202304,신안군,14.9,2.53
46910,전라남도 신안군,202305,신안군,17.8,2.6
46910,전라남도 신안군,202306,신안군,16.5,2.57
46910,전라남도 신안군,202307,신안군,20.4,2.63
46910,전라남도 신안군,202308,신안군,20.5,2.69
46910,전라남도 신안군,202309,신안군,20.5,2.65
46910,전라남도 신안군,202310,신안군,18.2,2.64
46910,전라남도 신안군,202311,신안군,15.7,2.74
46910,전라남도 신안군,202312,신안군,17.9,2.77
46910,전라남도 신안군,202401,신안군,14.1,2.86
46910,전라남도 신안군,202402,신안군,19.8,2.81
46910,전라남도 신안군,202403,신안군,13.9,2.85
46910,전라남도 신안군,202404,신안군,13.1,2.69
46910,전라남도 신안군,202405,신안군,15.6,2.64
46910,전라남도 신안군,202406,신안군,15.6,2.58
46910,전라남도 신안군,202407,신안군,17.4,2.73
46910,전라남도 신안군,202408,신안군,19.7,2.71
46910,전라남도 신안군,202409,신안군,17.2,2.76
46910,전라남도 신안군,202410,신안군,16.5,2.7
46910,전라남도 신안군,202411,신안군,15.2,2.65
46910,전라남도 신안군,202412,신안군,14.8,2.78
46910,전라남도 신안군,202501,신안군,17.5,2.88
46910,전라남도 신안군,202502,신안군,15.1,2.9
46910,전라남도 신안군,202503,신안군,14.3,2.83
46910,전라남도 신안군,202504,신안군,13.1,2.6
46910,전라남도 신안군,202505,신안군,17.2,2.67
46910,전라남도 신안군,202506,신안군,14.8,2.63
46910,전라남도 신안군,202507,신안군,17.6,2.94
46910,전라남도 신안군,202508,신안군,18.7,2.71
46910,전라남도 신안군,202509,신안군,14.7,2.79
46910,전라남도 신안군,202510,신안군,20.8,2.8
46910,전라남도 신안군,202511,신안군,14.9,2.74
46910,전라남도 신안군,202512,신안군,15.7,2.73
46910,전라남도 신안군,202601,신안군,14.1,2.89
46910,전라남도 신안군,202602,신안군,17.6,2.85
46910,전라남도 신안군,202603,신안군,11.8,2.86
46910,전라남도 신안군,202604,신안군,12.9,2.63
46910,전라남도 신안군,202605,신안군,16.0,2.61
46910,전라남도 신안군,202606,신안군,13.4,2.71
46130,전라남도 여수시,201801,여수시,28.9,2.71
46130,전라남도 여수시,201802,여수시,33.2,2.75
46130,전라남도 여수시,201803,여수시,25.2,2.61
46130,전라남도 여수시,201804,여수시,26.1,2.57
46130,전라남도 여수시,201805,여수시,29.1,2.48
46130,전라남도 여수시,201806,여수시,28.1,2.56
46130,전라남도 여수시,201807,여수시,29.8,2.65
46130,전라남도 여수시,201808,여수시,33.8,2.88
46130,전라남도 여수시,201809,여수시,29.7,2.65
46130,전라남도 여수시,201810,여수시,26.4,2.71
46130,전라남도 여수시,201811,여수시,28.8,2.67
46130,전라남도 여수시,201812,여수시,31.4,2.66
46130,전라남도 여수시,201901,여수시,25.3,2.64
46130,전라남도 여수시,201902,여수시,33.9,2.65
46130,전라남도 여수시,201903,여수시,24.8,2.67
46130,전라남도 여수시,201904,여수시,26.0,2.64
46130,전라남도 여수시,201905,여수시,27.5,2.56
46130,전라남도 여수시,201906,여수시,28.3,2.58
46130,전라남도 여수시,201907,여수시,29.9,2.66
46130,전라남도 여수시,201908,여수시,33.4,2.53
46130,전라남도 여수시,201909,여수시,27.3,2.74
46130,전라남도 여수시,201910,여수시,26.8,2.66
46130,전라남도 여수시,201911,여수시,27.5,2.51
46130,전라남도 여수시,201912,여수시,28.5,2.59
46130,전라남도 여수시,202001,여수시,29.7,2.59
46130,전라남도 여수시,202002,여수시,23.9,2.65
46130,전라남도 여수시,202003,여수시,18.8,2.76
46130,전라남도 여수시,202004,여수시,22.8,2.66
46130,전라남도 여수시,202005,여수시,24.5,2.53
46130,전라남도 여수시,202006,여수시,23.3,2.63
46130,전라남도 여수시,202007,여수시,26.5,2.78
46130,전라남도 여수시,202008,여수시,31.9,2.7
46130,전라남도 여수시,202009,여수시,22.7,2.61
46130,전라남도 여수시,202010,여수시,26.2,2.71
46130,전라남도 여수시,202011,여수시,23.4,2.88
46130,전라남도 여수시,202012,여수시,24.0,2.94
46130,전라남도 여수시,202101,여수시,21.1,2.71
46130,전라남도 여수시,202102,여수시,28.2,2.65
46130,전라남도 여수시,202103,여수시,21.5,2.83
46130,전라남도 여수시,202104,여수시,26.4,2.79
46130,전라남도 여수시,202105,여수시,28.0,2.56
46130,전라남도 여수시,202106,여수시,28.2,2.81
46130,전라남도 여수시,202107,여수시,32.6,2.62
46130,전라남도 여수시,202108,여수시,32.2,2.6
46130,전라남도 여수시,202109,여수시,28.8,2.71
46130,전라남도 여수시,202110,여수시,29.1,2.64
46130,전라남도 여수시,202111,여수시,28.6,2.64
46130,전라남도 여수시,202112,여수시,30.7,2.64
46130,전라남도 여수시,202201,여수시,30.9,2.65
46130,전라남도 여수시,202202,여수시,28.9,2.57
46130,전라남도 여수시,202203,여수시,22.5,2.74
46130,전라남도 여수시,202204,여수시,29.2,2.61
46130,전라남도 여수시,202205,여수시,28.7,2.63
46130,전라남도 여수시,202206,여수시,30.7,2.78
46130,전라남도 여수시,202207,여수시,30.1,2.69
46130,전라남도 여수시,202208,여수시,34.6,2.67
46130,전라남도 여수시,202209,여수시,30.6,2.72
46130,전라남도 여수시,202210,여수시,30.2,2.63
46130,전라남도 여수시,202211,여수시,29.4,2.64
46130,전라남도 여수시,202212,여수시,33.3,2.84
46130,전라남도 여수시,202301,여수시,30.9,2.72
46130,전라남도 여수시,202302,여수시,31.6,2.56
46130,전라남도 여수시,202303,여수시,26.1,2.76
46130,전라남도 여수시,202304,여수시,30.9,2.6
46130,전라남도 여수시,202305,여수시,31.0,2.6
46130,전라남도 여수시,202306,여수시,31.6,2.65
46130,전라남도 여수시,202307,여수시,33.3,2.71
46130,전라남도 여수시,202308,여수시,34.9,2.65
46130,전라남도 여수시,202309,여수시,34.4,2.68
46130,전라남도 여수시,202310,여수시,30.5,2.63
46130,전라남도 여수시,202311,여수시,28.8,2.6
46130,전라남도 여수시,202312,여수시,33.2,2.76
46130,전라남도 여수시,202401,여수시,26.2,2.61
46130,전라남도 여수시,202402,여수시,33.8,2.61
46130,전라남도 여수시,202403,여수시,23.0,2.72
46130,전라남도 여수시,202404,여수시,24.1,2.59
46130,전라남도 여수시,202405,여수시,25.0,2.59
46130,전라남도 여수시,202406,여수시,25.6,2.56
46130,전라남도 여수시,202407,여수시,26.6,2.58
46130,전라남도 여수시,202408,여수시,29.9,2.65
46130,전라남도 여수시,202409,여수시,25.6,2.74
46130,전라남도 여수시,202410,여수시,24.2,2.61
46130,전라남도 여수시,202411,여수시,25.5,2.71
46130,전라남도 여수시,202412,여수시,25.1,2.7
46130,전라남도 여수시,202501,여수시,26.9,2.7
46130,전라남도 여수시,202502,여수시,24.0,2.73
46130,전라남도 여수시,202503,여수시,22.9,2.82
46130,전라남도 여수시,202504,여수시,23.5,2.58
46130,전라남도 여수시,202505,여수시,26.4,2.61
46130,전라남도 여수시,202506,여수시,23.5,2.59
46130,전라남도 여수시,202507,여수시,26.2,2.68
46130,전라남도 여수시,202508,여수시,28.5,2.6
46130,전라남도 여수시,202509,여수시,21.5,2.64
46130,전라남도 여수시,202510,여수시,28.8,2.7
46130,전라남도 여수시,202511,여수시,23.7,2.63
46130,전라남도 여수시,202512,여수시,24.9,2.67
46130,전라남도 여수시,202601,여수시,23.5,2.61
46130,전라남도 여수시,202602,여수시,27.2,2.67
46130,전라남도 여수시,202603,여수시,20.5,2.68
46130,전라남도 여수시,202604,여수시,23.0,2.65
46130,전라남도 여수시,202605,여수시,25.2,2.62
46130,전라남도 여수시,202606,여수시,22.8,2.59
46870,전라남도 영광군,201801,영광군,16.4,3.55
46870,전라남도 영광군,201802,영광군,22.5,3.35
46870,전라남도 영광군,201803,영광군,11.7,3.82
46870,전라남도 영광군,201804,영광군,12.4,3.67
46870,전라남도 영광군,201805,영광군,13.6,4.04
46870,전라남도 영광군,201806,영광군,12.8,3.15
46870,전라남도 영광군,201807,영광군,14.0,3.48
46870,전라남도 영광군,201808,영광군,15.1,3.81
46870,전라남도 영광군,201809,영광군,14.3,4.09
46870,전라남도 영광군,201810,영광군,11.4,3.34
46870,전라남도 영광군,201811,영광군,12.9,4.05
46870,전라남도 영광군,201812,영광군,14.9,3.74
46870,전라남도 영광군,201901,영광군,10.9,3.94
46870,전라남도 영광군,201902,영광군,21.3,3.89
46870,전라남도 영광군,201903,영광군,12.2,3.49
46870,전라남도 영광군,201904,영광군,12.5,3.5
46870,전라남도 영광군,201905,영광군,13.5,4.23
46870,전라남도 영광군,201906,영광군,12.8,3.74
46870,전라남도 영광군,201907,영광군,13.9,3.75
46870,전라남도 영광군,201908,영광군,15.3,3.6
46870,전라남도 영광군,201909,영광군,13.1,3.39
46870,전라남도 영광군,201910,영광군,10.5,3.79
46870,전라남도 영광군,201911,영광군,13.1,3.82
46870,전라남도 영광군,201912,영광군,12.3,3.64
46870,전라남도 영광군,202001,영광군,17.8,2.99
46870,전라남도 영광군,202002,영광군,10.8,2.97
46870,전라남도 영광군,202003,영광군,9.7,4.43
46870,전라남도 영광군,202004,영광군,11.6,3.41
46870,전라남도 영광군,202005,영광군,12.9,2.7
46870,전라남도 영광군,202006,영광군,11.5,3.26
46870,전라남도 영광군,202007,영광군,12.5,3.0
46870,전라남도 영광군,202008,영광군,13.8,3.93
46870,전라남도 영광군,202009,영광군,11.9,3.56
46870,전라남도 영광군,202010,영광군,13.0,4.23
46870,전라남도 영광군,202011,영광군,11.7,2.99
46870,전라남도 영광군,202012,영광군,12.4,3.01
46870,전라남도 영광군,202101,영광군,10.6,3.1
46870,전라남도 영광군,202102,영광군,15.0,4.75
46870,전라남도 영광군,202103,영광군,9.4,3.33
46870,전라남도 영광군,202104,영광군,11.3,3.59
46870,전라남도 영광군,202105,영광군,11.6,2.64
46870,전라남도 영광군,202106,영광군,10.8,2.99
46870,전라남도 영광군,202107,영광군,12.6,3.06
46870,전라남도 영광군,202108,영광군,11.8,4.08
46870,전라남도 영광군,202109,영광군,12.5,3.16
46870,전라남도 영광군,202110,영광군,11.4,5.11
46870,전라남도 영광군,202111,영광군,12.7,2.68
46870,전라남도 영광군,202112,영광군,13.0,3.97
46870,전라남도 영광군,202201,영광군,16.2,5.09
46870,전라남도 영광군,202202,영광군,11.6,3.25
46870,전라남도 영광군,202203,영광군,9.7,4.75
46870,전라남도 영광군,202204,영광군,12.2,3.62
46870,전라남도 영광군,202205,영광군,12.0,3.09
46870,전라남도 영광군,202206,영광군,12.7,3.41
46870,전라남도 영광군,202207,영광군,13.4,3.02
46870,전라남도 영광군,202208,영광군,13.0,3.21
46870,전라남도 영광군,202209,영광군,11.8,2.96
46870,전라남도 영광군,202210,영광군,12.1,3.5
46870,전라남도 영광군,202211,영광군,12.5,3.14
46870,전라남도 영광군,202212,영광군,14.5,3.88
46870,전라남도 영광군,202301,영광군,17.1,3.28
46870,전라남도 영광군,202302,영광군,11.3,3.33
46870,전라남도 영광군,202303,영광군,10.9,3.31
46870,전라남도 영광군,202304,영광군,12.6,3.18
46870,전라남도 영광군,202305,영광군,12.9,2.94
46870,전라남도 영광군,202306,영광군,11.5,3.74
46870,전라남도 영광군,202307,영광군,13.4,3.68
46870,전라남도 영광군,202308,영광군,12.7,3.8
46870,전라남도 영광군,202309,영광군,14.2,3.68
46870,전라남도 영광군,202310,영광군,11.9,3.87
46870,전라남도 영광군,202311,영광군,12.4,3.68
46870,전라남도 영광군,202312,영광군,16.4,3.05
46870,전라남도 영광군,202401,영광군,10.9,3.64
46870,전라남도 영광군,202402,영광군,18.7,3.91
46870,전라남도 영광군,202403,영광군,10.5,3.9
46870,전라남도 영광군,202404,영광군,11.5,3.61
46870,전라남도 영광군,202405,영광군,11.9,3.15
46870,전라남도 영광군,202406,영광군,10.8,3.49
46870,전라남도 영광군,202407,영광군,11.8,3.95
46870,전라남도 영광군,202408,영광군,12.9,3.35
46870,전라남도 영광군,202409,영광군,12.4,3.83
46870,전라남도 영광군,202410,영광군,9.7,3.31
46870,전라남도 영광군,202411,영광군,12.4,3.66
46870,전라남도 영광군,202412,영광군,11.6,3.33
46870,전라남도 영광군,202501,영광군,15.9,3.47
46870,전라남도 영광군,202502,영광군,10.1,3.64
46870,전라남도 영광군,202503,영광군,11.2,3.9
46870,전라남도 영광군,202504,영광군,11.0,3.8
46870,전라남도 영광군,202505,영광군,12.9,3.92
46870,전라남도 영광군,202506,영광군,10.5,4.24
46870,전라남도 영광군,202507,영광군,11.4,3.75
46870,전라남도 영광군,202508,영광군,12.0,3.7
46870,전라남도 영광군,202509,영광군,8.7,3.1
46870,전라남도 영광군,202510,영광군,15.4,3.05
46870,전라남도 영광군,202511,영광군,10.5,3.4
46870,전라남도 영광군,202512,영광군,11.9,2.86
46870,전라남도 영광군,202601,영광군,10.8,3.62
46870,전라남도 영광군,202602,영광군,16.0,3.8
46870,전라남도 영광군,202603,영광군,10.0,3.32
46870,전라남도 영광군,202604,영광군,11.3,3.54
46870,전라남도 영광군,202605,영광군,12.4,3.22
46870,전라남도 영광군,202606,영광군,10.5,3.3
46830,전라남도 영암군,201801,영암군,12.3,3.95
46830,전라남도 영암군,201802,영암군,16.5,3.89
46830,전라남도 영암군,201803,영암군,8.3,3.47
46830,전라남도 영암군,201804,영암군,8.6,3.73
46830,전라남도 영암군,201805,영암군,9.7,3.92
46830,전라남도 영암군,201806,영암군,9.1,3.4
46830,전라남도 영암군,201807,영암군,9.7,3.97
46830,전라남도 영암군,201808,영암군,11.0,3.46
46830,전라남도 영암군,201809,영암군,13.1,4.03
46830,전라남도 영암군,201810,영암군,7.9,3.78
46830,전라남도 영암군,201811,영암군,9.0,3.84
46830,전라남도 영암군,201812,영암군,10.8,3.78
46830,전라남도 영암군,201901,영암군,8.8,3.52
46830,전라남도 영암군,201902,영암군,15.8,3.98
46830,전라남도 영암군,201903,영암군,8.6,3.74
46830,전라남도 영암군,201904,영암군,7.9,3.42
46830,전라남도 영암군,201905,영암군,9.6,3.36
46830,전라남도 영암군,201906,영암군,8.9,3.38
46830,전라남도 영암군,201907,영암군,9.9,3.67
46830,전라남도 영암군,201908,영암군,11.3,3.68
46830,전라남도 영암군,201909,영암군,12.9,3.58
46830,전라남도 영암군,201910,영암군,8.7,3.49
46830,전라남도 영암군,201911,영암군,9.4,3.76
46830,전라남도 영암군,201912,영암군,10.2,3.66
46830,전라남도 영암군,202001,영암군,14.3,3.3
46830,전라남도 영암군,202002,영암군,8.7,3.46
46830,전라남도 영암군,202003,영암군,8.0,3.47
46830,전라남도 영암군,202004,영암군,8.6,3.56
46830,전라남도 영암군,202005,영암군,10.0,4.28
46830,전라남도 영암군,202006,영암군,8.7,4.48
46830,전라남도 영암군,202007,영암군,9.9,3.98
46830,전라남도 영암군,202008,영암군,11.7,3.96
46830,전라남도 영암군,202009,영암군,10.1,3.54
46830,전라남도 영암군,202010,영암군,10.5,3.87
46830,전라남도 영암군,202011,영암군,8.8,3.69
46830,전라남도 영암군,202012,영암군,9.9,2.88
46830,전라남도 영암군,202101,영암군,9.1,4.01
46830,전라남도 영암군,202102,영암군,11.7,3.66
46830,전라남도 영암군,202103,영암군,7.1,3.72
46830,전라남도 영암군,202104,영암군,8.6,3.16
46830,전라남도 영암군,202105,영암군,9.5,4.68
46830,전라남도 영암군,202106,영암군,8.3,3.67
46830,전라남도 영암군,202107,영암군,10.0,4.06
46830,전라남도 영암군,202108,영암군,9.7,4.35
46830,전라남도 영암군,202109,영암군,10.7,4.15
46830,전라남도 영암군,202110,영암군,8.7,3.37
46830,전라남도 영암군,202111,영암군,8.8,3.67
46830,전라남도 영암군,202112,영암군,10.4,3.64
46830,전라남도 영암군,202201,영암군,13.0,3.23
46830,전라남도 영암군,202202,영암군,9.4,3.62
46830,전라남도 영암군,202203,영암군,7.8,3.5
46830,전라남도 영암군,202204,영암군,7.6,3.11
46830,전라남도 영암군,202205,영암군,9.4,3.1
46830,전라남도 영암군,202206,영암군,10.0,3.26
46830,전라남도 영암군,202207,영암군,10.1,3.14
46830,전라남도 영암군,202208,영암군,10.2,3.68
46830,전라남도 영암군,202209,영암군,11.3,3.19
46830,전라남도 영암군,202210,영암군,9.2,3.08
46830,전라남도 영암군,202211,영암군,8.8,3.42
46830,전라남도 영암군,202212,영암군,11.2,3.76
46830,전라남도 영암군,202301,영암군,13.8,3.44
46830,전라남도 영암군,202302,영암군,8.9,3.74
46830,전라남도 영암군,202303,영암군,8.4,4.04
46830,전라남도 영암군,202304,영암군,8.8,3.48
46830,전라남도 영암군,202305,영암군,9.8,3.49
46830,전라남도 영암군,202306,영암군,8.9,3.79
46830,전라남도 영암군,202307,영암군,10.1,4.06
46830,전라남도 영암군,202308,영암군,10.2,3.57
46830,전라남도 영암군,202309,영암군,12.6,3.79
46830,전라남도 영암군,202310,영암군,9.3,3.58
46830,전라남도 영암군,202311,영암군,8.6,3.29
46830,전라남도 영암군,202312,영암군,11.8,4.27
46830,전라남도 영암군,202401,영암군,8.6,3.94
46830,전라남도 영암군,202402,영암군,13.8,3.81
46830,전라남도 영암군,202403,영암군,7.8,3.89
46830,전라남도 영암군,202404,영암군,7.8,3.45
46830,전라남도 영암군,202405,영암군,8.7,3.58
46830,전라남도 영암군,202406,영암군,8.5,4.22
46830,전라남도 영암군,202407,영암군,8.6,3.93
46830,전라남도 영암군,202408,영암군,9.5,4.09
46830,전라남도 영암군,202409,영암군,10.3,3.96
46830,전라남도 영암군,202410,영암군,7.8,3.57
46830,전라남도 영암군,202411,영암군,8.5,3.52
46830,전라남도 영암군,202412,영암군,9.1,3.86
46830,전라남도 영암군,202501,영암군,12.1,4.3
46830,전라남도 영암군,202502,영암군,7.8,4.11
46830,전라남도 영암군,202503,영암군,8.5,3.92
46830,전라남도 영암군,202504,영암군,7.6,3.3
46830,전라남도 영암군,202505,영암군,9.8,3.59
46830,전라남도 영암군,202506,영암군,8.1,4.71
46830,전라남도 영암군,202507,영암군,8.8,4.46
46830,전라남도 영암군,202508,영암군,9.4,4.08
46830,전라남도 영암군,202509,영암군,7.1,3.74
46830,전라남도 영암군,202510,영암군,11.9,3.76
46830,전라남도 영암군,202511,영암군,7.7,3.48
46830,전라남도 영암군,202512,영암군,9.3,3.63
46830,전라남도 영암군,202601,영암군,8.4,3.97
46830,전라남도 영암군,202602,영암군,11.8,4.11
46830,전라남도 영암군,202603,영암군,7.3,3.84
46830,전라남도 영암군,202604,영암군,7.7,3.54
46830,전라남도 영암군,202605,영암군,8.9,3.87
46830,전라남도 영암군,202606,영암군,7.4,4.51
46890,전라남도 완도군,201801,완도군,20.9,3.54
46890,전라남도 완도군,201802,완도군,26.4,3.3
46890,전라남도 완도군,201803,완도군,17.1,3.41
46890,전라남도 완도군,201804,완도군,20.4,3.54
46890,전라남도 완도군,201805,완도군,21.7,3.89
46890,전라남도 완도군,201806,완도군,20.3,3.86
46890,전라남도 완도군,201807,완도군,24.1,3.37
46890,전라남도 완도군,201808,완도군,26.3,3.69
46890,전라남도 완도군,201809,완도군,25.0,3.99
46890,전라남도 완도군,201810,완도군,17.8,3.87
