SGG_CD,SGG_NM,AGEG_DIV_NM,TOU_NUM1,TOU_NUM1_RATE,TOU_NUM2,TOU_NUM2_RATE
11710,서울특별시 송파구,30대,3792702787959.0,14.9,3131202952178.0,12.3
11710,서울특별시 송파구,20대,1704603700144.0,6.7,2392584981447.0,9.4
11710,서울특별시 송파구,10대,63292246841.0,0.2,89863186833.0,0.4
11470,서울특별시 양천구,80대,32034432202.0,0.4,21559515695.0,0.3
11470,서울특별시 양천구,70대,268089255312.0,3.5,119758424806.0,1.6
11470,서울특별시 양천구,60대,688986495059.0,9.0,475630737072.0,6.2
11470,서울특별시 양천구,50대,923572643963.0,12.0,838151649492.0,10.9
11470,서울특별시 양천구,40대,1007740654590.0,13.1,855738436267.0,11.1
11470,서울특별시 양천구,30대,934894266350.0,12.2,700726078946.0,9.1
11470,서울특별시 양천구,20대,366777980989.0,4.8,405944493612.0,5.3
11470,서울특별시 양천구,10대,20118143978.0,0.3,17260752989.0,0.2
11560,서울특별시 영등포구,80대,65131907871.0,0.3,47639467479.0,0.2
11560,서울특별시 영등포구,70대,332904287730.0,1.5,230634301924.0,1.0
11560,서울특별시 영등포구,60대,1163928792245.0,5.2,912475808651.0,4.1
11560,서울특별시 영등포구,50대,2219144447534.0,10.0,1764158182833.0,7.9
11560,서울특별시 영등포구,40대,2855192046552.0,12.8,2187186553453.0,9.8
11560,서울특별시 영등포구,30대,3808875440527.0,17.1,2903617063169.0,13.0
11560,서울특별시 영등포구,20대,1572665459246.0,7.1,2145779566437.0,9.6
11560,서울특별시 영등포구,10대,38732918780.0,0.2,50285602968.0,0.2
11170,서울특별시 용산구,80대,38831671580.0,0.3,35000511434.0,0.3
11170,서울특별시 용산구,70대,141862402556.0,1.1,124063111748.0,0.9
11170,서울특별시 용산구,60대,532251749055.0,4.0,433054275319.0,3.2
11170,서울특별시 용산구,50대,1113233520567.0,8.3,941601392677.0,7.0
11170,서울특별시 용산구,40대,1541732408055.0,11.5,1180209538592.0,8.8
11170,서울특별시 용산구,30대,2284015274360.0,17.1,1778546047127.0,13.3
11170,서울특별시 용산구,20대,1230289683784.0,9.2,1909774374872.0,14.3
11170,서울특별시 용산구,10대,31501875197.0,0.2,48141401099.0,0.4
11380,서울특별시 은평구,80대,28748591556.0,0.5,25235963476.0,0.4
11380,서울특별시 은평구,70대,153808384036.0,2.6,132394095315.0,2.2
11380,서울특별시 은평구,60대,441011581460.0,7.4,426182788844.0,7.1
11380,서울특별시 은평구,50대,693589685017.0,11.6,706258504676.0,11.8
11380,서울특별시 은평구,40대,750480800510.0,12.6,653854273599.0,10.9
11380,서울특별시 은평구,30대,715054042143.0,12.0,528498812146.0,8.8
11380,서울특별시 은평구,20대,348649607309.0,5.8,346772345569.0,5.8
11380,서울특별시 은평구,10대,14863449074.0,0.2,14386023088.0,0.2
11110,서울특별시 종로구,80대,92820844006.0,0.5,43404438155.0,0.2
11110,서울특별시 종로구,70대,352248967241.0,2.0,182215773679.0,1.0
11110,서울특별시 종로구,60대,1042926077807.0,5.8,688707814790.0,3.8
11110,서울특별시 종로구,50대,1952933588626.0,10.8,1512572989517.0,8.4
11110,서울특별시 종로구,40대,2212395803915.0,12.3,1811480390504.0,10.0
11110,서울특별시 종로구,30대,2523094515154.0,14.0,2026056196234.0,11.2
11110,서울특별시 종로구,20대,1401696452449.0,7.8,2078491934322.0,11.5
11110,서울특별시 종로구,10대,47820406256.0,0.3,79170901180.0,0.4
11140,서울특별시 중구,80대,304999797765.0,0.5,221579628826.0,0.3
11140,서울특별시 중구,70대,912437858243.0,1.4,786786055710.0,1.2
11140,서울특별시 중구,60대,3207235766528.0,4.9,2846612930804.0,4.4
11140,서울특별시 중구,50대,6291721642792.0,9.7,5735628560934.0,8.8
11140,서울특별시 중구,40대,7410408768339.0,11.4,6733171371980.0,10.3
11140,서울특별시 중구,30대,8860218886217.0,13.6,8106639797829.0,12.5
11140,서울특별시 중구,20대,5784668305732.0,8.9,7326056476688.0,11.3
11140,서울특별시 중구,10대,278011708000.0,0.4,273858368380.0,0.4
11260,서울특별시 중랑구,80대,14078246050.0,0.3,10580063542.0,0.2
11260,서울특별시 중랑구,70대,95894982391.0,2.2,62913162812.0,1.5
11260,서울특별시 중랑구,60대,344237224502.0,8.1,234178383794.0,5.5
11260,서울특별시 중랑구,50대,569492730370.0,13.3,404141428072.0,9.5
11260,서울특별시 중랑구,40대,587166806920.0,13.8,370716688089.0,8.7
11260,서울특별시 중랑구,30대,626786918625.0,14.7,362032910476.0,8.5
11260,서울특별시 중랑구,20대,301649500191.0,7.1,265829746596.0,6.2
11260,서울특별시 중랑구,10대,9619905348.0,0.2,9557309226.0,0.2
26440,부산광역시 강서구,80대,6416470642.0,0.1,4676503979.0,0.1
26440,부산광역시 강서구,70대,141033411301.0,2.3,36572468999.0,0.6
26440,부산광역시 강서구,60대,777867353496.0,12.9,211486060256.0,3.5
26440,부산광역시 강서구,50대,1266077696079.0,20.9,415740812355.0,6.9
26440,부산광역시 강서구,40대,1163504066095.0,19.2,434196778648.0,7.2
26440,부산광역시 강서구,30대,749629358192.0,12.4,375429039276.0,6.2
26440,부산광역시 강서구,20대,240804601718.0,4.0,218008388965.0,3.6
26440,부산광역시 강서구,10대,3525019148.0,0.1,3043052444.0,0.1
26410,부산광역시 금정구,80대,10638220314.0,0.4,3785850958.0,0.1
26410,부산광역시 금정구,70대,67700638259.0,2.6,29475503117.0,1.1
26410,부산광역시 금정구,60대,202287266255.0,7.7,123467909116.0,4.7
26410,부산광역시 금정구,50대,373492327012.0,14.1,260325547326.0,9.9
26410,부산광역시 금정구,40대,384795475071.0,14.6,273271455917.0,10.3
26410,부산광역시 금정구,30대,325159879157.0,12.3,196545960280.0,7.4
26410,부산광역시 금정구,20대,214342563986.0,8.1,164680980702.0,6.2
26410,부산광역시 금정구,10대,6346544931.0,0.2,6386826133.0,0.2
26710,부산광역시 기장군,80대,21253269312.0,0.3,10167516981.0,0.1
26710,부산광역시 기장군,70대,169244010498.0,2.2,82679545900.0,1.1
26710,부산광역시 기장군,60대,605441802840.0,8.0,368431128547.0,4.9
26710,부산광역시 기장군,50대,1068632706647.0,14.2,753008815681.0,10.0
26710,부산광역시 기장군,40대,1247194286507.0,16.5,851434993393.0,11.3
26710,부산광역시 기장군,30대,1046364083636.0,13.9,713754170826.0,9.5
26710,부산광역시 기장군,20대,293521487482.0,3.9,305243318918.0,4.0
26710,부산광역시 기장군,10대,3876498227.0,0.1,3179910983.0,0.0
26290,부산광역시 남구,80대,7237825845.0,0.2,4500808921.0,0.1
26290,부산광역시 남구,70대,73720640684.0,2.3,30229859754.0,0.9
26290,부산광역시 남구,60대,363016208410.0,11.4,136131808949.0,4.3
26290,부산광역시 남구,50대,555725557169.0,17.4,257795980604.0,8.1
26290,부산광역시 남구,40대,499766794990.0,15.7,240687378513.0,7.6
26290,부산광역시 남구,30대,405811817132.0,12.7,199637861655.0,6.3
26290,부산광역시 남구,20대,245008041426.0,7.7,156397445797.0,4.9
26290,부산광역시 남구,10대,6470444964.0,0.2,5663349322.0,0.2
26170,부산광역시 동구,80대,12409680807.0,0.4,4925354530.0,0.2
26170,부산광역시 동구,70대,142598340171.0,5.1,41236851248.0,1.5
26170,부산광역시 동구,60대,350619766676.0,12.6,149050371610.0,5.4
26170,부산광역시 동구,50대,391537673405.0,14.1,248849578739.0,9.0
26170,부산광역시 동구,40대,362526610226.0,13.0,235413639350.0,8.5
26170,부산광역시 동구,30대,318231119116.0,11.5,220454428868.0,7.9
26170,부산광역시 동구,20대,137072757734.0,4.9,155291725648.0,5.6
26170,부산광역시 동구,10대,3702558919.0,0.1,4234958099.0,0.2
26260,부산광역시 동래구,80대,15518190699.0,0.4,9951016649.0,0.3
26260,부산광역시 동래구,70대,107322785770.0,2.8,75375217135.0,2.0
26260,부산광역시 동래구,60대,313235159123.0,8.2,248280253935.0,6.5
26260,부산광역시 동래구,50대,508792707670.0,13.3,387647648118.0,10.1
26260,부산광역시 동래구,40대,576858716526.0,15.1,388718620858.0,10.2
26260,부산광역시 동래구,30대,503546461309.0,13.2,295511687728.0,7.7
26260,부산광역시 동래구,20대,211189833340.0,5.5,175976852943.0,4.6
26260,부산광역시 동래구,10대,4712255878.0,0.1,3926425059.0,0.1
26230,부산광역시 부산진구,80대,24942404022.0,0.3,13886328168.0,0.2
26230,부산광역시 부산진구,70대,120152487740.0,1.4,114764529068.0,1.4
26230,부산광역시 부산진구,60대,385941403612.0,4.5,395831039720.0,4.7
26230,부산광역시 부산진구,50대,761879571239.0,9.0,759760771938.0,8.9
26230,부산광역시 부산진구,40대,952984062559.0,11.2,861478021229.0,10.1
26230,부산광역시 부산진구,30대,1254639422273.0,14.8,948012574230.0,11.2
26230,부산광역시 부산진구,20대,857363084744.0,10.1,999788104440.0,11.8
26230,부산광역시 부산진구,10대,20764912717.0,0.2,28745122322.0,0.3
26320,부산광역시 북구,80대,40236756396.0,0.5,22479344546.0,0.3
26320,부산광역시 북구,70대,295922004251.0,3.4,227614716800.0,2.6
26320,부산광역시 북구,60대,877140874619.0,10.2,897533055525.0,10.4
26320,부산광역시 북구,50대,1303093545102.0,15.1,1257583245739.0,14.6
26320,부산광역시 북구,40대,1185622497847.0,13.8,977262931508.0,11.3
26320,부산광역시 북구,30대,667959374839.0,7.7,468432635773.0,5.4
26320,부산광역시 북구,20대,215485740667.0,2.5,176906765602.0,2.1
26320,부산광역시 북구,10대,3285101738.0,0.0,2923846498.0,0.0
26530,부산광역시 사상구,80대,9814563007.0,0.3,4104135215.0,0.1
26530,부산광역시 사상구,70대,118518179182.0,3.2,37173647449.0,1.0
26530,부산광역시 사상구,60대,462795312025.0,12.5,178116966804.0,4.8
26530,부산광역시 사상구,50대,651670192658.0,17.6,315656203275.0,8.5
26530,부산광역시 사상구,40대,607876788433.0,16.4,273712540012.0,7.4
26530,부산광역시 사상구,30대,485229459999.0,13.1,219082513049.0,5.9
26530,부산광역시 사상구,20대,204761029697.0,5.5,134344390875.0,3.6
26530,부산광역시 사상구,10대,4054892832.0,0.1,3732604341.0,0.1
26380,부산광역시 사하구,80대,3633770140.0,0.2,2468642201.0,0.1
26380,부산광역시 사하구,70대,43777231892.0,2.0,22777902365.0,1.1
26380,부산광역시 사하구,60대,207605765041.0,9.7,99380241248.0,4.6
26380,부산광역시 사하구,50대,357175906345.0,16.6,177300453699.0,8.2
26380,부산광역시 사하구,40대,370788431023.0,17.2,175031760279.0,8.1
26380,부산광역시 사하구,30대,300745263352.0,14.0,146778015290.0,6.8
26380,부산광역시 사하구,20대,138671856948.0,6.4,97470045158.0,4.5
26380,부산광역시 사하구,10대,4022817888.0,0.2,3514623213.0,0.2
26140,부산광역시 서구,80대,3706873134.0,0.3,2135759379.0,0.2
26140,부산광역시 서구,70대,30625998045.0,2.5,17292630985.0,1.4
26140,부산광역시 서구,60대,111263624252.0,9.2,77525283993.0,6.4
26140,부산광역시 서구,50대,188243642070.0,15.6,134207895840.0,11.2
26140,부산광역시 서구,40대,182921175041.0,15.2,108883862510.0,9.1
26140,부산광역시 서구,30대,141425184773.0,11.8,78120922280.0,6.5
26140,부산광역시 서구,20대,67121465269.0,5.6,55795907420.0,4.6
26140,부산광역시 서구,10대,1965747530.0,0.2,1718064616.0,0.1
26500,부산광역시 수영구,80대,9879434543.0,0.3,5445930404.0,0.2
26500,부산광역시 수영구,70대,57976190711.0,1.7,39605187124.0,1.2
26500,부산광역시 수영구,60대,195090777415.0,5.8,149329431384.0,4.4
26500,부산광역시 수영구,50대,364081161203.0,10.8,284478366191.0,8.5
26500,부산광역시 수영구,40대,437516249243.0,13.0,272848789771.0,8.1
26500,부산광역시 수영구,30대,531968543804.0,15.8,314931871526.0,9.4
26500,부산광역시 수영구,20대,316103547092.0,9.4,359635691070.0,10.7
26500,부산광역시 수영구,10대,7828443326.0,0.2,11100384580.0,0.3
26470,부산광역시 연제구,80대,15488838111.0,0.4,6181096239.0,0.2
26470,부산광역시 연제구,70대,167195094822.0,4.5,50291657204.0,1.4
26470,부산광역시 연제구,60대,396511596780.0,10.7,195107052328.0,5.3
26470,부산광역시 연제구,50대,499573219366.0,13.5,352016624947.0,9.5
26470,부산광역시 연제구,40대,585385157843.0,15.8,384536277991.0,10.4
26470,부산광역시 연제구,30대,470711497957.0,12.7,291956215531.0,7.9
26470,부산광역시 연제구,20대,152632937662.0,4.1,132474442636.0,3.6
26470,부산광역시 연제구,10대,2416043356.0,0.1,2143715046.0,0.1
26200,부산광역시 영도구,80대,1849116132.0,0.2,1342620972.0,0.2
26200,부산광역시 영도구,70대,15718045356.0,2.1,7297221827.0,1.0
26200,부산광역시 영도구,60대,63945740513.0,8.6,30086834087.0,4.0
26200,부산광역시 영도구,50대,107302465440.0,14.4,58039038632.0,7.8
26200,부산광역시 영도구,40대,116180970704.0,15.6,65602516142.0,8.8
26200,부산광역시 영도구,30대,104778743320.0,14.1,60798373700.0,8.2
26200,부산광역시 영도구,20대,59643413672.0,8.0,47119371808.0,6.3
26200,부산광역시 영도구,10대,2076396978.0,0.3,1275551942.0,0.2
26110,부산광역시 중구,80대,13396720206.0,0.4,7998061721.0,0.2
26110,부산광역시 중구,70대,76446396374.0,2.3,59062759193.0,1.8
26110,부산광역시 중구,60대,224108813269.0,6.7,199701267565.0,6.0
26110,부산광역시 중구,50대,375749779238.0,11.3,316378182681.0,9.5
26110,부산광역시 중구,40대,422961432560.0,12.7,348578749157.0,10.5
26110,부산광역시 중구,30대,440671340066.0,13.2,334748511217.0,10.0
26110,부산광역시 중구,20대,237811416432.0,7.1,263119113887.0,7.9
26110,부산광역시 중구,10대,5952467061.0,0.2,6800631347.0,0.2
26350,부산광역시 해운대구,80대,32281350690.0,0.2,29358195619.0,0.2
26350,부산광역시 해운대구,70대,184339991800.0,1.0,258633414233.0,1.5
26350,부산광역시 해운대구,60대,717835226635.0,4.1,1044140576373.0,5.9
26350,부산광역시 해운대구,50대,1561817511773.0,8.9,2027762519052.0,11.5
26350,부산광역시 해운대구,40대,2353342683865.0,13.4,2808757303226.0,15.9
26350,부산광역시 해운대구,30대,2339685042263.0,13.3,2496409117085.0,14.2
26350,부산광역시 해운대구,20대,750366469470.0,4.3,979420698602.0,5.6
26350,부산광역시 해운대구,10대,17980363479.0,0.1,17225322730.0,0.1
27720,대구광역시 군위군,80대,2746435053.0,0.2,736839820.0,0.0
27720,대구광역시 군위군,70대,45285593410.0,2.6,11157559867.0,0.6
27720,대구광역시 군위군,60대,311145954480.0,18.0,67940222431.0,3.9
27720,대구광역시 군위군,50대,487211947753.0,28.2,125335819881.0,7.2
27720,대구광역시 군위군,40대,325708744692.0,18.8,92603927948.0,5.4
27720,대구광역시 군위군,30대,154452116867.0,8.9,49583739606.0,2.9
27720,대구광역시 군위군,20대,36911606229.0,2.1,17970438283.0,1.0
27720,대구광역시 군위군,10대,226654396.0,0.0,132947533.0,0.0
27200,대구광역시 남구,80대,6350812129.0,0.4,3670605893.0,0.2
27200,대구광역시 남구,70대,39147079850.0,2.6,24640577072.0,1.6
27200,대구광역시 남구,60대,114855798801.0,7.6,81840076502.0,5.4
27200,대구광역시 남구,50대,205657664674.0,13.6,139015722188.0,9.2
27200,대구광역시 남구,40대,221681938184.0,14.6,134287232328.0,8.9
27200,대구광역시 남구,30대,220518763824.0,14.5,119908641025.0,7.9
27200,대구광역시 남구,20대,110009777595.0,7.3,89800553298.0,5.9
27200,대구광역시 남구,10대,2375273556.0,0.2,2020196541.0,0.1
27290,대구광역시 달서구,80대,16407516169.0,0.3,7376831616.0,0.1
27290,대구광역시 달서구,70대,154674081577.0,2.6,66078211361.0,1.1
27290,대구광역시 달서구,60대,483739419665.0,8.1,292772241011.0,4.9
27290,대구광역시 달서구,50대,823586107329.0,13.8,572544337923.0,9.6
27290,대구광역시 달서구,40대,966028444905.0,16.2,572676725708.0,9.6
27290,대구광역시 달서구,30대,910748940125.0,15.3,456681928931.0,7.7
27290,대구광역시 달서구,20대,358358366283.0,6.0,255336776943.0,4.3
27290,대구광역시 달서구,10대,7290941995.0,0.1,6243182954.0,0.1
27710,대구광역시 달성군,80대,9597845144.0,0.3,3243584328.0,0.1
27710,대구광역시 달성군,70대,88666692189.0,3.1,33404604171.0,1.2
27710,대구광역시 달성군,60대,358415567928.0,12.5,143679299400.0,5.0
27710,대구광역시 달성군,50대,552138166021.0,19.3,236968980259.0,8.3
27710,대구광역시 달성군,40대,494940075511.0,17.3,201747769155.0,7.1
27710,대구광역시 달성군,30대,379191591049.0,13.3,152910919454.0,5.3
27710,대구광역시 달성군,20대,127887038098.0,4.5,73400226214.0,2.6
27710,대구광역시 달성군,10대,1859623269.0,0.1,982164672.0,0.0
27140,대구광역시 동구,80대,17656988687.0,0.1,11816505461.0,0.1
