SGG_CD,SGG_NM,SEQ,TURSM_DNS_DIV_NM,TURSM_DNS_DIV_VAL
41171,경기도 안양시 만안구,2,숙박방문자 비율,10.4
41171,경기도 안양시 만안구,3,체류시간,11.2
41171,경기도 안양시 만안구,4,목적지 검색량,
41171,경기도 안양시 만안구,5,관광소비,13.0
41630,경기도 양주시,1,방문자유입,
41630,경기도 양주시,2,숙박방문자 비율,12.3
41630,경기도 양주시,3,체류시간,11.5
41630,경기도 양주시,4,목적지 검색량,
41630,경기도 양주시,5,관광소비,14.3
41460,경기도 용인시,1,방문자유입,
41460,경기도 용인시,2,숙박방문자 비율,
41460,경기도 용인시,3,체류시간,
41460,경기도 용인시,4,목적지 검색량,
41460,경기도 용인시,5,관광소비,
41670,경기도 여주시,1,방문자유입,
41670,경기도 여주시,2,숙박방문자 비율,11.2
41670,경기도 여주시,3,체류시간,11.0
41670,경기도 여주시,4,목적지 검색량,
41670,경기도 여주시,5,관광소비,14.5
41830,경기도 양평군,1,방문자유입,
41830,경기도 양평군,2,숙박방문자 비율,10.7
41830,경기도 양평군,3,체류시간,11.0
41830,경기도 양평군,4,목적지 검색량,
41830,경기도 양평군,5,관광소비,13.4
41370,경기도 오산시,1,방문자유입,
41370,경기도 오산시,2,숙박방문자 비율,12.3
41370,경기도 오산시,3,체류시간,10.6
41370,경기도 오산시,4,목적지 검색량,
41370,경기도 오산시,5,관광소비,13.8
41800,경기도 연천군,1,방문자유입,
41800,경기도 연천군,2,숙박방문자 비율,11.7
41800,경기도 연천군,3,체류시간,12.2
41800,경기도 연천군,4,목적지 검색량,
41800,경기도 연천군,5,관광소비,13.2
41463,경기도 용인시 기흥구,1,방문자유입,
41463,경기도 용인시 기흥구,2,숙박방문자 비율,10.9
41463,경기도 용인시 기흥구,3,체류시간,10.5
41463,경기도 용인시 기흥구,4,목적지 검색량,
41463,경기도 용인시 기흥구,5,관광소비,14.2
41430,경기도 의왕시,1,방문자유입,
41430,경기도 의왕시,2,숙박방문자 비율,12.0
41430,경기도 의왕시,3,체류시간,10.7
41430,경기도 의왕시,4,목적지 검색량,
41430,경기도 의왕시,5,관광소비,15.9
41461,경기도 용인시 처인구,1,방문자유입,
41461,경기도 용인시 처인구,2,숙박방문자 비율,12.5
41461,경기도 용인시 처인구,3,체류시간,11.5
41461,경기도 용인시 처인구,4,목적지 검색량,
41461,경기도 용인시 처인구,5,관광소비,15.5
41465,경기도 용인시 수지구,1,방문자유입,
41465,경기도 용인시 수지구,2,숙박방문자 비율,11.2
41465,경기도 용인시 수지구,3,체류시간,10.9
41465,경기도 용인시 수지구,4,목적지 검색량,
41465,경기도 용인시 수지구,5,관광소비,13.8
41590,경기도 화성시,1,방문자유입,
41590,경기도 화성시,2,숙박방문자 비율,
41590,경기도 화성시,3,체류시간,
41590,경기도 화성시,4,목적지 검색량,
41590,경기도 화성시,5,관광소비,
41500,경기도 이천시,1,방문자유입,
41500,경기도 이천시,2,숙박방문자 비율,12.0
41500,경기도 이천시,3,체류시간,12.0
41500,경기도 이천시,4,목적지 검색량,
41500,경기도 이천시,5,관광소비,13.1
41150,경기도 의정부시,1,방문자유입,
41150,경기도 의정부시,2,숙박방문자 비율,12.0
41150,경기도 의정부시,3,체류시간,10.5
41150,경기도 의정부시,4,목적지 검색량,
41150,경기도 의정부시,5,관광소비,12.9
41220,경기도 평택시,1,방문자유입,
41220,경기도 평택시,2,숙박방문자 비율,12.8
41220,경기도 평택시,3,체류시간,10.1
41220,경기도 평택시,4,목적지 검색량,
41220,경기도 평택시,5,관광소비,13.5
41480,경기도 파주시,1,방문자유입,
41480,경기도 파주시,2,숙박방문자 비율,13.0
41480,경기도 파주시,3,체류시간,12.7
41480,경기도 파주시,4,목적지 검색량,
41480,경기도 파주시,5,관광소비,12.9
41597,경기도 화성시 동탄구,1,방문자유입,
41597,경기도 화성시 동탄구,2,숙박방문자 비율,
41597,경기도 화성시 동탄구,3,체류시간,
41597,경기도 화성시 동탄구,4,목적지 검색량,
41597,경기도 화성시 동탄구,5,관광소비,
41650,경기도 포천시,1,방문자유입,
41650,경기도 포천시,2,숙박방문자 비율,10.9
41650,경기도 포천시,3,체류시간,12.0
41650,경기도 포천시,4,목적지 검색량,
41650,경기도 포천시,5,관광소비,13.8
41450,경기도 하남시,1,방문자유입,
41450,경기도 하남시,2,숙박방문자 비율,12.1
41450,경기도 하남시,3,체류시간,11.1
41450,경기도 하남시,4,목적지 검색량,
41450,경기도 하남시,5,관광소비,14.3
41595,경기도 화성시 병점구,1,방문자유입,
41595,경기도 화성시 병점구,2,숙박방문자 비율,
41595,경기도 화성시 병점구,3,체류시간,
41595,경기도 화성시 병점구,4,목적지 검색량,
41595,경기도 화성시 병점구,5,관광소비,
41591,경기도 화성시 만세구,1,방문자유입,
41591,경기도 화성시 만세구,2,숙박방문자 비율,
41591,경기도 화성시 만세구,3,체류시간,
41591,경기도 화성시 만세구,4,목적지 검색량,
41591,경기도 화성시 만세구,5,관광소비,
41593,경기도 화성시 효행구,1,방문자유입,
41593,경기도 화성시 효행구,2,숙박방문자 비율,
41593,경기도 화성시 효행구,3,체류시간,
41593,경기도 화성시 효행구,4,목적지 검색량,
41593,경기도 화성시 효행구,5,관광소비,
43800,충청북도 단양군,1,방문자유입,
43800,충청북도 단양군,2,숙박방문자 비율,11.6
43800,충청북도 단양군,3,체류시간,10.3
43800,충청북도 단양군,4,목적지 검색량,
43800,충청북도 단양군,5,관광소비,12.7
43760,충청북도 괴산군,1,방문자유입,
43760,충청북도 괴산군,2,숙박방문자 비율,11.7
43760,충청북도 괴산군,3,체류시간,9.6
43760,충청북도 괴산군,4,목적지 검색량,
43760,충청북도 괴산군,5,관광소비,14.4
43110,충청북도 청주시,1,방문자유입,
43110,충청북도 청주시,2,숙박방문자 비율,
43110,충청북도 청주시,3,체류시간,
43110,충청북도 청주시,4,목적지 검색량,
43110,충청북도 청주시,5,관광소비,
43740,충청북도 영동군,1,방문자유입,
43740,충청북도 영동군,2,숙박방문자 비율,10.5
43740,충청북도 영동군,3,체류시간,9.5
43740,충청북도 영동군,4,목적지 검색량,
43740,충청북도 영동군,5,관광소비,14.0
43720,충청북도 보은군,1,방문자유입,
43720,충청북도 보은군,2,숙박방문자 비율,14.3
43720,충청북도 보은군,3,체류시간,9.9
43720,충청북도 보은군,4,목적지 검색량,
43720,충청북도 보은군,5,관광소비,13.8
43730,충청북도 옥천군,1,방문자유입,
43730,충청북도 옥천군,2,숙박방문자 비율,12.1
43730,충청북도 옥천군,3,체류시간,9.8
43730,충청북도 옥천군,4,목적지 검색량,
43730,충청북도 옥천군,5,관광소비,14.6
43770,충청북도 음성군,1,방문자유입,
43770,충청북도 음성군,2,숙박방문자 비율,12.0
43770,충청북도 음성군,3,체류시간,10.8
43770,충청북도 음성군,4,목적지 검색량,
43770,충청북도 음성군,5,관광소비,13.2
43150,충청북도 제천시,1,방문자유입,
43150,충청북도 제천시,2,숙박방문자 비율,12.5
43150,충청북도 제천시,3,체류시간,10.6
43150,충청북도 제천시,4,목적지 검색량,
43150,충청북도 제천시,5,관광소비,13.5
43745,충청북도 증평군,1,방문자유입,
43745,충청북도 증평군,2,숙박방문자 비율,13.1
43745,충청북도 증평군,3,체류시간,10.5
43745,충청북도 증평군,4,목적지 검색량,
43745,충청북도 증평군,5,관광소비,12.3
43750,충청북도 진천군,1,방문자유입,
43750,충청북도 진천군,2,숙박방문자 비율,13.3
43750,충청북도 진천군,3,체류시간,11.6
43750,충청북도 진천군,4,목적지 검색량,
43750,충청북도 진천군,5,관광소비,12.2
43111,충청북도 청주시 상당구,1,방문자유입,
43111,충청북도 청주시 상당구,2,숙박방문자 비율,12.5
43111,충청북도 청주시 상당구,3,체류시간,11.3
43111,충청북도 청주시 상당구,4,목적지 검색량,
43111,충청북도 청주시 상당구,5,관광소비,13.3
43112,충청북도 청주시 서원구,1,방문자유입,
43112,충청북도 청주시 서원구,2,숙박방문자 비율,11.5
43112,충청북도 청주시 서원구,3,체류시간,11.3
43112,충청북도 청주시 서원구,4,목적지 검색량,
43112,충청북도 청주시 서원구,5,관광소비,12.9
43113,충청북도 청주시 흥덕구,1,방문자유입,
43113,충청북도 청주시 흥덕구,2,숙박방문자 비율,12.9
43113,충청북도 청주시 흥덕구,3,체류시간,10.4
43113,충청북도 청주시 흥덕구,4,목적지 검색량,
43113,충청북도 청주시 흥덕구,5,관광소비,15.1
43130,충청북도 충주시,1,방문자유입,
43130,충청북도 충주시,2,숙박방문자 비율,12.6
43130,충청북도 충주시,3,체류시간,9.6
43130,충청북도 충주시,4,목적지 검색량,
43130,충청북도 충주시,5,관광소비,12.6
43114,충청북도 청주시 청원구,1,방문자유입,
43114,충청북도 청주시 청원구,2,숙박방문자 비율,12.8
43114,충청북도 청주시 청원구,3,체류시간,10.3
43114,충청북도 청주시 청원구,4,목적지 검색량,
43114,충청북도 청주시 청원구,5,관광소비,13.0
44150,충청남도 공주시,1,방문자유입,
44150,충청남도 공주시,2,숙박방문자 비율,11.1
44150,충청남도 공주시,3,체류시간,10.8
44150,충청남도 공주시,4,목적지 검색량,
44150,충청남도 공주시,5,관광소비,14.9
44250,충청남도 계룡시,1,방문자유입,
44250,충청남도 계룡시,2,숙박방문자 비율,13.6
44250,충청남도 계룡시,3,체류시간,11.9
44250,충청남도 계룡시,4,목적지 검색량,
44250,충청남도 계룡시,5,관광소비,12.3
44710,충청남도 금산군,1,방문자유입,
44710,충청남도 금산군,2,숙박방문자 비율,11.2
44710,충청남도 금산군,3,체류시간,11.3
44710,충청남도 금산군,4,목적지 검색량,
44710,충청남도 금산군,5,관광소비,14.2
44230,충청남도 논산시,1,방문자유입,
44230,충청남도 논산시,2,숙박방문자 비율,12.4
44230,충청남도 논산시,3,체류시간,13.1
44230,충청남도 논산시,4,목적지 검색량,
44230,충청남도 논산시,5,관광소비,13.5
44760,충청남도 부여군,1,방문자유입,
44760,충청남도 부여군,2,숙박방문자 비율,11.2
44760,충청남도 부여군,3,체류시간,10.7
44760,충청남도 부여군,4,목적지 검색량,
44760,충청남도 부여군,5,관광소비,16.1
44180,충청남도 보령시,1,방문자유입,
44180,충청남도 보령시,2,숙박방문자 비율,11.1
44180,충청남도 보령시,3,체류시간,11.3
44180,충청남도 보령시,4,목적지 검색량,
44180,충청남도 보령시,5,관광소비,12.9
44270,충청남도 당진시,1,방문자유입,
44270,충청남도 당진시,2,숙박방문자 비율,12.6
44270,충청남도 당진시,3,체류시간,12.5
44270,충청남도 당진시,4,목적지 검색량,
44270,충청남도 당진시,5,관광소비,14.5
44210,충청남도 서산시,1,방문자유입,
44210,충청남도 서산시,2,숙박방문자 비율,11.3
44210,충청남도 서산시,3,체류시간,11.1
44210,충청남도 서산시,4,목적지 검색량,
44210,충청남도 서산시,5,관광소비,12.6
44130,충청남도 천안시,1,방문자유입,
44130,충청남도 천안시,2,숙박방문자 비율,
44130,충청남도 천안시,3,체류시간,
44130,충청남도 천안시,4,목적지 검색량,
44130,충청남도 천안시,5,관광소비,
44200,충청남도 아산시,1,방문자유입,
44200,충청남도 아산시,2,숙박방문자 비율,13.7
44200,충청남도 아산시,3,체류시간,11.1
44200,충청남도 아산시,4,목적지 검색량,
44200,충청남도 아산시,5,관광소비,14.7
44770,충청남도 서천군,1,방문자유입,
44770,충청남도 서천군,2,숙박방문자 비율,11.6
44770,충청남도 서천군,3,체류시간,10.8
44770,충청남도 서천군,4,목적지 검색량,
44770,충청남도 서천군,5,관광소비,13.0
44810,충청남도 예산군,1,방문자유입,
44810,충청남도 예산군,2,숙박방문자 비율,11.5
44810,충청남도 예산군,3,체류시간,10.1
44810,충청남도 예산군,4,목적지 검색량,
44810,충청남도 예산군,5,관광소비,16.6
44133,충청남도 천안시 서북구,1,방문자유입,
44133,충청남도 천안시 서북구,2,숙박방문자 비율,12.4
44133,충청남도 천안시 서북구,3,체류시간,10.8
44133,충청남도 천안시 서북구,4,목적지 검색량,
44133,충청남도 천안시 서북구,5,관광소비,13.2
44131,충청남도 천안시 동남구,1,방문자유입,
44131,충청남도 천안시 동남구,2,숙박방문자 비율,12.8
44131,충청남도 천안시 동남구,3,체류시간,11.5
44131,충청남도 천안시 동남구,4,목적지 검색량,
44131,충청남도 천안시 동남구,5,관광소비,13.2
44790,충청남도 청양군,1,방문자유입,
44790,충청남도 청양군,2,숙박방문자 비율,11.2
44790,충청남도 청양군,3,체류시간,11.1
44790,충청남도 청양군,4,목적지 검색량,
44790,충청남도 청양군,5,관광소비,15.8
44825,충청남도 태안군,1,방문자유입,
44825,충청남도 태안군,2,숙박방문자 비율,10.7
44825,충청남도 태안군,3,체류시간,10.8
44825,충청남도 태안군,4,목적지 검색량,
44825,충청남도 태안군,5,관광소비,13.5
44800,충청남도 홍성군,1,방문자유입,
44800,충청남도 홍성군,2,숙박방문자 비율,12.4
44800,충청남도 홍성군,3,체류시간,11.8
44800,충청남도 홍성군,4,목적지 검색량,
44800,충청남도 홍성군,5,관광소비,14.7
46770,전라남도 고흥군,1,방문자유입,
46770,전라남도 고흥군,2,숙박방문자 비율,11.9
46770,전라남도 고흥군,3,체류시간,10.8
46770,전라남도 고흥군,4,목적지 검색량,
46770,전라남도 고흥군,5,관광소비,14.4
46810,전라남도 강진군,1,방문자유입,
46810,전라남도 강진군,2,숙박방문자 비율,12.4
46810,전라남도 강진군,3,체류시간,10.8
46810,전라남도 강진군,4,목적지 검색량,
46810,전라남도 강진군,5,관광소비,14.3
46730,전라남도 구례군,1,방문자유입,
46730,전라남도 구례군,2,숙박방문자 비율,11.8
46730,전라남도 구례군,3,체류시간,10.7
46730,전라남도 구례군,4,목적지 검색량,
46730,전라남도 구례군,5,관광소비,14.2
46720,전라남도 곡성군,1,방문자유입,
46720,전라남도 곡성군,2,숙박방문자 비율,10.8
46720,전라남도 곡성군,3,체류시간,10.9
46720,전라남도 곡성군,4,목적지 검색량,
46720,전라남도 곡성군,5,관광소비,14.7
46230,전라남도 광양시,1,방문자유입,
46230,전라남도 광양시,2,숙박방문자 비율,12.0
46230,전라남도 광양시,3,체류시간,10.4
46230,전라남도 광양시,4,목적지 검색량,
46230,전라남도 광양시,5,관광소비,13.7
46710,전라남도 담양군,1,방문자유입,
46710,전라남도 담양군,2,숙박방문자 비율,12.3
46710,전라남도 담양군,3,체류시간,11.1
46710,전라남도 담양군,4,목적지 검색량,
46710,전라남도 담양군,5,관광소비,14.8
46170,전라남도 나주시,1,방문자유입,
46170,전라남도 나주시,2,숙박방문자 비율,12.1
46170,전라남도 나주시,3,체류시간,11.3
46170,전라남도 나주시,4,목적지 검색량,
46170,전라남도 나주시,5,관광소비,15.9
46780,전라남도 보성군,1,방문자유입,
46780,전라남도 보성군,2,숙박방문자 비율,11.0
46780,전라남도 보성군,3,체류시간,9.8
46780,전라남도 보성군,4,목적지 검색량,
46780,전라남도 보성군,5,관광소비,13.2
46840,전라남도 무안군,1,방문자유입,
46840,전라남도 무안군,2,숙박방문자 비율,13.0
46840,전라남도 무안군,3,체류시간,10.8
46840,전라남도 무안군,4,목적지 검색량,
46840,전라남도 무안군,5,관광소비,13.0
46110,전라남도 목포시,1,방문자유입,
46110,전라남도 목포시,2,숙박방문자 비율,12.5
46110,전라남도 목포시,3,체류시간,10.0
46110,전라남도 목포시,4,목적지 검색량,
46110,전라남도 목포시,5,관광소비,14.0
46130,전라남도 여수시,1,방문자유입,
46130,전라남도 여수시,2,숙박방문자 비율,11.0
46130,전라남도 여수시,3,체류시간,10.8
46130,전라남도 여수시,4,목적지 검색량,
46130,전라남도 여수시,5,관광소비,12.8
46150,전라남도 순천시,1,방문자유입,
46150,전라남도 순천시,2,숙박방문자 비율,11.7
46150,전라남도 순천시,3,체류시간,10.4
46150,전라남도 순천시,4,목적지 검색량,
46150,전라남도 순천시,5,관광소비,12.6
46910,전라남도 신안군,1,방문자유입,
46910,전라남도 신안군,2,숙박방문자 비율,13.2
46910,전라남도 신안군,3,체류시간,11.9
46910,전라남도 신안군,4,목적지 검색량,
46910,전라남도 신안군,5,관광소비,13.2
46870,전라남도 영광군,1,방문자유입,
46870,전라남도 영광군,2,숙박방문자 비율,11.6
46870,전라남도 영광군,3,체류시간,11.0
46870,전라남도 영광군,4,목적지 검색량,
46870,전라남도 영광군,5,관광소비,12.9
46830,전라남도 영암군,1,방문자유입,
46830,전라남도 영암군,2,숙박방문자 비율,12.1
46830,전라남도 영암군,3,체류시간,10.8
46830,전라남도 영암군,4,목적지 검색량,
46830,전라남도 영암군,5,관광소비,14.0
46890,전라남도 완도군,1,방문자유입,
46890,전라남도 완도군,2,숙박방문자 비율,12.5
46890,전라남도 완도군,3,체류시간,11.1
46890,전라남도 완도군,4,목적지 검색량,
46890,전라남도 완도군,5,관광소비,12.6
46900,전라남도 진도군,1,방문자유입,
46900,전라남도 진도군,2,숙박방문자 비율,13.5
46900,전라남도 진도군,3,체류시간,11.6
46900,전라남도 진도군,4,목적지 검색량,
46900,전라남도 진도군,5,관광소비,11.0
46880,전라남도 장성군,1,방문자유입,
46880,전라남도 장성군,2,숙박방문자 비율,11.7
46880,전라남도 장성군,3,체류시간,10.3
46880,전라남도 장성군,4,목적지 검색량,
46880,전라남도 장성군,5,관광소비,17.2
46800,전라남도 장흥군,1,방문자유입,
46800,전라남도 장흥군,2,숙박방문자 비율,11.8
46800,전라남도 장흥군,3,체류시간,10.3
46800,전라남도 장흥군,4,목적지 검색량,
46800,전라남도 장흥군,5,관광소비,14.8
46820,전라남도 해남군,1,방문자유입,
46820,전라남도 해남군,2,숙박방문자 비율,12.3
46820,전라남도 해남군,3,체류시간,10.7
46820,전라남도 해남군,4,목적지 검색량,
46820,전라남도 해남군,5,관광소비,15.6
46860,전라남도 함평군,1,방문자유입,
46860,전라남도 함평군,2,숙박방문자 비율,11.2
46860,전라남도 함평군,3,체류시간,11.2
46860,전라남도 함평군,4,목적지 검색량,
46860,전라남도 함평군,5,관광소비,14.1
47290,경상북도 경산시,1,방문자유입,
47290,경상북도 경산시,2,숙박방문자 비율,11.0
47290,경상북도 경산시,3,체류시간,10.9
47290,경상북도 경산시,4,목적지 검색량,
47290,경상북도 경산시,5,관광소비,13.3
46790,전라남도 화순군,1,방문자유입,
46790,전라남도 화순군,2,숙박방문자 비율,12.3
46790,전라남도 화순군,3,체류시간,11.1
46790,전라남도 화순군,4,목적지 검색량,
46790,전라남도 화순군,5,관광소비,14.6
47130,경상북도 경주시,1,방문자유입,
47130,경상북도 경주시,2,숙박방문자 비율,13.1
47130,경상북도 경주시,3,체류시간,10.7
47130,경상북도 경주시,4,목적지 검색량,
47130,경상북도 경주시,5,관광소비,15.2
47190,경상북도 구미시,1,방문자유입,
47190,경상북도 구미시,2,숙박방문자 비율,11.6
47190,경상북도 구미시,3,체류시간,10.0
47190,경상북도 구미시,4,목적지 검색량,
47190,경상북도 구미시,5,관광소비,12.4
47830,경상북도 고령군,1,방문자유입,
47830,경상북도 고령군,2,숙박방문자 비율,11.2
47830,경상북도 고령군,3,체류시간,10.6
47830,경상북도 고령군,4,목적지 검색량,
47830,경상북도 고령군,5,관광소비,14.1
47840,경상북도 성주군,1,방문자유입,
47840,경상북도 성주군,2,숙박방문자 비율,10.7
47840,경상북도 성주군,3,체류시간,10.2
47840,경상북도 성주군,4,목적지 검색량,
47840,경상북도 성주군,5,관광소비,13.5
47280,경상북도 문경시,1,방문자유입,
47280,경상북도 문경시,2,숙박방문자 비율,11.3
47280,경상북도 문경시,3,체류시간,8.7
47280,경상북도 문경시,4,목적지 검색량,
47280,경상북도 문경시,5,관광소비,14.6
47150,경상북도 김천시,1,방문자유입,
47150,경상북도 김천시,2,숙박방문자 비율,11.7
47150,경상북도 김천시,3,체류시간,9.0
47150,경상북도 김천시,4,목적지 검색량,
47150,경상북도 김천시,5,관광소비,13.3
47920,경상북도 봉화군,1,방문자유입,
47920,경상북도 봉화군,2,숙박방문자 비율,10.7
47920,경상북도 봉화군,3,체류시간,10.2
47920,경상북도 봉화군,4,목적지 검색량,
47920,경상북도 봉화군,5,관광소비,14.0
47250,경상북도 상주시,1,방문자유입,
47250,경상북도 상주시,2,숙박방문자 비율,11.3
47250,경상북도 상주시,3,체류시간,10.0
47250,경상북도 상주시,4,목적지 검색량,
47250,경상북도 상주시,5,관광소비,12.6
47770,경상북도 영덕군,1,방문자유입,
47770,경상북도 영덕군,2,숙박방문자 비율,12.1
47770,경상북도 영덕군,3,체류시간,10.7
47770,경상북도 영덕군,4,목적지 검색량,
47770,경상북도 영덕군,5,관광소비,15.5
47760,경상북도 영양군,1,방문자유입,
47760,경상북도 영양군,2,숙박방문자 비율,11.0
47760,경상북도 영양군,3,체류시간,9.6
47760,경상북도 영양군,4,목적지 검색량,
47760,경상북도 영양군,5,관광소비,11.2
47170,경상북도 안동시,1,방문자유입,
47170,경상북도 안동시,2,숙박방문자 비율,12.5
47170,경상북도 안동시,3,체류시간,10.7
47170,경상북도 안동시,4,목적지 검색량,
47170,경상북도 안동시,5,관광소비,13.4
47230,경상북도 영천시,1,방문자유입,
47230,경상북도 영천시,2,숙박방문자 비율,11.0
47230,경상북도 영천시,3,체류시간,9.8
47230,경상북도 영천시,4,목적지 검색량,
47230,경상북도 영천시,5,관광소비,14.6
47210,경상북도 영주시,1,방문자유입,
47210,경상북도 영주시,2,숙박방문자 비율,11.8
47210,경상북도 영주시,3,체류시간,9.9
47210,경상북도 영주시,4,목적지 검색량,
47210,경상북도 영주시,5,관광소비,12.8
47900,경상북도 예천군,1,방문자유입,
47900,경상북도 예천군,2,숙박방문자 비율,11.5
47900,경상북도 예천군,3,체류시간,10.4
47900,경상북도 예천군,4,목적지 검색량,
47900,경상북도 예천군,5,관광소비,13.8
47930,경상북도 울진군,1,방문자유입,
47930,경상북도 울진군,2,숙박방문자 비율,11.3
47930,경상북도 울진군,3,체류시간,10.5
47930,경상북도 울진군,4,목적지 검색량,
47930,경상북도 울진군,5,관광소비,14.8
47940,경상북도 울릉군,1,방문자유입,
47940,경상북도 울릉군,2,숙박방문자 비율,8.2
47940,경상북도 울릉군,3,체류시간,10.7
47940,경상북도 울릉군,4,목적지 검색량,
47940,경상북도 울릉군,5,관광소비,10.6
47110,경상북도 포항시,1,방문자유입,
47110,경상북도 포항시,2,숙박방문자 비율,
47110,경상북도 포항시,3,체류시간,
47110,경상북도 포항시,4,목적지 검색량,
47110,경상북도 포항시,5,관광소비,
47820,경상북도 청도군,1,방문자유입,
47820,경상북도 청도군,2,숙박방문자 비율,11.1
47820,경상북도 청도군,3,체류시간,10.1
47820,경상북도 청도군,4,목적지 검색량,
47820,경상북도 청도군,5,관광소비,15.9
47750,경상북도 청송군,1,방문자유입,
47750,경상북도 청송군,2,숙박방문자 비율,10.8
47750,경상북도 청송군,3,체류시간,10.1
47750,경상북도 청송군,4,목적지 검색량,
47750,경상북도 청송군,5,관광소비,14.3
47730,경상북도 의성군,1,방문자유입,
47730,경상북도 의성군,2,숙박방문자 비율,10.4
47730,경상북도 의성군,3,체류시간,10.4
47730,경상북도 의성군,4,목적지 검색량,
47730,경상북도 의성군,5,관광소비,15.4
47850,경상북도 칠곡군,1,방문자유입,
47850,경상북도 칠곡군,2,숙박방문자 비율,11.4
47850,경상북도 칠곡군,3,체류시간,9.5
47850,경상북도 칠곡군,4,목적지 검색량,
47850,경상북도 칠곡군,5,관광소비,14.3
48310,경상남도 거제시,1,방문자유입,
48310,경상남도 거제시,2,숙박방문자 비율,10.9
48310,경상남도 거제시,3,체류시간,11.3
48310,경상남도 거제시,4,목적지 검색량,
48310,경상남도 거제시,5,관광소비,11.8
47111,경상북도 포항시 남구,1,방문자유입,
47111,경상북도 포항시 남구,2,숙박방문자 비율,12.1
47111,경상북도 포항시 남구,3,체류시간,10.6
47111,경상북도 포항시 남구,4,목적지 검색량,
47111,경상북도 포항시 남구,5,관광소비,14.3
47113,경상북도 포항시 북구,1,방문자유입,
47113,경상북도 포항시 북구,2,숙박방문자 비율,11.8
47113,경상북도 포항시 북구,3,체류시간,10.8
47113,경상북도 포항시 북구,4,목적지 검색량,
47113,경상북도 포항시 북구,5,관광소비,13.5
48880,경상남도 거창군,1,방문자유입,
48880,경상남도 거창군,2,숙박방문자 비율,10.7
48880,경상남도 거창군,3,체류시간,9.8
48880,경상남도 거창군,4,목적지 검색량,
48880,경상남도 거창군,5,관광소비,14.3
48820,경상남도 고성군,1,방문자유입,
48820,경상남도 고성군,2,숙박방문자 비율,13.0
48820,경상남도 고성군,3,체류시간,11.0
48820,경상남도 고성군,4,목적지 검색량,
48820,경상남도 고성군,5,관광소비,13.6
48840,경상남도 남해군,1,방문자유입,
48840,경상남도 남해군,2,숙박방문자 비율,12.8
48840,경상남도 남해군,3,체류시간,11.7
48840,경상남도 남해군,4,목적지 검색량,
48840,경상남도 남해군,5,관광소비,15.0
48250,경상남도 김해시,1,방문자유입,
48250,경상남도 김해시,2,숙박방문자 비율,12.5
48250,경상남도 김해시,3,체류시간,11.3
48250,경상남도 김해시,4,목적지 검색량,
48250,경상남도 김해시,5,관광소비,13.9
48270,경상남도 밀양시,1,방문자유입,
48270,경상남도 밀양시,2,숙박방문자 비율,11.3
48270,경상남도 밀양시,3,체류시간,10.4
48270,경상남도 밀양시,4,목적지 검색량,
48270,경상남도 밀양시,5,관광소비,15.6
48240,경상남도 사천시,1,방문자유입,
48240,경상남도 사천시,2,숙박방문자 비율,11.0
48240,경상남도 사천시,3,체류시간,11.0
48240,경상남도 사천시,4,목적지 검색량,
48240,경상남도 사천시,5,관광소비,14.2
48120,경상남도 창원시,1,방문자유입,
48120,경상남도 창원시,2,숙박방문자 비율,
48120,경상남도 창원시,3,체류시간,
48120,경상남도 창원시,4,목적지 검색량,
48120,경상남도 창원시,5,관광소비,
48860,경상남도 산청군,1,방문자유입,
48860,경상남도 산청군,2,숙박방문자 비율,10.2
48860,경상남도 산청군,3,체류시간,10.2
48860,경상남도 산청군,4,목적지 검색량,
48860,경상남도 산청군,5,관광소비,15.3
48330,경상남도 양산시,1,방문자유입,
48330,경상남도 양산시,2,숙박방문자 비율,11.6
48330,경상남도 양산시,3,체류시간,11.1
48330,경상남도 양산시,4,목적지 검색량,
48330,경상남도 양산시,5,관광소비,12.6
48720,경상남도 의령군,1,방문자유입,
48720,경상남도 의령군,2,숙박방문자 비율,11.4
48720,경상남도 의령군,3,체류시간,10.6
48720,경상남도 의령군,4,목적지 검색량,
48720,경상남도 의령군,5,관광소비,13.9
48170,경상남도 진주시,1,방문자유입,
48170,경상남도 진주시,2,숙박방문자 비율,11.6
48170,경상남도 진주시,3,체류시간,11.1
48170,경상남도 진주시,4,목적지 검색량,
48170,경상남도 진주시,5,관광소비,12.8
48740,경상남도 창녕군,1,방문자유입,
48740,경상남도 창녕군,2,숙박방문자 비율,12.3
48740,경상남도 창녕군,3,체류시간,10.8
48740,경상남도 창녕군,4,목적지 검색량,
48740,경상남도 창녕군,5,관광소비,14.1
48125,경상남도 창원시 마산합포구,1,방문자유입,
48125,경상남도 창원시 마산합포구,2,숙박방문자 비율,11.9
48125,경상남도 창원시 마산합포구,3,체류시간,11.6
48125,경상남도 창원시 마산합포구,4,목적지 검색량,
48125,경상남도 창원시 마산합포구,5,관광소비,12.5
48127,경상남도 창원시 마산회원구,1,방문자유입,
48127,경상남도 창원시 마산회원구,2,숙박방문자 비율,11.5
48127,경상남도 창원시 마산회원구,3,체류시간,10.8
48127,경상남도 창원시 마산회원구,4,목적지 검색량,
48127,경상남도 창원시 마산회원구,5,관광소비,13.4
48121,경상남도 창원시 의창구,1,방문자유입,
48121,경상남도 창원시 의창구,2,숙박방문자 비율,11.5
48121,경상남도 창원시 의창구,3,체류시간,11.9
48121,경상남도 창원시 의창구,4,목적지 검색량,
