SGG_CD,SGG_NM,SEQ,TURSM_DNS_DIV_NM,TURSM_DNS_DIV_VAL,TURSM_DNS_DIV_VAL2
48127,경상남도 창원시 마산회원구,2,숙박방문자 비율,93,167
48127,경상남도 창원시 마산회원구,3,체류시간,100,160
48127,경상남도 창원시 마산회원구,4,목적지 검색량,74,185
48127,경상남도 창원시 마산회원구,5,관광소비,111,149
48123,경상남도 창원시 성산구,1,방문자유입,167,93
48123,경상남도 창원시 성산구,2,숙박방문자 비율,140,120
48123,경상남도 창원시 성산구,3,체류시간,78,182
48123,경상남도 창원시 성산구,4,목적지 검색량,167,92
48123,경상남도 창원시 성산구,5,관광소비,177,83
48121,경상남도 창원시 의창구,1,방문자유입,177,83
48121,경상남도 창원시 의창구,2,숙박방문자 비율,132,128
48121,경상남도 창원시 의창구,3,체류시간,45,215
48121,경상남도 창원시 의창구,4,목적지 검색량,141,118
48121,경상남도 창원시 의창구,5,관광소비,129,131
48129,경상남도 창원시 진해구,1,방문자유입,110,150
48129,경상남도 창원시 진해구,2,숙박방문자 비율,106,154
48129,경상남도 창원시 진해구,3,체류시간,192,68
48129,경상남도 창원시 진해구,4,목적지 검색량,130,129
48129,경상남도 창원시 진해구,5,관광소비,133,127
48220,경상남도 통영시,1,방문자유입,102,158
48220,경상남도 통영시,2,숙박방문자 비율,174,86
48220,경상남도 통영시,3,체류시간,219,41
48220,경상남도 통영시,4,목적지 검색량,160,99
48220,경상남도 통영시,5,관광소비,91,169
48730,경상남도 함안군,1,방문자유입,75,185
48730,경상남도 함안군,2,숙박방문자 비율,32,228
48730,경상남도 함안군,3,체류시간,68,192
48730,경상남도 함안군,4,목적지 검색량,42,217
48730,경상남도 함안군,5,관광소비,94,166
48850,경상남도 하동군,1,방문자유입,49,211
48850,경상남도 하동군,2,숙박방문자 비율,54,206
48850,경상남도 하동군,3,체류시간,79,181
48850,경상남도 하동군,4,목적지 검색량,71,188
48850,경상남도 하동군,5,관광소비,45,215
48870,경상남도 함양군,1,방문자유입,32,228
48870,경상남도 함양군,2,숙박방문자 비율,41,219
48870,경상남도 함양군,3,체류시간,125,135
48870,경상남도 함양군,4,목적지 검색량,22,237
48870,경상남도 함양군,5,관광소비,31,229
48890,경상남도 합천군,1,방문자유입,40,220
48890,경상남도 합천군,2,숙박방문자 비율,50,210
48890,경상남도 합천군,3,체류시간,133,127
48890,경상남도 합천군,4,목적지 검색량,49,210
48890,경상남도 합천군,5,관광소비,23,237
50130,제주특별자치도 서귀포시,1,방문자유입,200,60
50130,제주특별자치도 서귀포시,2,숙박방문자 비율,257,3
50130,제주특별자치도 서귀포시,3,체류시간,241,19
50130,제주특별자치도 서귀포시,4,목적지 검색량,253,6
50130,제주특별자치도 서귀포시,5,관광소비,225,35
50110,제주특별자치도 제주시,1,방문자유입,230,30
50110,제주특별자치도 제주시,2,숙박방문자 비율,259,1
50110,제주특별자치도 제주시,3,체류시간,258,2
50110,제주특별자치도 제주시,4,목적지 검색량,256,3
50110,제주특별자치도 제주시,5,관광소비,248,12
51150,강원특별자치도 강릉시,1,방문자유입,172,88
51150,강원특별자치도 강릉시,2,숙박방문자 비율,254,6
51150,강원특별자치도 강릉시,3,체류시간,239,21
51150,강원특별자치도 강릉시,4,목적지 검색량,251,8
51150,강원특별자치도 강릉시,5,관광소비,192,68
51820,강원특별자치도 고성군,1,방문자유입,83,177
51820,강원특별자치도 고성군,2,숙박방문자 비율,166,94
51820,강원특별자치도 고성군,3,체류시간,172,88
51820,강원특별자치도 고성군,4,목적지 검색량,185,74
51820,강원특별자치도 고성군,5,관광소비,80,180
51170,강원특별자치도 동해시,1,방문자유입,80,180
51170,강원특별자치도 동해시,2,숙박방문자 비율,113,147
51170,강원특별자치도 동해시,3,체류시간,231,29
51170,강원특별자치도 동해시,4,목적지 검색량,115,144
51170,강원특별자치도 동해시,5,관광소비,89,171
51230,강원특별자치도 삼척시,1,방문자유입,81,179
51230,강원특별자치도 삼척시,2,숙박방문자 비율,126,134
51230,강원특별자치도 삼척시,3,체류시간,226,34
51230,강원특별자치도 삼척시,4,목적지 검색량,149,110
51230,강원특별자치도 삼척시,5,관광소비,87,173
51210,강원특별자치도 속초시,1,방문자유입,127,133
51210,강원특별자치도 속초시,2,숙박방문자 비율,244,16
51210,강원특별자치도 속초시,3,체류시간,152,108
51210,강원특별자치도 속초시,4,목적지 검색량,245,14
51210,강원특별자치도 속초시,5,관광소비,169,91
51800,강원특별자치도 양구군,1,방문자유입,10,250
51800,강원특별자치도 양구군,2,숙박방문자 비율,14,246
51800,강원특별자치도 양구군,3,체류시간,254,6
51800,강원특별자치도 양구군,4,목적지 검색량,9,250
51800,강원특별자치도 양구군,5,관광소비,10,250
51830,강원특별자치도 양양군,1,방문자유입,98,162
51830,강원특별자치도 양양군,2,숙박방문자 비율,171,89
51830,강원특별자치도 양양군,3,체류시간,85,175
51830,강원특별자치도 양양군,4,목적지 검색량,199,60
51830,강원특별자치도 양양군,5,관광소비,90,170
51750,강원특별자치도 영월군,1,방문자유입,43,217
51750,강원특별자치도 영월군,2,숙박방문자 비율,75,185
51750,강원특별자치도 영월군,3,체류시간,190,70
51750,강원특별자치도 영월군,4,목적지 검색량,84,175
51750,강원특별자치도 영월군,5,관광소비,47,213
51810,강원특별자치도 인제군,1,방문자유입,61,199
51810,강원특별자치도 인제군,2,숙박방문자 비율,64,196
51810,강원특별자치도 인제군,3,체류시간,122,138
51810,강원특별자치도 인제군,4,목적지 검색량,76,183
51810,강원특별자치도 인제군,5,관광소비,56,204
51130,강원특별자치도 원주시,1,방문자유입,166,94
51130,강원특별자치도 원주시,2,숙박방문자 비율,235,25
51130,강원특별자치도 원주시,3,체류시간,252,8
51130,강원특별자치도 원주시,4,목적지 검색량,217,42
51130,강원특별자치도 원주시,5,관광소비,193,67
51770,강원특별자치도 정선군,1,방문자유입,58,202
51770,강원특별자치도 정선군,2,숙박방문자 비율,134,126
51770,강원특별자치도 정선군,3,체류시간,236,24
51770,강원특별자치도 정선군,4,목적지 검색량,146,113
51770,강원특별자치도 정선군,5,관광소비,72,188
51780,강원특별자치도 철원군,1,방문자유입,36,224
51780,강원특별자치도 철원군,2,숙박방문자 비율,48,212
51780,강원특별자치도 철원군,3,체류시간,230,30
51780,강원특별자치도 철원군,4,목적지 검색량,82,177
51780,강원특별자치도 철원군,5,관광소비,33,227
51110,강원특별자치도 춘천시,1,방문자유입,157,103
51110,강원특별자치도 춘천시,2,숙박방문자 비율,234,26
51110,강원특별자치도 춘천시,3,체류시간,246,14
51110,강원특별자치도 춘천시,4,목적지 검색량,230,29
51110,강원특별자치도 춘천시,5,관광소비,178,82
51190,강원특별자치도 태백시,1,방문자유입,23,237
51190,강원특별자치도 태백시,2,숙박방문자 비율,36,224
51190,강원특별자치도 태백시,3,체류시간,247,13
51190,강원특별자치도 태백시,4,목적지 검색량,47,212
51190,강원특별자치도 태백시,5,관광소비,48,212
51720,강원특별자치도 홍천군,1,방문자유입,111,149
51720,강원특별자치도 홍천군,2,숙박방문자 비율,183,77
51720,강원특별자치도 홍천군,3,체류시간,151,109
51720,강원특별자치도 홍천군,4,목적지 검색량,176,83
51720,강원특별자치도 홍천군,5,관광소비,143,117
51760,강원특별자치도 평창군,1,방문자유입,103,157
51760,강원특별자치도 평창군,2,숙박방문자 비율,190,70
51760,강원특별자치도 평창군,3,체류시간,189,71
51760,강원특별자치도 평창군,4,목적지 검색량,196,63
51760,강원특별자치도 평창군,5,관광소비,115,145
51790,강원특별자치도 화천군,1,방문자유입,14,246
51790,강원특별자치도 화천군,2,숙박방문자 비율,26,234
51790,강원특별자치도 화천군,3,체류시간,229,31
51790,강원특별자치도 화천군,4,목적지 검색량,15,244
51790,강원특별자치도 화천군,5,관광소비,16,244
51730,강원특별자치도 횡성군,1,방문자유입,86,174
51730,강원특별자치도 횡성군,2,숙박방문자 비율,89,171
51730,강원특별자치도 횡성군,3,체류시간,109,151
51730,강원특별자치도 횡성군,4,목적지 검색량,111,148
51730,강원특별자치도 횡성군,5,관광소비,100,160
52130,전북특별자치도 군산시,1,방문자유입,129,131
52130,전북특별자치도 군산시,2,숙박방문자 비율,204,56
52130,전북특별자치도 군산시,3,체류시간,245,15
52130,전북특별자치도 군산시,4,목적지 검색량,198,61
52130,전북특별자치도 군산시,5,관광소비,161,99
52790,전북특별자치도 고창군,1,방문자유입,63,197
52790,전북특별자치도 고창군,2,숙박방문자 비율,68,192
52790,전북특별자치도 고창군,3,체류시간,121,139
52790,전북특별자치도 고창군,4,목적지 검색량,73,186
52790,전북특별자치도 고창군,5,관광소비,59,201
52210,전북특별자치도 김제시,1,방문자유입,82,178
52210,전북특별자치도 김제시,2,숙박방문자 비율,57,203
52210,전북특별자치도 김제시,3,체류시간,94,166
52210,전북특별자치도 김제시,4,목적지 검색량,60,199
52210,전북특별자치도 김제시,5,관광소비,82,178
52730,전북특별자치도 무주군,1,방문자유입,51,209
52730,전북특별자치도 무주군,2,숙박방문자 비율,77,183
52730,전북특별자치도 무주군,3,체류시간,58,202
52730,전북특별자치도 무주군,4,목적지 검색량,67,192
52730,전북특별자치도 무주군,5,관광소비,38,222
52190,전북특별자치도 남원시,1,방문자유입,69,191
52190,전북특별자치도 남원시,2,숙박방문자 비율,88,172
52190,전북특별자치도 남원시,3,체류시간,191,69
52190,전북특별자치도 남원시,4,목적지 검색량,77,182
52190,전북특별자치도 남원시,5,관광소비,65,195
52800,전북특별자치도 부안군,1,방문자유입,73,187
52800,전북특별자치도 부안군,2,숙박방문자 비율,119,141
52800,전북특별자치도 부안군,3,체류시간,158,102
52800,전북특별자치도 부안군,4,목적지 검색량,114,145
52800,전북특별자치도 부안군,5,관광소비,58,202
52710,전북특별자치도 완주군,1,방문자유입,115,145
52710,전북특별자치도 완주군,2,숙박방문자 비율,100,160
52710,전북특별자치도 완주군,3,체류시간,49,211
52710,전북특별자치도 완주군,4,목적지 검색량,91,168
52710,전북특별자치도 완주군,5,관광소비,113,147
52770,전북특별자치도 순창군,1,방문자유입,16,244
52770,전북특별자치도 순창군,2,숙박방문자 비율,17,243
52770,전북특별자치도 순창군,3,체류시간,66,194
52770,전북특별자치도 순창군,4,목적지 검색량,21,238
52770,전북특별자치도 순창군,5,관광소비,15,245
52750,전북특별자치도 임실군,1,방문자유입,50,210
52750,전북특별자치도 임실군,2,숙박방문자 비율,16,244
52750,전북특별자치도 임실군,3,체류시간,10,250
52750,전북특별자치도 임실군,4,목적지 검색량,30,229
52750,전북특별자치도 임실군,5,관광소비,53,207
52140,전북특별자치도 익산시,1,방문자유입,126,134
52140,전북특별자치도 익산시,2,숙박방문자 비율,164,96
52140,전북특별자치도 익산시,3,체류시간,242,18
52140,전북특별자치도 익산시,4,목적지 검색량,140,119
52140,전북특별자치도 익산시,5,관광소비,124,136
52113,전북특별자치도 전주시 덕진구,1,방문자유입,180,80
52113,전북특별자치도 전주시 덕진구,2,숙박방문자 비율,193,67
52113,전북특별자치도 전주시 덕진구,3,체류시간,185,75
52113,전북특별자치도 전주시 덕진구,4,목적지 검색량,177,82
52113,전북특별자치도 전주시 덕진구,5,관광소비,160,100
52740,전북특별자치도 장수군,1,방문자유입,9,251
52740,전북특별자치도 장수군,2,숙박방문자 비율,12,248
52740,전북특별자치도 장수군,3,체류시간,199,61
52740,전북특별자치도 장수군,4,목적지 검색량,5,254
52740,전북특별자치도 장수군,5,관광소비,12,248
52111,전북특별자치도 전주시 완산구,1,방문자유입,193,67
52111,전북특별자치도 전주시 완산구,2,숙박방문자 비율,231,29
52111,전북특별자치도 전주시 완산구,3,체류시간,182,78
52111,전북특별자치도 전주시 완산구,4,목적지 검색량,187,72
52111,전북특별자치도 전주시 완산구,5,관광소비,181,79
52720,전북특별자치도 진안군,1,방문자유입,17,243
52720,전북특별자치도 진안군,2,숙박방문자 비율,24,236
52720,전북특별자치도 진안군,3,체류시간,72,188
52720,전북특별자치도 진안군,4,목적지 검색량,20,239
52720,전북특별자치도 진안군,5,관광소비,19,241
52180,전북특별자치도 정읍시,1,방문자유입,79,181
52180,전북특별자치도 정읍시,2,숙박방문자 비율,79,181
52180,전북특별자치도 정읍시,3,체류시간,194,66
52180,전북특별자치도 정읍시,4,목적지 검색량,66,193
52180,전북특별자치도 정읍시,5,관광소비,71,189
