SGG_CD,SGG_NM,PERIOD,수도권,부울경,대구경북,합계
51770,강원특별자치도 정선군,2019,37.81,2.97,8.13,136187
51770,강원특별자치도 정선군,2022,33.2,2.51,6.71,137902
51770,강원특별자치도 정선군,2023,33.88,2.61,7.01,184776
51770,강원특별자치도 정선군,2025,34.13,2.97,7.86,129032
51780,강원특별자치도 철원군,2019,89.97,0.65,0.74,7565
51780,강원특별자치도 철원군,2022,90.75,0.31,0.38,15323
51780,강원특별자치도 철원군,2023,91.01,0.42,0.7,14650
51780,강원특별자치도 철원군,2025,89.5,0.67,1.05,9787
51110,강원특별자치도 춘천시,2019,72.77,0.98,1.25,48101
51110,강원특별자치도 춘천시,2022,71.54,1.02,1.43,79555
51110,강원특별자치도 춘천시,2023,72.59,0.76,1.19,95152
51110,강원특별자치도 춘천시,2025,74.1,0.85,1.4,66313
51190,강원특별자치도 태백시,2019,22.95,3.07,14.14,11234
51190,강원특별자치도 태백시,2022,21.99,3.06,15.48,15314
51190,강원특별자치도 태백시,2023,22.05,3.11,15.44,18856
51190,강원특별자치도 태백시,2025,22.09,3.12,15.99,18354
51760,강원특별자치도 평창군,2019,48.21,1.05,2.09,220256
51760,강원특별자치도 평창군,2022,44.13,0.82,1.74,238776
51760,강원특별자치도 평창군,2023,44.45,0.88,1.93,280791
51760,강원특별자치도 평창군,2025,44.75,1.05,1.86,170784
51720,강원특별자치도 홍천군,2019,79.04,0.53,1.11,281060
51720,강원특별자치도 홍천군,2022,76.47,0.45,0.98,319468
51720,강원특별자치도 홍천군,2023,75.93,0.43,0.93,306661
51720,강원특별자치도 홍천군,2025,76.12,0.53,1.16,187531
51790,강원특별자치도 화천군,2019,52.4,0.6,0.79,5970
51790,강원특별자치도 화천군,2022,59.68,0.21,0.36,9909
51790,강원특별자치도 화천군,2023,55.23,0.4,0.53,10313
51790,강원특별자치도 화천군,2025,50.77,0.8,0.65,6616
51730,강원특별자치도 횡성군,2019,57.68,1.09,1.73,70732
51730,강원특별자치도 횡성군,2022,57.17,0.83,1.63,105274
51730,강원특별자치도 횡성군,2023,57.62,0.84,1.48,117735
51730,강원특별자치도 횡성군,2025,56.3,0.99,1.79,66940
52790,전북특별자치도 고창군,2019,10.33,2.72,1.92,4898
52790,전북특별자치도 고창군,2022,8.31,2.63,1.49,10125
52790,전북특별자치도 고창군,2023,8.99,2.43,1.36,10292
52790,전북특별자치도 고창군,2025,10.32,3.45,1.33,9148
52130,전북특별자치도 군산시,2019,21.09,3.66,1.86,31635
52130,전북특별자치도 군산시,2022,19.23,3.57,1.75,49755
52130,전북특별자치도 군산시,2023,20.09,3.56,1.85,57573
52130,전북특별자치도 군산시,2025,20.74,4.23,1.95,47117
52210,전북특별자치도 김제시,2019,7.6,2.2,1.3,4632
52210,전북특별자치도 김제시,2022,7.39,2.12,1.1,7830
52210,전북특별자치도 김제시,2023,6.91,1.76,1.29,8087
52210,전북특별자치도 김제시,2025,9.35,3.12,1.83,7201
52190,전북특별자치도 남원시,2019,10.36,15.97,3.65,32153
52190,전북특별자치도 남원시,2022,9.11,16.75,4.13,36385
52190,전북특별자치도 남원시,2023,9.19,16.97,4.44,35361
52190,전북특별자치도 남원시,2025,8.9,16.21,4.31,26110
52730,전북특별자치도 무주군,2019,14.37,15.96,9.6,35018
52730,전북특별자치도 무주군,2022,10.9,17.27,10.91,41119
52730,전북특별자치도 무주군,2023,11.78,17.53,10.72,56414
52730,전북특별자치도 무주군,2025,10.99,20.56,11.54,40255
52800,전북특별자치도 부안군,2019,16.23,2.0,1.49,83666
52800,전북특별자치도 부안군,2022,14.18,1.72,1.37,81991
52800,전북특별자치도 부안군,2023,13.22,1.6,1.31,84586
52800,전북특별자치도 부안군,2025,13.79,1.86,1.34,53615
52770,전북특별자치도 순창군,2019,7.9,2.55,1.67,3720
52770,전북특별자치도 순창군,2022,6.4,2.89,1.55,5565
52770,전북특별자치도 순창군,2023,6.74,3.23,1.61,5353
52770,전북특별자치도 순창군,2025,7.82,3.86,1.91,3813
52710,전북특별자치도 완주군,2019,5.93,1.72,0.89,38338
52710,전북특별자치도 완주군,2022,6.3,1.73,0.91,57941
52710,전북특별자치도 완주군,2023,5.74,1.74,0.97,60755
52710,전북특별자치도 완주군,2025,6.56,2.12,0.99,43653
52140,전북특별자치도 익산시,2019,10.28,2.82,1.69,15759
52140,전북특별자치도 익산시,2022,12.44,3.08,1.65,26247
52140,전북특별자치도 익산시,2023,13.48,3.27,1.97,31067
52140,전북특별자치도 익산시,2025,14.08,3.59,1.81,24959
52750,전북특별자치도 임실군,2019,5.55,2.8,1.44,2287
52750,전북특별자치도 임실군,2022,6.42,2.47,1.57,3881
52750,전북특별자치도 임실군,2023,5.89,1.94,1.2,4683
52750,전북특별자치도 임실군,2025,7.57,2.91,1.13,4265
52740,전북특별자치도 장수군,2019,9.22,10.04,1.77,2202
52740,전북특별자치도 장수군,2022,8.03,8.61,2.55,2427
52740,전북특별자치도 장수군,2023,9.11,7.7,3.31,4050
52740,전북특별자치도 장수군,2025,7.35,11.51,4.82,2450
52113,전북특별자치도 전주시 덕진구,2019,6.06,2.18,1.02,54432
52113,전북특별자치도 전주시 덕진구,2022,6.87,1.99,0.96,103088
52113,전북특별자치도 전주시 덕진구,2023,7.47,2.04,1.09,118990
52113,전북특별자치도 전주시 덕진구,2025,7.98,2.29,1.09,85717
52111,전북특별자치도 전주시 완산구,2019,11.89,3.34,1.6,62751
52111,전북특별자치도 전주시 완산구,2022,11.19,3.19,1.53,109997
52111,전북특별자치도 전주시 완산구,2023,10.61,3.14,1.42,107496
52111,전북특별자치도 전주시 완산구,2025,10.81,3.34,1.64,81885
52180,전북특별자치도 정읍시,2019,9.39,3.23,1.5,6006
52180,전북특별자치도 정읍시,2022,9.01,2.32,1.42,14130
52180,전북특별자치도 정읍시,2023,8.78,2.41,1.58,14218
52180,전북특별자치도 정읍시,2025,9.78,3.13,1.86,10612
52720,전북특별자치도 진안군,2019,8.88,4.06,1.82,3299
52720,전북특별자치도 진안군,2022,5.6,2.22,1.33,7604
52720,전북특별자치도 진안군,2023,5.86,3.02,1.42,7913
52720,전북특별자치도 진안군,2025,7.42,3.56,1.95,4298
