BASE_DATE,SIDO_NM,KTO_TOB_MCLS_NM,KTO_TOB_MCLS_CD,CNSM_AMT,SPPY_CNSM_AMT
201812,전국,캠핑장/펜션,13,8532897.0,0.0
201812,전국,렌터카,34,14814608.0,0.0
201812,전국,기타레저,55,165546613.0,0.0
201812,전국,호텔,11,149048235.0,0.0
201812,전국,레저용품쇼핑,43,346767958.0,0.0
201812,전국,기타숙박,14,121916089.0,0.0
201812,전국,문화서비스,56,156201358.0,0.0
201812,전국,뷰티,62,279847169.0,0.0
201812,전국,관광유원시설,52,27304612.0,0.0
201812,전국,골프장,53,98144056.0,0.0
201812,전국,일반외식업,71,3242519604.0,0.0
201812,전국,여행업,21,142612464.0,0.0
201812,전국,대형쇼핑몰,42,2739006634.0,0.0
201812,전국,항공운송,33,536044888.0,0.0
201812,전국,제과음료업,72,476440064.0,0.0
201812,전국,수상운송,32,9153391.0,0.0
201812,전국,콘도,12,43499081.0,0.0
201812,전국,스키장,54,7327725.0,0.0
201901,전국,레저용품쇼핑,43,235306665.0,222983054.0
201901,전국,항공운송,33,571235754.0,594844203.0
201901,전국,콘도,12,48680749.0,66257353.0
201901,전국,대형쇼핑몰,42,2243024495.0,2141925954.0
201901,전국,호텔,11,118073371.0,106662958.0
201901,전국,뷰티,62,265681322.0,241230483.0
201901,전국,육상운송,31,2622290266.0,2618806336.0
201901,전국,문화서비스,56,134235839.0,152098763.0
201901,전국,일반외식업,71,2973914004.0,2482296576.0
201901,전국,기타레저,55,159165208.0,121853412.0
201901,전국,기타숙박,14,109572507.0,98068542.0
201901,전국,기타관광쇼핑,44,1953455438.0,1681962876.0
201901,전국,렌터카,34,14257411.0,12602710.0
201901,전국,캠핑장/펜션,13,7548805.0,8380476.0
201901,전국,골프장,53,68415450.0,50610382.0
201901,전국,관광유원시설,52,25762715.0,22259539.0
201901,전국,여행업,21,202364376.0,198808402.0
201901,전국,제과음료업,72,443524771.0,359837518.0
201901,전국,수상운송,32,9714702.0,7783207.0
201901,전국,면세점,41,172173654.0,187570076.0
201901,전국,스키장,54,10738320.0,10931622.0
201902,전국,레저용품쇼핑,43,223363364.0,215699877.0
201902,전국,호텔,11,102884058.0,88897235.0
201902,전국,뷰티,62,245838615.0,243697404.0
201902,전국,대형쇼핑몰,42,2158249423.0,2293326490.0
201902,전국,여행업,21,123829767.0,153425802.0
201902,전국,일반외식업,71,2676975155.0,2282562682.0
201902,전국,문화서비스,56,151666547.0,116347482.0
201902,전국,기타숙박,14,99824154.0,89869931.0
201902,전국,기타레저,55,151002210.0,116175454.0
201902,전국,기타관광쇼핑,44,1769026843.0,1763721819.0
201902,전국,렌터카,34,15167612.0,12639442.0
201902,전국,캠핑장/펜션,13,6881978.0,7466225.0
201902,전국,육상운송,31,2292672203.0,2437259837.0
201902,전국,제과음료업,72,420636424.0,349724438.0
201902,전국,면세점,41,162047766.0,170885812.0
201902,전국,수상운송,32,9465878.0,8181733.0
201902,전국,골프장,53,95082772.0,71389940.0
201902,전국,관광유원시설,52,28665250.0,23732286.0
201902,전국,콘도,12,38666153.0,45852867.0
201902,전국,항공운송,33,463315413.0,438042077.0
201902,전국,스키장,54,7469644.0,7460862.0
201903,전국,골프장,53,213548503.0,186689981.0
201903,전국,대형쇼핑몰,42,2605584253.0,2411221545.0
201903,전국,여행업,21,122759871.0,133201710.0
201903,전국,호텔,11,102763007.0,93507876.0
201903,전국,뷰티,62,294878501.0,272735347.0
201903,전국,제과음료업,72,497891184.0,418448415.0
201903,전국,문화서비스,56,116463493.0,102650639.0
201903,전국,기타숙박,14,116214625.0,104249061.0
201903,전국,기타레저,55,160324989.0,132080889.0
201903,전국,렌터카,34,15607264.0,13734606.0
201903,전국,캠핑장/펜션,13,8684646.0,8783802.0
201903,전국,기타관광쇼핑,44,1993123504.0,1845436798.0
201903,전국,레저용품쇼핑,43,294605786.0,299658276.0
201903,전국,관광유원시설,52,28280569.0,30473640.0
201903,전국,면세점,41,160435761.0,153830658.0
201903,전국,육상운송,31,2654915253.0,2663638139.0
201903,전국,일반외식업,71,3187436202.0,2749848450.0
201903,전국,콘도,12,21815465.0,21830168.0
201903,전국,수상운송,32,12311986.0,11102183.0
201903,전국,항공운송,33,464793544.0,473444204.0
201903,전국,스키장,54,599803.0,1123814.0
201904,전국,문화서비스,56,112410080.0,122323990.0
201904,전국,대형쇼핑몰,42,2334188081.0,2285000920.0
201904,전국,여행업,21,281808319.0,143246578.0
201904,전국,제과음료업,72,461248434.0,425516862.0
201904,전국,육상운송,31,2538598357.0,2631117540.0
201904,전국,일반외식업,71,2898329564.0,2761574149.0
201904,전국,기타레저,55,140010075.0,129674968.0
201904,전국,기타숙박,14,174543298.0,105419680.0
201904,전국,기타관광쇼핑,44,1817025764.0,1829800996.0
201904,전국,렌터카,34,21222458.0,14126780.0
201904,전국,캠핑장/펜션,13,7857210.0,9045849.0
201904,전국,골프장,53,239680084.0,233368061.0
201904,전국,레저용품쇼핑,43,336930291.0,303615213.0
201904,전국,호텔,11,96994594.0,94562539.0
201904,전국,관광유원시설,52,39073658.0,34703478.0
201904,전국,수상운송,32,11187761.0,14735798.0
