조회_시도,조회기간,BASE_DATE,SIDO_NM,KTO_TOB_MCLS_NM,CNSM_AMT
43,2024_1-8,202402,충청북도,관광총소비,412953527.0
43,2024_1-8,202401,충청북도,관광총소비,395012748.0
43,2024_1-8,202405,충청북도,관광총소비,518937457.0
43,2024_1-8,202404,충청북도,관광총소비,481048909.0
43,2024_1-8,202408,충청북도,관광총소비,499696134.0
43,2024_1-8,202407,충청북도,관광총소비,459403180.0
43,2024_1-8,202406,충청북도,관광총소비,487418260.0
43,2026_1-8,202603,충청북도,관광총소비,486824065.0
43,2026_1-8,202602,충청북도,관광총소비,437721357.0
43,2026_1-8,202601,충청북도,관광총소비,441399222.0
43,2026_1-8,202605,충청북도,관광총소비,564752345.0
43,2026_1-8,202604,충청북도,관광총소비,496923758.0
43,2026_1-8,202608,충청북도,관광총소비,516659684.0
43,2026_1-8,202607,충청북도,관광총소비,499349427.0
43,2026_1-8,202606,충청북도,관광총소비,504877448.0
43,2025,202503,충청북도,관광총소비,462462028.0
43,2025,202502,충청북도,관광총소비,371245154.0
43,2025,202501,충청북도,관광총소비,415614545.0
43,2025,202505,충청북도,관광총소비,512788609.0
43,2025,202504,충청북도,관광총소비,454134336.0
43,2025,202508,충청북도,관광총소비,506272273.0
43,2025,202507,충청북도,관광총소비,491293458.0
43,2025,202506,충청북도,관광총소비,462435164.0
43,2025,202511,충청북도,관광총소비,519731724.0
43,2025,202510,충청북도,관광총소비,542368645.0
43,2025,202509,충청북도,관광총소비,464862315.0
43,2025,202512,충청북도,관광총소비,479965801.0
00,2024_1-8,202401,전국,관광총소비,12429333312.0
00,2024_1-8,202402,전국,관광총소비,12345688803.0
00,2024_1-8,202403,전국,관광총소비,13931845023.0
00,2024_1-8,202404,전국,관광총소비,13436936164.0
00,2024_1-8,202405,전국,관광총소비,14499826940.0
00,2024_1-8,202406,전국,관광총소비,13789688547.0
00,2024_1-8,202407,전국,관광총소비,13345464817.0
00,2024_1-8,202408,전국,관광총소비,14183413817.0
00,2026_1-8,202601,전국,관광총소비,13586923779.0
00,2026_1-8,202602,전국,관광총소비,12993736283.0
00,2026_1-8,202603,전국,관광총소비,14123510024.0
00,2026_1-8,202604,전국,관광총소비,13963253397.0
00,2026_1-8,202605,전국,관광총소비,15550537474.0
00,2026_1-8,202606,전국,관광총소비,13789648748.0
00,2026_1-8,202607,전국,관광총소비,14201285809.0
00,2026_1-8,202608,전국,관광총소비,14711593674.0
00,2025,202501,전국,관광총소비,12871105522.0
00,2025,202502,전국,관광총소비,11298041095.0
00,2025,202503,전국,관광총소비,13264221127.0
00,2025,202504,전국,관광총소비,12623726359.0
00,2025,202505,전국,관광총소비,14325976717.0
00,2025,202506,전국,관광총소비,12789164909.0
00,2025,202507,전국,관광총소비,13472292036.0
00,2025,202508,전국,관광총소비,13923159676.0
00,2025,202509,전국,관광총소비,12833507808.0
00,2025,202510,전국,관광총소비,14622080048.0
00,2025,202511,전국,관광총소비,14197550827.0
00,2025,202512,전국,관광총소비,14479222067.0
