조회_시도,조회기간,RNK,SIDO_CD,SIDO_NM,SGG_CD,SGG_NM,ITS_BRO_ID,ITS_BRO_NM,ADDR_ROAD_NM,KTO_CATE_MCLS_NM,KTO_CATE_SCLS_NM,NIGHT_SRCH_CNT,SRCH_CNT
43,2026_1-8,1,43,충청북도,43113,청주시 흥덕구,2844968,현대백화점 충청점,충북 청주시 흥덕구 직지대로 308-0,쇼핑,백화점,15978,108118
43,2026_1-8,2,43,충청북도,43114,청주시 청원구,1098137,오창호수공원,충북 청주시 청원구 오창공원로 91-0,문화관광,도시공원,13148,38711
43,2026_1-8,3,43,충청북도,43800,단양군,17477,소노벨 단양,충북 단양군 소노길 10-0,숙박,콘도미니엄,12691,54410
43,2026_1-8,4,43,충청북도,43113,청주시 흥덕구,11823931,커넥트현대 청주,충북 청주시 흥덕구 2순환로 1225-0,쇼핑,백화점,12398,73860
43,2026_1-8,5,43,충청북도,43770,음성군,11150094,힐데스하임CC,충북 음성군 후삼로158번길 101-0,레저스포츠,육상레저스포츠,11047,45020
43,2025,1,43,충청북도,43114,청주시 청원구,1098137,오창호수공원,충북 청주시 청원구 오창공원로 91-0,문화관광,도시공원,25125,71923
43,2025,2,43,충청북도,43113,청주시 흥덕구,2844968,현대백화점 충청점,충북 청주시 흥덕구 직지대로 308-0,쇼핑,백화점,24527,153185
43,2025,3,43,충청북도,43800,단양군,17477,소노벨 단양,충북 단양군 삼봉로 187-17,숙박,콘도미니엄,21620,99037
43,2025,4,43,충청북도,43113,청주시 흥덕구,2929791,롯데아울렛 청주점,충북 청주시 흥덕구 2순환로 1004-0,쇼핑,쇼핑몰,15492,109552
43,2025,5,43,충청북도,43113,청주시 흥덕구,11823931,커넥트현대 청주,충북 청주시 흥덕구 2순환로 1225-0,쇼핑,백화점,14726,101136
