조회_SGG_CD,조회_지역,조회기간,BASE_DATE,SGG_NM,CARD_AMT,TOTL_CARD_AMT,CARD_PER
43130,충청북도 충주시,201801-202608,202002,충청북도 충주시,997.0,424773.0,0.2
43130,충청북도 충주시,201801-202608,202003,충청북도 충주시,1141.0,393889.0,0.3
43130,충청북도 충주시,201801-202608,202004,충청북도 충주시,1535.0,491457.0,0.3
43130,충청북도 충주시,201801-202608,202005,충청북도 충주시,2373.0,644919.0,0.4
43130,충청북도 충주시,201801-202608,202006,충청북도 충주시,1740.0,565572.0,0.3
43130,충청북도 충주시,201801-202608,202007,충청북도 충주시,1562.0,516120.0,0.3
43130,충청북도 충주시,201801-202608,202008,충청북도 충주시,1400.0,481257.0,0.3
43130,충청북도 충주시,201801-202608,202009,충청북도 충주시,1631.0,523918.0,0.3
43130,충청북도 충주시,201801-202608,202010,충청북도 충주시,2070.0,636221.0,0.3
43130,충청북도 충주시,201801-202608,202011,충청북도 충주시,1791.0,616266.0,0.3
43130,충청북도 충주시,201801-202608,202012,충청북도 충주시,1172.0,524868.0,0.2
43130,충청북도 충주시,201801-202608,202101,충청북도 충주시,992.0,467757.0,0.2
43130,충청북도 충주시,201801-202608,202102,충청북도 충주시,1150.0,497267.0,0.2
43130,충청북도 충주시,201801-202608,202103,충청북도 충주시,1529.0,591175.0,0.3
43130,충청북도 충주시,201801-202608,202104,충청북도 충주시,1781.0,588975.0,0.3
43130,충청북도 충주시,201801-202608,202105,충청북도 충주시,1898.0,637607.0,0.3
43130,충청북도 충주시,201801-202608,202106,충청북도 충주시,1815.0,582257.0,0.3
43130,충청북도 충주시,201801-202608,202107,충청북도 충주시,1648.0,538825.0,0.3
43130,충청북도 충주시,201801-202608,202108,충청북도 충주시,1313.0,504936.0,0.3
43130,충청북도 충주시,201801-202608,202109,충청북도 충주시,2151.0,618134.0,0.3
43130,충청북도 충주시,201801-202608,202110,충청북도 충주시,2228.0,725689.0,0.3
43130,충청북도 충주시,201801-202608,202111,충청북도 충주시,2000.0,696434.0,0.3
43130,충청북도 충주시,201801-202608,202112,충청북도 충주시,1721.0,684255.0,0.3
43130,충청북도 충주시,201801-202608,202201,충청북도 충주시,1432.0,622496.0,0.2
43130,충청북도 충주시,201801-202608,202205,충청북도 충주시,2213.0,762631.0,0.3
43130,충청북도 충주시,201801-202608,202206,충청북도 충주시,1979.0,661712.0,0.3
43130,충청북도 충주시,201801-202608,202211,충청북도 충주시,1876.0,698144.0,0.3
43130,충청북도 충주시,201801-202608,202212,충청북도 충주시,1813.0,770109.0,0.2
43130,충청북도 충주시,201801-202608,202301,충청북도 충주시,1302.0,610343.0,0.2
43130,충청북도 충주시,201801-202608,202302,충청북도 충주시,1278.0,577071.0,0.2
43130,충청북도 충주시,201801-202608,202303,충청북도 충주시,1828.0,668955.0,0.3
43130,충청북도 충주시,201801-202608,202304,충청북도 충주시,2013.0,666255.0,0.3
43130,충청북도 충주시,201801-202608,202305,충청북도 충주시,2117.0,719541.0,0.3
43130,충청북도 충주시,201801-202608,202306,충청북도 충주시,1956.0,647231.0,0.3
43130,충청북도 충주시,201801-202608,202307,충청북도 충주시,1905.0,644899.0,0.3
43130,충청북도 충주시,201801-202608,202308,충청북도 충주시,1747.0,575318.0,0.3
43130,충청북도 충주시,201801-202608,202309,충청북도 충주시,1905.0,624685.0,0.3
43130,충청북도 충주시,201801-202608,202310,충청북도 충주시,2211.0,715316.0,0.3
43130,충청북도 충주시,201801-202608,202311,충청북도 충주시,1988.0,695656.0,0.3
43130,충청북도 충주시,201801-202608,202312,충청북도 충주시,1656.0,750830.0,0.2
43130,충청북도 충주시,201801-202608,202401,충청북도 충주시,1219.0,588058.0,0.2
43130,충청북도 충주시,201801-202608,202402,충청북도 충주시,1235.0,585128.0,0.2
43130,충청북도 충주시,201801-202608,202403,충청북도 충주시,1709.0,673635.0,0.3
43130,충청북도 충주시,201801-202608,202404,충청북도 충주시,1947.0,668463.0,0.3
43130,충청북도 충주시,201801-202608,202405,충청북도 충주시,2052.0,696796.0,0.3
43130,충청북도 충주시,201801-202608,202406,충청북도 충주시,1928.0,668934.0,0.3
43130,충청북도 충주시,201801-202608,202407,충청북도 충주시,1630.0,600192.0,0.3
43130,충청북도 충주시,201801-202608,202408,충청북도 충주시,1595.0,584654.0,0.3
43130,충청북도 충주시,201801-202608,202409,충청북도 충주시,1863.0,609816.0,0.3
43130,충청북도 충주시,201801-202608,202410,충청북도 충주시,2055.0,685336.0,0.3
43130,충청북도 충주시,201801-202608,202411,충청북도 충주시,1725.0,686712.0,0.3
43130,충청북도 충주시,201801-202608,202412,충청북도 충주시,1500.0,743781.0,0.2
43130,충청북도 충주시,201801-202608,202501,충청북도 충주시,1060.0,605595.0,0.2
43130,충청북도 충주시,201801-202608,202502,충청북도 충주시,885.0,530778.0,0.2
43130,충청북도 충주시,201801-202608,202503,충청북도 충주시,1499.0,626429.0,0.2
43130,충청북도 충주시,201801-202608,202504,충청북도 충주시,1582.0,574769.0,0.3
43130,충청북도 충주시,201801-202608,202505,충청북도 충주시,1882.0,682499.0,0.3
43130,충청북도 충주시,201801-202608,202506,충청북도 충주시,1593.0,627702.0,0.3
43130,충청북도 충주시,201801-202608,202507,충청북도 충주시,1560.0,600599.0,0.3
43130,충청북도 충주시,201801-202608,202508,충청북도 충주시,1505.0,579721.0,0.3
43130,충청북도 충주시,201801-202608,202509,충청북도 충주시,1529.0,591325.0,0.3
43130,충청북도 충주시,201801-202608,202510,충청북도 충주시,2147.0,699760.0,0.3
43130,충청북도 충주시,201801-202608,202511,충청북도 충주시,1891.0,731979.0,0.3
43130,충청북도 충주시,201801-202608,202512,충청북도 충주시,1473.0,763750.0,0.2
43130,충청북도 충주시,201801-202608,202601,충청북도 충주시,1072.0,660320.0,0.2
43130,충청북도 충주시,201801-202608,202602,충청북도 충주시,1046.0,644267.0,0.2
43130,충청북도 충주시,201801-202608,201807,충청북도 충주시,1923.0,594154.0,0.3
43130,충청북도 충주시,201801-202608,202207,충청북도 충주시,1836.0,669231.0,0.3
43130,충청북도 충주시,201801-202608,202209,충청북도 충주시,1934.0,650901.0,0.3
43130,충청북도 충주시,201801-202608,202203,충청북도 충주시,1545.0,592387.0,0.3
43130,충청북도 충주시,201801-202608,202202,충청북도 충주시,1071.0,498646.0,0.2
43130,충청북도 충주시,201801-202608,202204,충청북도 충주시,1840.0,682496.0,0.3
43130,충청북도 충주시,201801-202608,202208,충청북도 충주시,1596.0,608804.0,0.3
43130,충청북도 충주시,201801-202608,202210,충청북도 충주시,2382.0,781869.0,0.3
43130,충청북도 충주시,201801-202608,202607,충청북도 충주시,1393.0,585521.0,0.2
43130,충청북도 충주시,201801-202608,202608,충청북도 충주시,1433.0,577930.0,0.2
