조회연도,LEV,BASE_YEAR,FSTV_ID,FSTV_REPS_NM,DPTR_SIDO_CD,DPTR_SIDO_NM,DPTR_SGG_CD,DPTR_SGG_NM,TOU_NUM_RAT,SGG_CD,SGG_NM,SIDO_NM,PTL_SIDO_CD
2024,2,2024,KCTF0041,안동탈춤축제,11,서울특별시,11560,영등포구,0.42,11560,영등포구,영등포구,KR-11
2024,2,2024,KCTF0041,안동탈춤축제,11,서울특별시,11590,동작구,0.35,11590,동작구,동작구,KR-11
2024,2,2024,KCTF0041,안동탈춤축제,11,서울특별시,11620,관악구,0.58,11620,관악구,관악구,KR-11
2024,2,2024,KCTF0041,안동탈춤축제,11,서울특별시,11650,서초구,0.37,11650,서초구,서초구,KR-11
2024,2,2024,KCTF0041,안동탈춤축제,11,서울특별시,11680,강남구,0.59,11680,강남구,강남구,KR-11
2024,2,2024,KCTF0041,안동탈춤축제,11,서울특별시,11710,송파구,0.72,11710,송파구,송파구,KR-11
2024,2,2024,KCTF0041,안동탈춤축제,11,서울특별시,11740,강동구,0.42,11740,강동구,강동구,KR-11
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26110,중구,0.06,26110,중구,중구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26140,서구,0.08,26140,서구,서구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26170,동구,0.07,26170,동구,동구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26200,영도구,0.07,26200,영도구,영도구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26230,부산진구,0.38,26230,부산진구,부산진구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26260,동래구,0.30,26260,동래구,동래구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26290,남구,0.22,26290,남구,남구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26320,북구,0.25,26320,북구,북구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26350,해운대구,0.49,26350,해운대구,해운대구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26380,사하구,0.19,26380,사하구,사하구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26410,금정구,0.30,26410,금정구,금정구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26440,강서구,0.12,26440,강서구,강서구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26470,연제구,0.19,26470,연제구,연제구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26500,수영구,0.25,26500,수영구,수영구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26530,사상구,0.16,26530,사상구,사상구,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,26,부산광역시,26710,기장군,0.22,26710,기장군,기장군,KR-26
2024,2,2024,KCTF0041,안동탈춤축제,27,대구광역시,27110,중구,0.57,27110,중구,중구,KR-27
2024,2,2024,KCTF0041,안동탈춤축제,27,대구광역시,27140,동구,2.38,27140,동구,동구,KR-27
2024,2,2024,KCTF0041,안동탈춤축제,27,대구광역시,27170,서구,0.90,27170,서구,서구,KR-27
2024,2,2024,KCTF0041,안동탈춤축제,27,대구광역시,27200,남구,0.82,27200,남구,남구,KR-27
2024,2,2024,KCTF0041,안동탈춤축제,27,대구광역시,27230,북구,3.36,27230,북구,북구,KR-27
2024,2,2024,KCTF0041,안동탈춤축제,27,대구광역시,27260,수성구,2.18,27260,수성구,수성구,KR-27
2024,2,2024,KCTF0041,안동탈춤축제,27,대구광역시,27290,달서구,3.09,27290,달서구,달서구,KR-27
2024,2,2024,KCTF0041,안동탈춤축제,27,대구광역시,27710,달성군,1.53,27710,달성군,달성군,KR-27
2024,2,2024,KCTF0041,안동탈춤축제,27,대구광역시,27720,군위군,0.44,27720,군위군,군위군,KR-27
2024,2,2024,KCTF0041,안동탈춤축제,28,인천광역시,28110,중구,0.16,28110,중구,중구,KR-28
2024,2,2024,KCTF0041,안동탈춤축제,28,인천광역시,28140,동구,0.04,28140,동구,동구,KR-28
2024,2,2024,KCTF0041,안동탈춤축제,28,인천광역시,28177,미추홀구,0.12,28177,미추홀구,미추홀구,KR-28
2024,2,2024,KCTF0041,안동탈춤축제,28,인천광역시,28185,연수구,0.25,28185,연수구,연수구,KR-28
2024,2,2024,KCTF0041,안동탈춤축제,28,인천광역시,28200,남동구,0.30,28200,남동구,남동구,KR-28
2024,2,2024,KCTF0041,안동탈춤축제,28,인천광역시,28237,부평구,0.30,28237,부평구,부평구,KR-28
2024,2,2024,KCTF0041,안동탈춤축제,28,인천광역시,28245,계양구,0.15,28245,계양구,계양구,KR-28
2024,2,2024,KCTF0041,안동탈춤축제,28,인천광역시,28260,서구,0.41,28260,서구,서구,KR-28
2024,2,2024,KCTF0041,안동탈춤축제,28,인천광역시,28710,강화군,0.03,28710,강화군,강화군,KR-28
2024,2,2024,KCTF0041,안동탈춤축제,28,인천광역시,28720,옹진군,0.00,28720,옹진군,옹진군,KR-28
2024,2,2024,KCTF0041,안동탈춤축제,29,광주광역시,29110,동구,0.04,29110,동구,동구,KR-29
2024,2,2024,KCTF0041,안동탈춤축제,29,광주광역시,29140,서구,0.09,29140,서구,서구,KR-29
2024,2,2024,KCTF0041,안동탈춤축제,29,광주광역시,29155,남구,0.07,29155,남구,남구,KR-29
2024,2,2024,KCTF0041,안동탈춤축제,29,광주광역시,29170,북구,0.11,29170,북구,북구,KR-29
2024,2,2024,KCTF0041,안동탈춤축제,29,광주광역시,29200,광산구,0.08,29200,광산구,광산구,KR-29
2024,2,2024,KCTF0041,안동탈춤축제,30,대전광역시,30110,동구,0.23,30110,동구,동구,KR-30
2024,2,2024,KCTF0041,안동탈춤축제,30,대전광역시,30140,중구,0.17,30140,중구,중구,KR-30
2024,2,2024,KCTF0041,안동탈춤축제,30,대전광역시,30170,서구,0.42,30170,서구,서구,KR-30
2024,2,2024,KCTF0041,안동탈춤축제,30,대전광역시,30200,유성구,0.53,30200,유성구,유성구,KR-30
2024,2,2024,KCTF0041,안동탈춤축제,30,대전광역시,30230,대덕구,0.18,30230,대덕구,대덕구,KR-30
2024,2,2024,KCTF0041,안동탈춤축제,31,울산광역시,31110,중구,0.32,31110,중구,중구,KR-31
2024,2,2024,KCTF0041,안동탈춤축제,31,울산광역시,31140,남구,0.53,31140,남구,남구,KR-31
2024,2,2024,KCTF0041,안동탈춤축제,31,울산광역시,31170,동구,0.25,31170,동구,동구,KR-31
2024,2,2024,KCTF0041,안동탈춤축제,31,울산광역시,31200,북구,0.50,31200,북구,북구,KR-31
2024,2,2024,KCTF0041,안동탈춤축제,31,울산광역시,31710,울주군,0.27,31710,울주군,울주군,KR-31
2024,2,2024,KCTF0041,안동탈춤축제,36,세종특별자치시,36110,세종특별자치시,0.48,36110,세종특별자치시,세종특별자치시,KR-36
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41111,수원시 장안구,0.23,41111,수원시 장안구,수원시 장안구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41113,수원시 권선구,0.24,41113,수원시 권선구,수원시 권선구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41115,수원시 팔달구,0.27,41115,수원시 팔달구,수원시 팔달구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41117,수원시 영통구,0.40,41117,수원시 영통구,수원시 영통구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41131,성남시 수정구,0.34,41131,성남시 수정구,성남시 수정구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41133,성남시 중원구,0.25,41133,성남시 중원구,성남시 중원구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41135,성남시 분당구,0.44,41135,성남시 분당구,성남시 분당구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41150,의정부시,0.33,41150,의정부시,의정부시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41171,안양시 만안구,0.21,41171,안양시 만안구,안양시 만안구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41173,안양시 동안구,0.37,41173,안양시 동안구,안양시 동안구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41192,부천시 원미구,0.34,41192,부천시 원미구,부천시 원미구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41194,부천시 소사구,0.09,41194,부천시 소사구,부천시 소사구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41196,부천시 오정구,0.06,41196,부천시 오정구,부천시 오정구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41210,광명시,0.20,41210,광명시,광명시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41220,평택시,0.56,41220,평택시,평택시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41250,동두천시,0.06,41250,동두천시,동두천시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41271,안산시 상록구,0.20,41271,안산시 상록구,안산시 상록구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41273,안산시 단원구,0.22,41273,안산시 단원구,안산시 단원구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41281,고양시 덕양구,0.41,41281,고양시 덕양구,고양시 덕양구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41285,고양시 일산동구,0.31,41285,고양시 일산동구,고양시 일산동구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41287,고양시 일산서구,0.15,41287,고양시 일산서구,고양시 일산서구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41290,과천시,0.10,41290,과천시,과천시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41310,구리시,0.19,41310,구리시,구리시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41360,남양주시,0.58,41360,남양주시,남양주시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41370,오산시,0.25,41370,오산시,오산시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41390,시흥시,0.35,41390,시흥시,시흥시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41410,군포시,0.18,41410,군포시,군포시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41430,의왕시,0.09,41430,의왕시,의왕시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41450,하남시,0.36,41450,하남시,하남시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41461,용인시 처인구,0.23,41461,용인시 처인구,용인시 처인구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41463,용인시 기흥구,0.42,41463,용인시 기흥구,용인시 기흥구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41465,용인시 수지구,0.36,41465,용인시 수지구,용인시 수지구,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41480,파주시,0.25,41480,파주시,파주시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41500,이천시,0.26,41500,이천시,이천시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41550,안성시,0.15,41550,안성시,안성시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41570,김포시,0.34,41570,김포시,김포시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41590,화성시,0.82,41590,화성시,화성시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41610,광주시,0.35,41610,광주시,광주시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41630,양주시,0.15,41630,양주시,양주시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41650,포천시,0.09,41650,포천시,포천시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41670,여주시,0.13,41670,여주시,여주시,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41800,연천군,0.03,41800,연천군,연천군,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41820,가평군,0.11,41820,가평군,가평군,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,41,경기도,41830,양평군,0.15,41830,양평군,양평군,KR-41
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43111,청주시 상당구,0.17,43111,청주시 상당구,청주시 상당구,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43112,청주시 서원구,0.26,43112,청주시 서원구,청주시 서원구,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43113,청주시 흥덕구,0.43,43113,청주시 흥덕구,청주시 흥덕구,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43114,청주시 청원구,0.21,43114,청주시 청원구,청주시 청원구,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43130,충주시,0.51,43130,충주시,충주시,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43150,제천시,0.57,43150,제천시,제천시,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43720,보은군,0.07,43720,보은군,보은군,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43730,옥천군,0.07,43730,옥천군,옥천군,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43740,영동군,0.08,43740,영동군,영동군,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43745,증평군,0.05,43745,증평군,증평군,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43750,진천군,0.11,43750,진천군,진천군,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43760,괴산군,0.06,43760,괴산군,괴산군,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43770,음성군,0.15,43770,음성군,음성군,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,43,충청북도,43800,단양군,0.27,43800,단양군,단양군,KR-43
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44131,천안시 동남구,0.19,44131,천안시 동남구,천안시 동남구,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44133,천안시 서북구,0.30,44133,천안시 서북구,천안시 서북구,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44150,공주시,0.03,44150,공주시,공주시,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44180,보령시,0.10,44180,보령시,보령시,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44200,아산시,0.43,44200,아산시,아산시,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44210,서산시,0.10,44210,서산시,서산시,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44230,논산시,0.09,44230,논산시,논산시,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44250,계룡시,0.02,44250,계룡시,계룡시,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44270,당진시,0.08,44270,당진시,당진시,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44710,금산군,0.04,44710,금산군,금산군,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44760,부여군,0.01,44760,부여군,부여군,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44770,서천군,0.00,44770,서천군,서천군,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44790,청양군,0.02,44790,청양군,청양군,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44800,홍성군,0.08,44800,홍성군,홍성군,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44810,예산군,0.04,44810,예산군,예산군,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,44,충청남도,44825,태안군,0.05,44825,태안군,태안군,KR-44
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46110,목포시,0.03,46110,목포시,목포시,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46130,여수시,0.06,46130,여수시,여수시,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46150,순천시,0.12,46150,순천시,순천시,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46170,나주시,0.02,46170,나주시,나주시,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46230,광양시,0.08,46230,광양시,광양시,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46710,담양군,0.01,46710,담양군,담양군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46730,구례군,0.01,46730,구례군,구례군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46770,고흥군,0.01,46770,고흥군,고흥군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46780,보성군,0.01,46780,보성군,보성군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46790,화순군,0.02,46790,화순군,화순군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46800,장흥군,0.01,46800,장흥군,장흥군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46810,강진군,0.00,46810,강진군,강진군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46820,해남군,0.01,46820,해남군,해남군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46830,영암군,0.00,46830,영암군,영암군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46840,무안군,0.04,46840,무안군,무안군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46860,함평군,0.01,46860,함평군,함평군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46870,영광군,0.05,46870,영광군,영광군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46880,장성군,0.01,46880,장성군,장성군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46890,완도군,0.01,46890,완도군,완도군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46900,진도군,0.00,46900,진도군,진도군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,46,전라남도,46910,신안군,0.00,46910,신안군,신안군,KR-46
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47111,포항시 남구,1.07,47111,포항시 남구,포항시 남구,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47113,포항시 북구,1.66,47113,포항시 북구,포항시 북구,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47130,경주시,0.98,47130,경주시,경주시,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47150,김천시,0.87,47150,김천시,김천시,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47190,구미시,3.25,47190,구미시,구미시,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47210,영주시,7.56,47210,영주시,영주시,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47230,영천시,0.51,47230,영천시,영천시,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47250,상주시,1.22,47250,상주시,상주시,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47280,문경시,1.25,47280,문경시,문경시,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47290,경산시,1.72,47290,경산시,경산시,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47730,의성군,4.24,47730,의성군,의성군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47750,청송군,4.16,47750,청송군,청송군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47760,영양군,2.76,47760,영양군,영양군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47770,영덕군,0.66,47770,영덕군,영덕군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47820,청도군,0.08,47820,청도군,청도군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47830,고령군,0.10,47830,고령군,고령군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47840,성주군,0.20,47840,성주군,성주군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47850,칠곡군,0.60,47850,칠곡군,칠곡군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47900,예천군,11.15,47900,예천군,예천군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47920,봉화군,1.10,47920,봉화군,봉화군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47930,울진군,0.50,47930,울진군,울진군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,47,경상북도,47940,울릉군,0.02,47940,울릉군,울릉군,KR-47
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48121,창원시 의창구,0.22,48121,창원시 의창구,창원시 의창구,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48123,창원시 성산구,0.24,48123,창원시 성산구,창원시 성산구,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48125,창원시 마산합포구,0.18,48125,창원시 마산합포구,창원시 마산합포구,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48127,창원시 마산회원구,0.18,48127,창원시 마산회원구,창원시 마산회원구,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48129,창원시 진해구,0.15,48129,창원시 진해구,창원시 진해구,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48170,진주시,0.23,48170,진주시,진주시,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48220,통영시,0.16,48220,통영시,통영시,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48240,사천시,0.08,48240,사천시,사천시,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48250,김해시,0.56,48250,김해시,김해시,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48270,밀양시,0.13,48270,밀양시,밀양시,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48310,거제시,0.26,48310,거제시,거제시,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48330,양산시,0.39,48330,양산시,양산시,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48720,의령군,0.03,48720,의령군,의령군,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48730,함안군,0.11,48730,함안군,함안군,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48740,창녕군,0.09,48740,창녕군,창녕군,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48820,고성군,0.08,48820,고성군,고성군,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48840,남해군,0.02,48840,남해군,남해군,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48850,하동군,0.02,48850,하동군,하동군,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48860,산청군,0.05,48860,산청군,산청군,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48870,함양군,0.03,48870,함양군,함양군,KR-48
2024,2,2024,KCTF0041,안동탈춤축제,48,경상남도,48880,거창군,0.05,48880,거창군,거창군,KR-48
