조회_시도,조회기간,RNK,SIDO_CD,SIDO_NM,SGG_CD,SGG_NM,ITS_BRO_ID,ITS_BRO_NM,ADDR_ROAD_NM,KTO_CATE_MCLS_NM,KTO_CATE_SCLS_NM,NIGHT_SRCH_CNT,SRCH_CNT
52,2025,3,52,전북특별자치도,52111,전주시 완산구,268553,남부시장,전북 전주시 완산구 풍남문2길 63-0,쇼핑,시장,11458,66358
52,2025,3,52,전북특별자치도,52113,전주시 덕진구,2795505,전주시평생학습관,전북 전주시 덕진구 구총목로 11-0,체험관광,체험관광기타,169,216
52,2025,3,52,전북특별자치도,52790,고창군,376043,고창읍성,전북 고창군,역사관광,역사유적지,2001,22861
52,2025,4,52,전북특별자치도,52130,군산시,11029216,군산스테이관광호텔,전북 군산시 철새로 56-0,숙박,호텔,6956,15651
52,2025,4,52,전북특별자치도,52730,무주군,2984130,태권도원,전북 무주군 무설로 1482-0,기타관광,기타관광,1397,17834
52,2025,4,52,전북특별자치도,52140,익산시,28793,미륵사지,전북 익산시 미륵사지로 362-0,역사관광,역사유적지,1185,25531
52,2025,4,52,전북특별자치도,52111,전주시 완산구,1523528,완산생활체육공원,전북 전주시 완산구 모악산자락길 22-0,문화관광,도시공원,3962,12364
52,2025,4,52,전북특별자치도,52210,김제시,6325615,더나인골프클럽,전북 김제시 대화1길 8-75,레저스포츠,육상레저스포츠,1713,7402
52,2025,4,52,전북특별자치도,52790,고창군,270246,구시포해수욕장,전북 고창군,자연관광,자연경관(하천/해양),3017,26186
52,2025,4,52,전북특별자치도,52790,고창군,5912197,상하농원,전북 고창군 상하농원길 11-22,체험관광,농/산/어촌체험,149,17072
52,2025,4,52,전북특별자치도,52130,군산시,3294598,한일옥,전북 군산시 구영3길 63-0,음식,한식,3181,37714
52,2025,4,52,전북특별자치도,52130,군산시,2844408,군산수산물종합센터,전북 군산시 내항2길 238-0,쇼핑,시장,3105,51946
52,2025,5,52,전북특별자치도,52130,군산시,4562636,순돌이곱창,전북 군산시 우체통거리2길 43-9,음식,전문음식,3065,5140
52,2025,5,52,전북특별자치도,52130,군산시,10050775,국립신시도자연휴양림,전북 군산시 신시도길 271-0,자연관광,자연공원,1887,13882
52,2025,5,52,전북특별자치도,52140,익산시,7863076,금마왕새우,전북 익산시 호남로 767-20,체험관광,농/산/어촌체험,80,442
52,2025,5,52,전북특별자치도,52210,김제시,269683,금산사,전북 김제시 모악15길 1-0,역사관광,종교성지,1150,44505
52,2025,5,52,전북특별자치도,52140,익산시,1154221,포세븐금강,전북 익산시 강변로 130-0,레저스포츠,육상레저스포츠,1420,17547
52,2025,5,52,전북특별자치도,52130,군산시,558768,금강하구둑,전북 군산시 철새로 120-0,기타관광,기타관광,972,10545
52,2025,5,52,전북특별자치도,52111,전주시 완산구,6523487,남부시장한옥마을야시장,전북 전주시 완산구 풍남문1길 19-3,쇼핑,시장,2988,5114
52,2025,5,52,전북특별자치도,52111,전주시 완산구,10166143,베스트웨스턴플러스 전주호텔,전북 전주시 완산구 현무1길 41-0,숙박,호텔,6718,17281
52,2025,5,52,전북특별자치도,52113,전주시 덕진구,726288,한국소리문화의전당,전북 전주시 덕진구 소리로 31-0,문화관광,공연시설,3594,19872
43,2024_1-8,1,43,충청북도,43150,제천시,264501,의림지,충북 제천시,자연관광,자연경관(하천/해양),4911,38060
43,2024_1-8,1,43,충청북도,43800,단양군,8320012,수양개빛터널,충북 단양군 수양개유적로 390-0,기타관광,기타관광,4067,6803
43,2024_1-8,1,43,충청북도,43113,청주시 흥덕구,2844968,현대백화점 충청점,충북 청주시 흥덕구 직지대로 308-0,쇼핑,백화점,15792,93969
43,2024_1-8,1,43,충청북도,43800,단양군,17477,소노문 단양,충북 단양군 삼봉로 187-17,숙박,콘도미니엄,17340,72117
43,2024_1-8,1,43,충청북도,43112,청주시 서원구,1123056,청주온천스파피아,충북 청주시 서원구 청남로2005번길 100-0,체험관광,웰니스관광,2521,7350
43,2024_1-8,1,43,충청북도,43150,제천시,8973161,명륜진사갈비 제천 강제점,충북 제천시 강저로 197-0,음식,한식,4095,10045
43,2024_1-8,1,43,충청북도,43114,청주시 청원구,1098137,오창호수공원,충북 청주시 청원구 오창공원로 311-0,문화관광,도시공원,21172,56393
43,2024_1-8,1,43,충청북도,43750,진천군,736335,진천농다리,충북 진천군,역사관광,역사유적지,2270,68832
43,2024_1-8,1,43,충청북도,43113,청주시 흥덕구,2581088,떼제베CC,충북 청주시 흥덕구 동림2길 149-0,레저스포츠,육상레저스포츠,10967,52199
43,2024_1-8,2,43,충청북도,43114,청주시 청원구,331613,그랜드CC,충북 청주시 청원구 꽃화산길 51-20,레저스포츠,육상레저스포츠,5814,32086
43,2024_1-8,2,43,충청북도,43111,청주시 상당구,26875,명암저수지,충북 청주시 상당구 명암로 0-0,자연관광,자연경관(하천/해양),2161,8424
43,2024_1-8,2,43,충청북도,43113,청주시 흥덕구,2929791,롯데아울렛 청주점,충북 청주시 흥덕구 2순환로 1004-0,쇼핑,쇼핑몰,8786,59636
43,2024_1-8,2,43,충청북도,43112,청주시 서원구,2811762,도안동감나무집,충북 청주시 서원구 원흥로64번길 45-0,음식,한식,3426,7033
43,2024_1-8,2,43,충청북도,43130,충주시,2790227,수안보온천랜드,충북 충주시 주정산로 32-0,체험관광,웰니스관광,1419,11205
43,2024_1-8,2,43,충청북도,43111,청주시 상당구,6937719,대청댐전망대,충북 청주시 상당구 대청호반로 206-0,문화관광,랜드마크관광,6664,35233
43,2024_1-8,2,43,충청북도,43800,단양군,7827,구인사,충북 단양군 구인사길 73-0,역사관광,종교성지,1711,34835
43,2024_1-8,2,43,충청북도,43800,단양군,366074,도담삼봉,충북 단양군 삼봉로 644-0,기타관광,기타관광,1543,42565
43,2024_1-8,2,43,충청북도,43150,제천시,1933576,포레스트리솜,충북 제천시 금봉로 365-0,숙박,콘도미니엄,8846,64670
43,2024_1-8,3,43,충청북도,43800,단양군,330548,단양구경시장,충북 단양군 도전5길 31-0,쇼핑,시장,7758,72774
43,2024_1-8,3,43,충청북도,43112,청주시 서원구,8831004,우설화 청주점,충북 청주시 서원구 1순환로 886-0,음식,한식,3256,13985
43,2024_1-8,3,43,충청북도,43130,충주시,535446,중앙탑공원,충북 충주시,문화관광,도시공원,4705,28251
43,2024_1-8,3,43,충청북도,43111,청주시 상당구,734402,청남대,충북 청주시 상당구 청남대길 646-0,기타관광,기타관광,1059,56564
43,2024_1-8,3,43,충청북도,43114,청주시 청원구,10149016,제이원호텔,충북 청주시 청원구 중부로 806-0,숙박,호텔,7686,14751
43,2024_1-8,3,43,충청북도,43111,청주시 상당구,245735,상당산성,충북 청주시 상당구 성내로124번길 14-0,역사관광,역사유적지,1282,23290
43,2024_1-8,3,43,충청북도,43130,충주시,2754450,대영힐스CC,충북 충주시 성종두담길 114-0,레저스포츠,육상레저스포츠,5789,34514
43,2024_1-8,3,43,충청북도,43130,충주시,366461,앙성탄산온천,충북 충주시 가곡로 1457-0,체험관광,웰니스관광,490,6287
43,2024_1-8,3,43,충청북도,43745,증평군,1817369,좌구산자연휴양림,충북 증평군 솟점말길 107-0,자연관광,자연공원,537,9320
43,2024_1-8,4,43,충청북도,43114,청주시 청원구,529290,정북동토성,충북 청주시 청원구,역사관광,역사유적지,1101,3816
43,2024_1-8,4,43,충청북도,43112,청주시 서원구,5986447,거꾸로천문대,충북 청주시 서원구 대림로 259-0,기타관광,기타관광,989,1011
43,2024_1-8,4,43,충청북도,43130,충주시,10173777,올데이CC,충북 충주시 비내길 189-0,레저스포츠,육상레저스포츠,4746,35972
43,2024_1-8,4,43,충청북도,43114,청주시 청원구,3244554,봉용불고기,충북 청주시 청원구 중앙로 108-0,음식,한식,3221,10969
43,2024_1-8,4,43,충청북도,43114,청주시 청원구,1181650,그랜드플라자청주호텔,충북 청주시 청원구 충청대로 114-0,숙박,호텔,6081,18396
43,2024_1-8,4,43,충청북도,43113,청주시 흥덕구,1928718,문암생태공원,충북 청주시 흥덕구 무심서로 1097-0,문화관광,도시공원,4085,22792
43,2024_1-8,4,43,충청북도,43130,충주시,1101701,수주팔봉,충북 충주시,자연관광,자연경관(산),531,11049
43,2024_1-8,4,43,충청북도,43130,충주시,1125362,능암온천랜드,충북 충주시 새바지길 37-0,체험관광,웰니스관광,193,7236
43,2024_1-8,4,43,충청북도,43113,청주시 흥덕구,1103483,NC백화점 청주점,충북 청주시 흥덕구 2순환로 1233-0,쇼핑,백화점,3584,20741
43,2024_1-8,5,43,충청북도,43113,청주시 흥덕구,569721,청주시농수산물도매시장,충북 청주시 흥덕구 백봉로 254-0,쇼핑,시장,3326,17867
43,2024_1-8,5,43,충청북도,43112,청주시 서원구,7978363,무심천벚꽃거리,충북 청주시 청원구,기타관광,기타관광,587,2065
43,2024_1-8,5,43,충청북도,43130,충주시,10430722,충주온천사우나,충북 충주시 연수서편2길 25-0,체험관광,웰니스관광,191,1133
43,2024_1-8,5,43,충청북도,43114,청주시 청원구,1605616,상당산성자연휴양림,충북 청주시 청원구 덕암2길 162-0,자연관광,자연공원,506,2549
43,2024_1-8,5,43,충청북도,43113,청주시 흥덕구,11296246,포이드캐롯,충북 청주시 흥덕구 가포산로 39-18,음식,카페/찻집,2894,27177
43,2024_1-8,5,43,충청북도,43111,청주시 상당구,4079785,CGV 청주서문,충북 청주시 상당구 상당로81번길 63-0,문화관광,공연시설,3829,16167
43,2024_1-8,5,43,충청북도,43720,보은군,366213,법주사,충북 보은군 법주사로 405-0,역사관광,종교성지,635,34780
43,2024_1-8,5,43,충청북도,43150,제천시,532647,청풍리조트 레이크호텔,충북 제천시 청풍호로 1798-0,숙박,호텔,4289,15770
43,2024_1-8,5,43,충청북도,43150,제천시,7979497,제천경찰수련원,충북 제천시 학현소야로 473-0,레저스포츠,육상레저스포츠,4322,16208
43,2026_1-8,1,43,충청북도,43130,충주시,8860190,활옥동굴,충북 충주시 목벌안길 26-0,자연관광,자연생태,5251,66508
43,2026_1-8,1,43,충청북도,43750,진천군,736335,진천농다리,충북 진천군,역사관광,역사유적지,1449,32970
43,2026_1-8,1,43,충청북도,43112,청주시 서원구,1123056,청주온천스파피아,충북 청주시 서원구 청남로2005번길 100-0,체험관광,웰니스관광,2806,7980
43,2026_1-8,1,43,충청북도,43770,음성군,11150094,힐데스하임CC,충북 음성군 후삼로158번길 101-0,레저스포츠,육상레저스포츠,11047,45020
43,2026_1-8,1,43,충청북도,43800,단양군,17477,소노벨 단양,충북 단양군 소노길 10-0,숙박,콘도미니엄,12691,54410
43,2026_1-8,1,43,충청북도,43111,청주시 상당구,734402,청남대,충북 청주시 상당구 청남대길 646-0,기타관광,기타관광,6838,76385
43,2026_1-8,1,43,충청북도,43113,청주시 흥덕구,3243933,황할머니갈비집 본점,충북 청주시 흥덕구 강서로27번길 9-6,음식,한식,3274,10731
43,2026_1-8,1,43,충청북도,43113,청주시 흥덕구,2844968,현대백화점 충청점,충북 청주시 흥덕구 직지대로 308-0,쇼핑,백화점,15978,108118
43,2026_1-8,1,43,충청북도,43114,청주시 청원구,1098137,오창호수공원,충북 청주시 청원구 오창공원로 91-0,문화관광,도시공원,13148,38711
43,2026_1-8,2,43,충청북도,43150,제천시,264501,의림지,충북 제천시,자연관광,자연경관(하천/해양),4872,38739
43,2026_1-8,2,43,충청북도,43800,단양군,8320012,수양개빛터널,충북 단양군 수양개유적로 390-0,기타관광,기타관광,2221,3841
43,2026_1-8,2,43,충청북도,43114,청주시 청원구,3244554,봉용불고기,충북 청주시 청원구 중앙로 108-0,음식,한식,2964,11270
43,2026_1-8,2,43,충청북도,43111,청주시 상당구,4079785,CGV 청주서문,충북 청주시 상당구 상당로81번길 63-0,문화관광,공연시설,5095,19446
43,2026_1-8,2,43,충청북도,43113,청주시 흥덕구,2581088,떼제베CC,충북 청주시 흥덕구 동림2길 149-0,레저스포츠,육상레저스포츠,9638,48128
43,2026_1-8,2,43,충청북도,43111,청주시 상당구,245735,상당산성,충북 청주시 상당구 성내로124번길 14-0,역사관광,역사유적지,1271,20957
43,2026_1-8,2,43,충청북도,43150,제천시,1933576,포레스트리솜,충북 제천시 금봉로 365-0,숙박,콘도미니엄,9369,63404
43,2026_1-8,2,43,충청북도,43130,충주시,2790227,수안보온천랜드,충북 충주시 주정산로 32-0,체험관광,웰니스관광,1693,14563
43,2026_1-8,2,43,충청북도,43113,청주시 흥덕구,11823931,커넥트현대 청주,충북 청주시 흥덕구 2순환로 1225-0,쇼핑,백화점,12398,73860
43,2026_1-8,3,43,충청북도,43130,충주시,2754450,대영힐스CC,충북 충주시 성종두담길 114-0,레저스포츠,육상레저스포츠,8454,39378
43,2026_1-8,3,43,충청북도,43113,청주시 흥덕구,2929791,롯데아울렛 청주점,충북 청주시 흥덕구 2순환로 1004-0,쇼핑,쇼핑몰,8331,64451
43,2026_1-8,3,43,충청북도,43150,제천시,8866666,청풍호반케이블카,충북 제천시 문화재길 166-0,기타관광,기타관광,1175,40866
43,2026_1-8,3,43,충청북도,43112,청주시 서원구,1578952,충북대학교평생교육원,충북 청주시 서원구 구룡산로 351-0,체험관광,체험관광기타,802,1702
43,2026_1-8,3,43,충청북도,43800,단양군,7827,구인사,충북 단양군 구인사길 73-0,역사관광,종교성지,1270,18890
43,2026_1-8,3,43,충청북도,43111,청주시 상당구,26875,명암저수지,충북 청주시 상당구 명암로 0-0,자연관광,자연경관(하천/해양),1691,6964
43,2026_1-8,3,43,충청북도,43113,청주시 흥덕구,1928718,문암생태공원,충북 청주시 흥덕구 무심서로 1097-0,문화관광,도시공원,4065,26613
43,2026_1-8,3,43,충청북도,43114,청주시 청원구,5680480,맥도날드 청주율량GS DT점,충북 청주시 청원구 공항로 156-0,음식,간이음식,2555,8118
43,2026_1-8,3,43,충청북도,43114,청주시 청원구,10149016,제이원호텔,충북 청주시 청원구 중부로 806-0,숙박,호텔,5913,12431
43,2026_1-8,4,43,충청북도,43800,단양군,330548,단양구경시장,충북 단양군 도전5길 31-0,쇼핑,시장,4178,40333
43,2026_1-8,4,43,충청북도,43114,청주시 청원구,529290,정북동토성,충북 청주시 청원구,역사관광,역사유적지,1130,4065
43,2026_1-8,4,43,충청북도,43113,청주시 흥덕구,5439044,맥도날드 청주비하DT점,충북 청주시 흥덕구 2순환로 1076-0,음식,간이음식,2534,8013
43,2026_1-8,4,43,충청북도,43114,청주시 청원구,10974764,오창센트럴허브,충북 청주시 청원구 중심상업로 48-0,숙박,기타숙박,5223,7572
43,2026_1-8,4,43,충청북도,43130,충주시,1101701,수주팔봉,충북 충주시,자연관광,자연경관(산),984,11671
43,2026_1-8,4,43,충청북도,43130,충주시,10173777,올데이CC,충북 충주시 비내길 189-0,레저스포츠,육상레저스포츠,6445,36473
43,2026_1-8,4,43,충청북도,43111,청주시 상당구,6937719,대청댐전망대,충북 청주시 상당구 대청호반로 206-0,문화관광,랜드마크관광,3617,24605
43,2026_1-8,4,43,충청북도,43130,충주시,366461,앙성탄산온천,충북 충주시 가곡로 1457-0,체험관광,웰니스관광,517,6999
43,2026_1-8,4,43,충청북도,43800,단양군,366074,도담삼봉,충북 단양군 삼봉로 644-0,기타관광,기타관광,1052,24426
43,2026_1-8,5,43,충청북도,43745,증평군,1817369,좌구산자연휴양림,충북 증평군 솟점말길 107-0,자연관광,자연공원,760,8539
43,2026_1-8,5,43,충청북도,43130,충주시,10430722,충주온천사우나,충북 충주시 연수서편2길 25-0,체험관광,웰니스관광,236,1168
43,2026_1-8,5,43,충청북도,43130,충주시,1005508,수안보관광안내소,충북 충주시 주정산로 12-0,기타관광,기타관광,791,8050
43,2026_1-8,5,43,충청북도,43113,청주시 흥덕구,569721,청주시농수산물도매시장,충북 청주시 흥덕구 백봉로 254-0,쇼핑,시장,3523,17815
43,2026_1-8,5,43,충청북도,43720,보은군,366213,법주사,충북 보은군 법주사로 405-0,역사관광,종교성지,682,26128
43,2026_1-8,5,43,충청북도,43130,충주시,535446,중앙탑공원,충북 충주시,문화관광,도시공원,3162,23632
43,2026_1-8,5,43,충청북도,43114,청주시 청원구,1181650,엔포드호텔,충북 청주시 청원구 충청대로 114-0,숙박,호텔,5218,19280
43,2026_1-8,5,43,충청북도,43130,충주시,1103922,중원GC,충북 충주시 인등로 392-0,레저스포츠,육상레저스포츠,6074,27364
43,2026_1-8,5,43,충청북도,43112,청주시 서원구,8349931,우리베이커리,충북 청주시 서원구 대림로 413-0,음식,간이음식,2276,14210
43,2025,1,43,충청북도,43112,청주시 서원구,1123056,청주온천스파피아,충북 청주시 서원구 청남로2005번길 100-0,체험관광,웰니스관광,4371,13511
43,2025,1,43,충청북도,43114,청주시 청원구,1098137,오창호수공원,충북 청주시 청원구 오창공원로 91-0,문화관광,도시공원,25125,71923
43,2025,1,43,충청북도,43800,단양군,8320012,수양개빛터널,충북 단양군 수양개유적로 390-0,기타관광,기타관광,4215,7787
43,2025,1,43,충청북도,43800,단양군,17477,소노벨 단양,충북 단양군 삼봉로 187-17,숙박,콘도미니엄,21620,99037
43,2025,1,43,충청북도,43800,단양군,7827,구인사,충북 단양군 구인사길 73-0,역사관광,종교성지,2512,60383
43,2025,1,43,충청북도,43113,청주시 흥덕구,2844968,현대백화점 충청점,충북 청주시 흥덕구 직지대로 308-0,쇼핑,백화점,24527,153185
43,2025,1,43,충청북도,43113,청주시 흥덕구,2581088,떼제베CC,충북 청주시 흥덕구 동림2길 149-0,레저스포츠,육상레저스포츠,11206,70481
43,2025,1,43,충청북도,43114,청주시 청원구,3244554,봉용불고기,충북 청주시 청원구 중앙로 108-0,음식,한식,4832,17904
43,2025,1,43,충청북도,43150,제천시,264501,의림지,충북 제천시,자연관광,자연경관(하천/해양),5176,53329
43,2025,2,43,충청북도,43113,청주시 흥덕구,2929791,롯데아울렛 청주점,충북 청주시 흥덕구 2순환로 1004-0,쇼핑,쇼핑몰,15492,109552
43,2025,2,43,충청북도,43112,청주시 서원구,8349931,우리베이커리,충북 청주시 서원구 대림로 413-0,음식,간이음식,4713,31149
43,2025,2,43,충청북도,43750,진천군,736335,진천농다리,충북 진천군,역사관광,역사유적지,1890,80588
43,2025,2,43,충청북도,43111,청주시 상당구,734402,청남대,충북 청주시 상당구 청남대길 646-0,기타관광,기타관광,2082,110559
43,2025,2,43,충청북도,43150,제천시,1933576,포레스트리솜,충북 제천시 금봉로 365-0,숙박,콘도미니엄,12964,102689
43,2025,2,43,충청북도,43130,충주시,2790227,수안보온천랜드,충북 충주시 주정산로 32-0,체험관광,웰니스관광,1940,19729
43,2025,2,43,충청북도,43130,충주시,2754450,대영힐스CC,충북 충주시 성종두담길 114-0,레저스포츠,육상레저스포츠,8753,52324
43,2025,2,43,충청북도,43111,청주시 상당구,26875,명암저수지,충북 청주시 상당구 명암로 0-0,자연관광,자연경관(하천/해양),2967,12155
43,2025,2,43,충청북도,43111,청주시 상당구,4079785,CGV 청주서문,충북 청주시 상당구 상당로81번길 63-0,문화관광,공연시설,7367,30060
43,2025,3,43,충청북도,43111,청주시 상당구,6937719,대청댐전망대,충북 청주시 상당구 대청호반로 206-0,문화관광,랜드마크관광,6658,41960
43,2025,3,43,충청북도,43111,청주시 상당구,245735,상당산성,충북 청주시 상당구 성내로124번길 14-0,역사관광,역사유적지,1506,38237
43,2025,3,43,충청북도,43113,청주시 흥덕구,11823931,커넥트현대 청주,충북 청주시 흥덕구 2순환로 1225-0,쇼핑,백화점,14726,101136
43,2025,3,43,충청북도,43111,청주시 상당구,331661,옥화자연휴양림,충북 청주시 상당구 운암옥화길 140-0,자연관광,자연공원,973,8852
43,2025,3,43,충청북도,43800,단양군,366074,도담삼봉,충북 단양군 삼봉로 644-0,기타관광,기타관광,1872,65518
43,2025,3,43,충청북도,43114,청주시 청원구,10149016,제이원호텔,충북 청주시 청원구 중부로 806-0,숙박,호텔,11385,21478
43,2025,3,43,충청북도,43114,청주시 청원구,5680480,맥도날드 청주율량GS DT점,충북 청주시 청원구 공항로 156-0,음식,간이음식,4398,13155
43,2025,3,43,충청북도,43114,청주시 청원구,331613,그랜드CC,충북 청주시 청원구 꽃화산길 51-20,레저스포츠,육상레저스포츠,7201,45910
43,2025,3,43,충청북도,43112,청주시 서원구,1578952,충북대학교평생교육원,충북 청주시 서원구 구룡산로 351-0,체험관광,체험관광기타,1009,2850
43,2025,4,43,충청북도,43114,청주시 청원구,10974764,오창센트럴허브,충북 청주시 청원구 중심상업로 48-0,숙박,기타숙박,8958,13660
43,2025,4,43,충청북도,43113,청주시 흥덕구,1928718,문암생태공원,충북 청주시 흥덕구 무심서로 1097-0,문화관광,도시공원,5641,39338
43,2025,4,43,충청북도,43130,충주시,4715291,맥도날드 충주교현DT점,충북 충주시 국원대로 87-0,음식,간이음식,4117,11581
43,2025,4,43,충청북도,43720,보은군,366213,법주사,충북 보은군 법주사로 405-0,역사관광,종교성지,1432,76698
43,2025,4,43,충청북도,43800,단양군,330548,단양구경시장,충북 단양군 도전5길 31-0,쇼핑,시장,9586,107351
43,2025,4,43,충청북도,43770,음성군,11150094,힐데스하임CC,충북 음성군 후삼로158번길 101-0,레저스포츠,육상레저스포츠,6994,49236
43,2025,4,43,충청북도,43760,괴산군,8813747,괴산자연드림파크1단지,충북 괴산군 자연드림길 240-0,기타관광,기타관광,898,11231
43,2025,4,43,충청북도,43130,충주시,366461,앙성탄산온천,충북 충주시 가곡로 1457-0,체험관광,웰니스관광,692,10362
43,2025,4,43,충청북도,43760,괴산군,28100,문광저수지,충북 괴산군 괴산로 3024-2,자연관광,자연경관(하천/해양),859,27826
43,2025,5,43,충청북도,43113,청주시 흥덕구,569721,청주시농수산물도매시장,충북 청주시 흥덕구 백봉로 254-0,쇼핑,시장,6918,34456
43,2025,5,43,충청북도,43111,청주시 상당구,9038547,오지,충북 청주시 상당구 수암로36번길 13-0,음식,카페/찻집,4022,6045
43,2025,5,43,충청북도,43130,충주시,1125362,능암온천랜드,충북 충주시 새바지길 37-0,체험관광,웰니스관광,483,18272
43,2025,5,43,충청북도,43112,청주시 서원구,5986447,거꾸로천문대,충북 청주시 서원구 대림로 259-0,기타관광,기타관광,889,892
43,2025,5,43,충청북도,43130,충주시,535446,중앙탑공원,충북 충주시,문화관광,도시공원,5345,39745
43,2025,5,43,충청북도,43114,청주시 청원구,1605616,상당산성자연휴양림,충북 청주시 청원구 덕암2길 162-0,자연관광,자연공원,752,3889
43,2025,5,43,충청북도,43130,충주시,1528870,대영베이스CC,충북 충주시 성종두담길 113-0,레저스포츠,육상레저스포츠,6523,36724
43,2025,5,43,충청북도,43113,청주시 흥덕구,10922625,글로스터호텔 청주,충북 청주시 흥덕구 대농로 47-2,숙박,호텔,6534,16778
43,2025,5,43,충청북도,43114,청주시 청원구,529290,정북동토성,충북 청주시 청원구,역사관광,역사유적지,1320,6741
