조회_SGG_CD,조회_지역,조회기간,RK,ITS_BRO_ID,MD5_POI_ID,ITS_BRO_NM,KTO_CATE_NAME_B,SRCH_NTV_CNT
47170,경상북도 안동시,202601-202608,39,EEAA6BC253A97C0D8D77D232913B2B9F,7af00ed7f7dcae278c5bcd821ba6273e,옹천역폐역,교통시설,769
47170,경상북도 안동시,202601-202608,40,026CFC2358E65BFA68AE779CA0D85DBB,e9978f29ae16aa0e25948c6c14d55d1e,낙강물길공원공사중(2028년12월31일개장예정),도시공원,734
47170,경상북도 안동시,202601-202608,41,C6C8E9A4B13AA82ABBF2A62DAEC8CC70,7b85fe72ff6949c80e26e57e75254399,안동시립박물관,전시시설,654
47170,경상북도 안동시,202601-202608,42,67251912036F8759900120A41E76CE3A,feaf9c93304f3388c4e250a3e3ae1249,구담시장,시장,652
47170,경상북도 안동시,202601-202608,43,8C86B2608FFC71EC6384153E332214EA,0423dbb8e054b9705d679a7fa02a49ba,비앤비모텔,모텔,633
47170,경상북도 안동시,202601-202608,44,B7BE253FFAC20858A8CFD69DE574C8B2,bdfbcd179cf87218bbe8301e74087883,케이스호텔안동점,호텔,621
47170,경상북도 안동시,202601-202608,45,B78DD1F8F9FADBF0DC21972A524722AA,add43d188ab50f3abd854147585072ca,퀸모텔,모텔,612
47170,경상북도 안동시,202601-202608,46,5C0ED7C32BB03773EC188019FADD206C,258789c9d6a4c649bf5e766c16f9cc35,브라운도트호텔안동옥동점,호텔,608
47170,경상북도 안동시,202601-202608,47,EF81B9083E4432E8291520516F0ABF8B,5b378d141ff48558e5dac2c1bca9af5c,임하호수상레저타운캠핑장,캠핑,584
47170,경상북도 안동시,202601-202608,48,61A9D78AA794263754C9A2F6AE7EDB25,8b5e7836dd068601d1d820b4147fde37,암산안전체험유원지,복합관광시설,577
47170,경상북도 안동시,202601-202608,49,28813D9F89453241BD570CD6422DCC72,cfdb3bc0f5d90696528da5fb3a0cf9a9,고려호텔,호텔,548
47170,경상북도 안동시,202601-202608,50,3C7A7760AA183ED79829492F505525ED,49dd1aa5fa675c4159d456dfed3cfb44,이육사문학관,전시시설,525
47170,경상북도 안동시,202601-202608,51,4C4F48FA614240BE1338271D20DD040B,cdf68a8578f928f2d71d7f440c5aa06b,천년숲,도시공원,503
47170,경상북도 안동시,202601-202608,52,AEECE604343C23D0623F80DC27FC79C0,9db4c493f2dfb03680d8c578fcff8c43,안동파크호텔,호텔,487
47170,경상북도 안동시,202601-202608,53,79BF9632A431D8066FEB5964129D8210,72e43d83e74d4a60cabff22f0f1b6ece,길안천지생태공원,도시공원,461
47170,경상북도 안동시,202601-202608,54,1B458415154F1ED96D1E121E970127BC,06be920ea6c5f217fc073fc90e9b5f26,경상북도독립운동기념관,전시시설,441
47170,경상북도 안동시,202601-202608,55,F93F087B88160C27DF33AF249F9A7AE4,187fc079998937654773cca40f9b7c17,구름에,콘도미니엄,435
47170,경상북도 안동시,202601-202608,56,BDAFB5A4515B278B8F780FD4B78C0B51,dc5992dda5debc66f3b953225c531865,브라운도트호텔안동풍산점,호텔,433
47170,경상북도 안동시,202601-202608,57,43F6D44183B9FAD0AF2C5BC9324FF51C,dcd6dce6bc51a45c08657d380bd83c5f,풍산시장,시장,426
47170,경상북도 안동시,202601-202608,58,5ABFF96744B0EAEEEAE986F30634C07D,31b5df08abee11372afff141dfe824fb,꿈의궁전,모텔,407
47170,경상북도 안동시,202601-202608,59,BFDAF3CA4B8F3B09134FCE1C86B30370,e4a796f9290084ae77d3ad3084d72d31,안동임청각,역사유적지,403
47170,경상북도 안동시,202601-202608,60,8DADD8548E1466C09E1EB8A5693701C9,93b396ed609458115150b40ac9915511,올웨이즈펜션,펜션/민박,400
47170,경상북도 안동시,202601-202608,61,A278BC4F5F4E5692E200B96501995F20,099f311d6b36e6a090bfa280104439f9,하운드호텔안동문화의거리점,호텔,397
47170,경상북도 안동시,202601-202608,62,9E3DCF4195A0B31678254DC852BC8C09,4cd9b9a23d1c08707a723b56062a502f,묵계서원,역사유적지,395
47170,경상북도 안동시,202601-202608,63,BACA9802999D048D75F5A6F1E05939CA,145cff933bdcbe21d1a974706ba32882,송강미술관,전시시설,389
47170,경상북도 안동시,202601-202608,63,CAC08241A77A056C0A3E605DBE15EE1A,a9781261296b79d4a126f520daea895b,단호샌드파크캠핑장,캠핑,389
47170,경상북도 안동시,202601-202608,65,179F83B40DEE8B33551474085DCC81CE,b2b10e1556f0407294cd63b28eeb92de,시그너스358호텔,모텔,383
47170,경상북도 안동시,202601-202608,66,6CF1F6E27B0E7205EEFE75CA3FAD0B40,b66c7db9e76513ecdd4144b2da326feb,월영호텔,호텔,379
47170,경상북도 안동시,202601-202608,67,86FB2F880BDA0DE5C6ABD95D9F358ED3,f9ba3cdea2ad38b74ad43e45bfe75786,안동포타운,전시시설,377
47170,경상북도 안동시,202601-202608,68,0E483C962E3777D56D48557F335EBF0A,57319280d324378f8034c7c4865565e6,쇼모텔,모텔,372
47170,경상북도 안동시,202601-202608,69,31A8BFCC46667D1A401B0993F5D3FF4E,9bb22abf5132ed32bc2eb29a0be6f8c5,안동중앙문화의거리,기타쇼핑시설,352
47170,경상북도 안동시,202601-202608,70,BFFC1244B93E3F28ABDDE9FCF159A8D8,968fa23c5353d2998eca33d0c994891b,이재명대통령생가터,역사유적지,347
47170,경상북도 안동시,202601-202608,71,04C13C0E46414D947A72E1D70A1F9F0E,b523f506f97bbde24fb06451566e80dd,체화정,역사유적지,334
47170,경상북도 안동시,202601-202608,72,0D03964808D98C46D31586C19CA36911,55ab05913143b95c5b5a4455a1e079e4,안동소주전통음식박물관,전시시설,332
47170,경상북도 안동시,202601-202608,73,22686B8E6E874219C457F79BAA011A6B,f7991b1edcd9fa4ac955ae11e5932edb,도산원탕,웰니스관광,319
47170,경상북도 안동시,202601-202608,74,C5F04D41459139FBB257864A74135B16,8a62597f9bd8606ab7a2843184817fc0,석동선착장,교통시설,317
47170,경상북도 안동시,202601-202608,75,CFF8A288858953940029FE539475FD61,558290443cdbf44022859babcadf0cf0,브라운도트호텔안동문화의거리점,호텔,316
47170,경상북도 안동시,202601-202608,76,63D27CD8B9826F795E88C87B26BEB5F4,ad09c3f1e8d6c2f1ea583afd33c3cbad,윈호텔,호텔,313
47170,경상북도 안동시,202601-202608,77,A782B110F359861EAE99B07B131FA069,292ef57a119d835b89f5bb7e2132136f,모텔캐슬,모텔,310
47170,경상북도 안동시,202601-202608,78,C07BC8797E76CC5354F84E5B8B3CC758,97dea3d1cd114bedba992e18815ee523,고산정,역사유적지,304
47170,경상북도 안동시,202601-202608,79,DC1EFF967ED260FC9E8BEC0914C5981B,2d745be7d6763da15d22a4caebeb3086,경상북도산림과학박물관,전시시설,298
47170,경상북도 안동시,202601-202608,79,E5F7FD93D5C70C413CF480545EFBEB29,6c37ead618074dc3fe4962bf12b2d4c8,농암종택,역사유적지,298
47170,경상북도 안동시,202601-202608,81,A20CB8F6007D54B34F0F5BC15CCD21AD,0f8a5fbca061a443332b5ff91ee5a62a,계평파크골프장,육상레저스포츠,297
47170,경상북도 안동시,202601-202608,82,40339956D450C3BC4B4C5232C8B5039A,a9351d889897deeda87c75ee538b4f63,안동이천동마애여래입상,역사유적지,292
47170,경상북도 안동시,202601-202608,83,D4B69486206D5E42BB96C206BAEC4E1A,edbde82c4223ad103ab5e8765fd943d9,한국국학진흥원KSI연수원,육상레저스포츠,280
47170,경상북도 안동시,202601-202608,84,58DBD6FABB2B62B8B28AE0B2AB25FE8E,2c3d34540cd34e6bbebfcc2d698de94a,호텔얌안동강남점,모텔,276
47170,경상북도 안동시,202601-202608,85,22EEFEAB65B3EE6C0C8305C03843EE2C,ec8a79f01156b3c82a27ca947f49d319,안동시청소년수련원,육상레저스포츠,272
47170,경상북도 안동시,202601-202608,85,A8E75312083DF3F6330A164A300325F2,72b7ab771a29f3db7e80cc6364b327a2,화천서원,역사유적지,272
47170,경상북도 안동시,202601-202608,87,72D93649F2C5F606DBCA1E663A339604,85ba878d9c406a4cb9aadae310b93a44,웨이블리,수상레저스포츠,267
47170,경상북도 안동시,202601-202608,88,89B38CD205C151AB1180AA44A3B9DC4F,b1d73ee1a0508df41d87253e2a81a2f6,갤럭시모텔,모텔,263
47170,경상북도 안동시,202601-202608,89,4C24D06407BAD6D6DA07E9CEA45BB3CC,e21b59454204c650a5b874e36cc3a097,스위트호텔,모텔,262
47170,경상북도 안동시,202601-202608,90,74657AED1DDEC61701A31002258A239D,e1188ebdf4e50137c74ba1e3028486bd,탈춤공원,도시공원,259
47170,경상북도 안동시,202601-202608,90,BA7D4D471D1E4080B952FB9A7A6B14DC,7226a197df30c766bfadb95f35ceb9e2,로미오모텔,모텔,259
47170,경상북도 안동시,202601-202608,92,47E0FD4267BF90DF6C69F32CEB2D818A,6f09487bd29c621105df686e89c5c332,경북청과,시장,250
47170,경상북도 안동시,202601-202608,93,6EB7DBB727A1FA77828B7FAE5491F96B,c353ade81d364318beec396fd3d62696,해적선펜션,펜션/민박,243
47170,경상북도 안동시,202601-202608,94,1C95EAA3857738F277886E7A69EC712A,7295c162619011d409535c8d835c9527,권정생동화나라,기타문화관광지,240
47170,경상북도 안동시,202601-202608,95,841A843D38D2935BD114E969345BBA20,966ebee217be9314b408ffd2e11ca4ea,안동드림베이스볼파크,레저스포츠시설,238
47170,경상북도 안동시,202601-202608,96,1B9262BCC87BEB20D709D34B3334A3F2,387ae0c7a8131e26b41e5e248f61a46b,임강사,종교성지,237
47170,경상북도 안동시,202601-202608,97,99C8C4782361F4A2A201114257D298D4,481d02dea7ffdfc1bb0898b8dea76ee4,놀팍,테마공원,236
47170,경상북도 안동시,202601-202608,98,C81FBF337CE849C5487A26611E2694ED,9e0de751c368f449252c6b538a2d813b,에이치에비뉴호텔안동문화의거리점,호텔,234
47170,경상북도 안동시,202601-202608,99,F158A88B78E4AE64312CA94338E4BE02,ee30103feb88811c261838cf3d494d61,도산서원선비문화수련원,육상레저스포츠,233
47170,경상북도 안동시,202601-202608,100,1CD2E4728560911AC3A876D7C154DA77,bc62f7c10d9a6f1dda5613ffc3603452,호텔누리다,모텔,224
