조회_시도,조회기간,SIDO_CD,SGG_CD,ADONG_CD,SIDO_NM,SGG_NM,ADONG_NM,LRFRN_DIV_CD,LRFRN_DIV_NM,NIGHT_CNSM_AMT,CNSM_AMT,RATE_NUM,RNK
47,2024_1-8,47,47250,47250410,경상북도,상주시,화서면,0,현지인,862076.0,862076.0,100.0,1
47,2024_1-8,47,47920,47920340,경상북도,봉화군,춘양면,0,현지인,504989.0,504989.0,100.0,2
47,2024_1-8,47,47750,47750340,경상북도,청송군,현서면,0,현지인,445099.0,445099.0,100.0,3
47,2024_1-8,47,47920,47920330,경상북도,봉화군,법전면,0,현지인,257409.0,257409.0,100.0,4
47,2024_1-8,47,47280,47280350,경상북도,문경시,동로면,0,현지인,15280.0,15280.0,100.0,5
47,2024_1-8,47,47150,47150370,경상북도,김천시,봉산면,0,현지인,7881672.0,9079336.0,86.81,6
47,2024_1-8,47,47930,47930330,경상북도,울진군,근남면,0,현지인,22214308.0,25745197.0,86.29,7
47,2024_1-8,47,47170,47170360,경상북도,안동시,남후면,0,현지인,505174.0,613286.0,82.37,8
47,2024_1-8,47,47850,47850370,경상북도,칠곡군,기산면,0,현지인,10330128.0,12630872.0,81.78,9
47,2024_1-8,47,47730,47730410,경상북도,의성군,단밀면,0,현지인,1554368.0,1963935.0,79.15,10
47,2024_1-8,47,47190,47190600,경상북도,구미시,신평2동,1,외지인,242814923.0,327798987.0,74.07,1
47,2024_1-8,47,47130,47130630,경상북도,경주시,동천동,1,외지인,6506811590.0,11301871609.0,57.57,2
47,2024_1-8,47,47113,47113690,경상북도,포항시 북구,두호동,1,외지인,20056662570.0,35940453846.0,55.81,3
47,2024_1-8,47,47190,47190645,경상북도,구미시,상모사곡동,1,외지인,6402246101.0,11508971122.0,55.63,4
47,2024_1-8,47,47190,47190690,경상북도,구미시,양포동,1,외지인,10947579730.0,21017250334.0,52.09,5
47,2024_1-8,47,47111,47111525,경상북도,포항시 남구,상대동,1,외지인,19010133199.0,36783305015.0,51.68,6
47,2024_1-8,47,47170,47170600,경상북도,안동시,태화동,1,외지인,1275492714.0,2506765880.0,50.88,7
47,2024_1-8,47,47130,47130550,경상북도,경주시,성건동,1,외지인,6511204806.0,12896224237.0,50.49,8
47,2024_1-8,47,47190,47190510,경상북도,구미시,송정동,1,외지인,5373944751.0,10735892363.0,50.06,9
47,2024_1-8,47,47840,47840380,경상북도,성주군,초전면,1,외지인,29764196622.0,59685607525.0,49.87,10
47,2024_1-8,47,47830,47830360,경상북도,고령군,우곡면,2,외국인,52050.0,52050.0,100.0,1
47,2024_1-8,47,47170,47170410,경상북도,안동시,예안면,2,외국인,24000.0,24000.0,100.0,2
47,2024_1-8,47,47170,47170370,경상북도,안동시,남선면,2,외국인,440800.0,512700.0,85.98,3
47,2024_1-8,47,47150,47150340,경상북도,김천시,개령면,2,외국인,20000.0,25000.0,80.0,4
47,2024_1-8,47,47190,47190600,경상북도,구미시,신평2동,2,외국인,1219950.0,1593174.0,76.57,5
47,2024_1-8,47,47190,47190583,경상북도,구미시,형곡2동,2,외국인,41913254.0,54933716.0,76.3,6
47,2024_1-8,47,47190,47190645,경상북도,구미시,상모사곡동,2,외국인,83207508.0,114236835.0,72.84,7
47,2024_1-8,47,47150,47150390,경상북도,김천시,감천면,2,외국인,244315.0,336315.0,72.64,8
47,2024_1-8,47,47830,47830320,경상북도,고령군,운수면,2,외국인,766100.0,1165900.0,65.71,9
47,2024_1-8,47,47190,47190670,경상북도,구미시,인동동,2,외국인,525498993.0,811631560.0,64.75,10
47,2024_1-8,47,47190,47190600,경상북도,구미시,신평2동,3,내국인,242814923.0,327798987.0,74.07,1
47,2024_1-8,47,47130,47130630,경상북도,경주시,동천동,3,내국인,6744433195.0,11867772005.0,56.83,2
47,2024_1-8,47,47190,47190645,경상북도,구미시,상모사곡동,3,내국인,6551411997.0,11781865427.0,55.61,3
47,2024_1-8,47,47113,47113690,경상북도,포항시 북구,두호동,3,내국인,20321401616.0,36627514552.0,55.48,4
47,2024_1-8,47,47170,47170600,경상북도,안동시,태화동,3,내국인,1345241194.0,2626843491.0,51.21,5
47,2024_1-8,47,47111,47111525,경상북도,포항시 남구,상대동,3,내국인,19415393458.0,38137037587.0,50.91,6
47,2024_1-8,47,47130,47130550,경상북도,경주시,성건동,3,내국인,6540211224.0,12962426935.0,50.46,7
47,2024_1-8,47,47840,47840380,경상북도,성주군,초전면,3,내국인,29767161260.0,59689643685.0,49.87,8
47,2024_1-8,47,47190,47190690,경상북도,구미시,양포동,3,내국인,11757710078.0,23686656316.0,49.64,9
47,2024_1-8,47,47210,47210620,경상북도,영주시,가흥1동,3,내국인,6492262013.0,13079816761.0,49.64,10
47,2026_1-8,47,47840,47840380,경상북도,성주군,초전면,0,현지인,2195898.0,2195898.0,100.0,1
47,2026_1-8,47,47250,47250560,경상북도,상주시,동성동,0,현지인,321555.0,321555.0,100.0,2
47,2026_1-8,47,47900,47900350,경상북도,예천군,보문면,0,현지인,320680.0,320680.0,100.0,3
47,2026_1-8,47,47150,47150420,경상북도,김천시,지례면,0,현지인,309303.0,309303.0,100.0,4
47,2026_1-8,47,47230,47230390,경상북도,영천시,북안면,0,현지인,267726.0,267726.0,100.0,5
47,2026_1-8,47,47150,47150340,경상북도,김천시,개령면,0,현지인,267233.0,267233.0,100.0,6
47,2026_1-8,47,47750,47750340,경상북도,청송군,현서면,0,현지인,213786.0,213786.0,100.0,7
47,2026_1-8,47,47900,47900400,경상북도,예천군,지보면,0,현지인,160635.0,160635.0,100.0,8
47,2026_1-8,47,47150,47150565,경상북도,김천시,양금동,0,현지인,5354.0,5354.0,100.0,9
47,2026_1-8,47,47250,47250330,경상북도,상주시,낙동면,0,현지인,214486.0,215021.0,99.75,10
47,2026_1-8,47,47130,47130630,경상북도,경주시,동천동,1,외지인,6804192915.0,12033766210.0,56.54,1
47,2026_1-8,47,47190,47190645,경상북도,구미시,상모사곡동,1,외지인,6980399624.0,12576302508.0,55.5,2
47,2026_1-8,47,47113,47113690,경상북도,포항시 북구,두호동,1,외지인,20413195491.0,38795749285.0,52.62,3
47,2026_1-8,47,47190,47190510,경상북도,구미시,송정동,1,외지인,5375411217.0,10304868975.0,52.16,4
47,2026_1-8,47,47111,47111525,경상북도,포항시 남구,상대동,1,외지인,16438043235.0,32269718586.0,50.94,5
47,2026_1-8,47,47190,47190600,경상북도,구미시,신평2동,1,외지인,140584308.0,279907105.0,50.23,6
47,2026_1-8,47,47190,47190690,경상북도,구미시,양포동,1,외지인,10240370520.0,20543210364.0,49.85,7
47,2026_1-8,47,47840,47840380,경상북도,성주군,초전면,1,외지인,30030705715.0,60723073880.0,49.46,8
47,2026_1-8,47,47150,47150370,경상북도,김천시,봉산면,1,외지인,17581222906.0,37174185085.0,47.29,9
47,2026_1-8,47,47170,47170600,경상북도,안동시,태화동,1,외지인,1320360835.0,2799353741.0,47.17,10
47,2026_1-8,47,47730,47730340,경상북도,의성군,사곡면,2,외국인,306135.0,330135.0,92.73,1
47,2026_1-8,47,47250,47250370,경상북도,상주시,내서면,2,외국인,272000.0,306200.0,88.83,2
47,2026_1-8,47,47190,47190645,경상북도,구미시,상모사곡동,2,외국인,127374229.0,170669895.0,74.63,3
47,2026_1-8,47,47250,47250390,경상북도,상주시,모서면,2,외국인,50304151.0,67959940.0,74.02,4
47,2026_1-8,47,47190,47190670,경상북도,구미시,인동동,2,외국인,799476662.0,1131232612.0,70.67,5
47,2026_1-8,47,47930,47930250,경상북도,울진군,울진읍,2,외국인,119928314.0,170321595.0,70.41,6
47,2026_1-8,47,47230,47230520,경상북도,영천시,중앙동,2,외국인,18931109.0,27154118.0,69.72,7
47,2026_1-8,47,47130,47130630,경상북도,경주시,동천동,2,외국인,169135594.0,247071042.0,68.46,8
