region,visits,spend,months,spend_per_visit,visits_26,spend_26,months_26,spend_per_visit_26,visit_change,spend_change,per_visit_change
임실군,5744124.0,70672086000.0,8,12303.370540051015,5955887.0,77216712000.0,8,12964.771158351392,3.6866021694517803,9.260553027966377,5.3757676902221885
목포시,17976681.0,267149942000.0,8,14860.915760812577,18195863.0,285055754000.0,8,15665.965060299695,1.2192573256431416,6.7025326174317446,5.41722537456264
정선군,6726784.0,99945498000.0,8,14857.842618404278,6697697.0,105062383000.0,8,15686.34457485909,-0.4324057380168611,5.119675325445883,5.576192841271266
신안군,5164868.0,30998629000.0,8,6001.824054361118,5020338.0,31915145000.0,8,6357.170572977358,-2.7983290182827525,2.956633985328838,5.920642048112579
나주시,10660109.0,163559635000.0,8,15343.148461239936,11097688.0,180708236000.0,8,16283.412905462832,4.104826695486885,10.48461681881352,6.1282366301688596
속초시,16630285.0,398042988000.0,8,23934.82661301355,17973055.0,456545067000.0,8,25401.63967672719,8.074245269999892,14.6974273542535,6.128363022760008
보령시,11561860.0,161459280000.0,8,13964.818809430317,11461609.0,170962259000.0,8,14916.078449369543,-0.8670836699285367,5.885681516726704,6.8118294474171615
부안군,6820054.0,93310073000.0,8,13681.720555291791,7143159.0,104440299000.0,8,14621.023975526794,4.737572459103689,11.928214867005838,6.865389600957017
담양군,10510646.0,112784785000.0,8,10730.528361434683,10594213.0,121744703000.0,8,11491.623115374403,0.7950700651510934,7.944261276022302,7.092798493269736
양주시,22587904.0,414655919000.0,8,18357.432323069905,22654847.0,445639156000.0,8,19670.80845878147,0.29636658629326185,7.4720353865249,7.154465355490025
완주군,15365622.0,191886064000.0,8,12488.01148433822,15381299.0,205983770000.0,8,13391.831860234952,0.10202645880523775,7.346914990137066,7.237504361925473
부여군,6462250.0,108324828000.0,8,16762.710820534645,7488477.0,134680412000.0,8,17985.020452089255,15.880335796355748,24.330141562744977,7.291837487629138
구례군,4580774.0,32353196000.0,8,7062.823007640193,4605289.0,34902096000.0,8,7578.698318390007,0.5351715670757873,7.8783561290204585,7.304095121621579
통영시,10286774.0,132875362000.0,8,12917.107151377098,10677982.0,148101037000.0,8,13869.759005025482,3.8030192944843444,11.458614125920509,7.375117682962173
예천군,4488322.0,39347521000.0,8,8766.643970731155,4591638.0,43307040000.0,8,9431.719138137632,2.3018847578226254,10.062943990804406,7.586428394114519
울주군,23742962.0,403355376000.0,8,16988.41854693614,25400849.0,465036002000.0,8,18307.89207085165,6.982646057387454,15.291881469803448,7.7669002577845925
철원군,4475445.0,46301029000.0,8,10345.569881877667,4148572.0,46293225000.0,8,11158.833690243293,-7.303698291454818,-0.016854916982511625,7.860986080527277
의왕시,19617134.0,373976674000.0,8,19063.777308142973,20666545.0,425747031000.0,8,20600.78406913202,5.34946134333385,13.843204830470256,8.062446052244443
영동군,4374165.0,48236389000.0,8,11027.5650324119,4483845.0,53472693000.0,8,11925.633691619581,2.5074499933130046,10.855505788378972,8.14385275959022
경주시,31262128.0,592976006000.0,8,18967.870837199567,33719887.0,692481803000.0,8,20536.30259792982,7.861777675531245,16.780745931227447,8.268886762209826
여수시,18287071.0,361982153000.0,8,19794.430338242793,17349503.0,373655161000.0,8,21536.93745578764,-5.126944604742878,3.224746828885783,8.803017251667633
기장군,26792665.0,594295725000.0,8,22181.2845045463,28319941.0,685924635000.0,8,24220.553107790725,5.70035119686676,15.418066485334393,9.193645222964687
사천시,9859137.0,179834915000.0,8,18240.431692956492,10036860.0,200016044000.0,8,19928.149241894378,1.8026222781973633,11.222030493911594,9.252618454143246
군포시,17029214.0,230416642000.0,8,13530.668062542405,17480740.0,258622746000.0,8,14794.72528050872,2.6514788057745875,12.241348435240184,9.342164127621055
영암군,6794574.0,98739869000.0,8,14532.164783252048,7072854.0,112428850000.0,8,15895.825079946511,4.095621005820238,13.863681548939466,9.383738190651725
합천군,4391046.0,32797554000.0,8,7469.189345773194,4530192.0,37028875000.0,8,8173.798152484486,3.1688577163618836,12.901330995598027,9.433537886009402
군산시,16803564.0,339036077000.0,8,20176.438581719925,17867362.0,396045750000.0,8,22165.87708918642,6.330787920943437,16.815223177561723,9.860206494861522
영천시,8646036.0,150030785000.0,8,17352.551504527622,9008556.0,172644296000.0,8,19164.480522738606,4.192904123924546,15.07258060404071,10.441859329668123
칠곡군,14688478.0,349352422000.0,8,23784.11309871588,14925537.0,393326087000.0,8,26352.55850426018,1.6139112575176195,12.587193398647734,10.798995930115108
무주군,5670009.0,56131016000.0,8,9899.634374478066,5577895.0,61284066000.0,8,10986.952246322313,-1.624582959215759,9.180396805929902,10.983414444551887
강릉시,22871514.0,515146035000.0,8,22523.47767620456,24100873.0,602601124000.0,8,25003.290295749866,5.375066119365779,16.976756697739127,11.009901113828269
정읍시,7039128.0,94304406000.0,8,13397.171638305199,7285917.0,108660065000.0,8,14913.71161653365,3.5059598291151906,15.22268111205749,11.319851825234206
진안군,3191290.0,28726562000.0,8,9001.551723597668,3319211.0,33322007000.0,8,10039.134902842874,4.008441727326573,15.997197993968083,11.526714627714352
고흥군,4379529.0,43201626000.0,8,9864.445697242785,4528967.0,49973111000.0,8,11034.107998578926,3.4121934116659647,15.674143838937905,11.8573545563039
하동군,5447376.0,64132167000.0,8,11773.038431714645,5399027.0,71105672000.0,8,13170.090092159198,-0.8875649487019022,10.87364629359866,11.866534442639075
김제시,8006546.0,119540626000.0,8,14930.361481717584,8642294.0,145403330000.0,8,16824.62202743855,7.940352806316242,21.635074924235376,12.68730531434561
영양군,1155196.0,6290158000.0,8,5445.100225416293,1209046.0,7495381000.0,8,6199.417557313783,4.661546612003509,19.160456700769668,13.853139532244697
당진시,15600689.0,337345547000.0,8,21623.75950190405,14917529.0,367549856000.0,8,24638.789440261855,-4.3790373617472955,8.95352236559981,13.943134810079272
산청군,5052311.0,78309853000.0,8,15499.808503474944,5082460.0,89798069000.0,8,17668.22936137225,0.5967368200413548,14.670205037927996,13.989984827303914
밀양시,10126528.0,93479362000.0,8,9231.136476391513,10391597.0,109503624000.0,8,10537.70888151263,2.6175704051773607,17.142031842279803,14.153971273880028
괴산군,7600471.0,98950599000.0,8,13019.008821953272,7550261.0,112278643000.0,8,14870.829366031188,-0.6606169538703632,13.469391933645603,14.223974877068123
남해군,5683426.0,64521547000.0,8,11352.579764388593,6132203.0,79850873000.0,8,13021.563865384103,7.896240753376582,23.758460100158473,14.701364232919767
장성군,6529432.0,116536406000.0,8,17847.86272374075,6874320.0,141795544000.0,8,20626.84658264381,5.282052098865564,21.67489016265012,15.570401352350904
청도군,6787793.0,93225957000.0,8,13734.354745349483,6962042.0,110679855000.0,8,15897.613803536377,2.567093604651771,18.722144091264205,15.750714891934647
양구군,1960932.0,19310208000.0,8,9847.464368983728,1944676.0,22241063000.0,8,11436.899000141926,-0.8289935602050491,15.17774950948223,16.140547166277575
의성군,4555385.0,62577770000.0,8,13737.097962082238,4444033.0,70928480000.0,8,15960.385532690689,-2.4444037112121175,13.344531133020565,16.184550599735626
함안군,7186316.0,154317325000.0,8,21473.773905851063,7838820.0,195852503000.0,8,24984.94709662934,9.079812243157681,26.91543415491424,16.350983325858582
봉화군,3026524.0,24239617000.0,8,8009.061550478371,3012862.0,28313345000.0,8,9397.491488159763,-0.4514089430647128,16.80607412237578,17.33573813774054
울진군,5373040.0,65329676000.0,8,12158.792043238092,5814482.0,83651159000.0,8,14386.69154019223,8.215870345279397,28.044656152894444,18.3233621319574
의령군,2920119.0,18600940000.0,8,6369.925335234626,2984862.0,22888254000.0,8,7668.111289567156,2.217135671525705,23.04891043140831,20.379924190818066
과천시,13850191.0,118886673000.0,8,8583.75693158311,14754138.0,155429976000.0,8,10534.670070186412,6.526603134931497,30.73793056686851,22.72796345648027
영덕군,6857377.0,88292879000.0,8,12875.60520589724,7168522.0,113812278000.0,8,15876.672764622888,4.537376317504482,28.903122527016034,23.308166961744913
양양군,10450534.0,143508223000.0,8,13732.14258716349,10726738.0,182890761000.0,8,17049.988635874204,2.642965421671284,27.44270479887414,24.161168059907602
창녕군,6584552.0,103561156000.0,8,15727.89705358846,6904531.0,135312966000.0,8,19597.7056225832,4.859540937637052,30.65996096065209,24.60474248915436
해남군,6026492.0,56035115000.0,8,9298.131483456711,6241876.0,72618134000.0,8,11634.023809508551,3.5739531389073376,29.593976919651176,25.12216922515964
