도시,순위,장소명,데이터랩_분류,분류,검색건수,출처,조사일
안동시,1,안동하회마을,역사유적지,명소(자연·역사),65417,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,2,월영교,기타관광,교통·기타,46679,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,3,안동구시장,시장,쇼핑·시장,43512,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,4,안동역,교통시설,교통·기타,36439,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,5,도산서원,역사유적지,명소(자연·역사),26772,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,6,안동터미널,교통시설,교통·기타,24636,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,7,병산서원,역사유적지,명소(자연·역사),15277,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,8,중앙신시장,시장,쇼핑·시장,14775,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,9,안동그랜드호텔,호텔,숙박,14477,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,10,봉정사,종교성지,명소(자연·역사),13526,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,11,스탠포드호텔안동,호텔,숙박,13308,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,12,낙강물길공원,도시공원,명소(자연·역사),12243,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,13,리버힐CC,육상레저스포츠,체험·문화·레저,8536,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,14,안동학가산온천,웰니스관광,체험·문화·레저,8371,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,15,남안동CC,육상레저스포츠,체험·문화·레저,8312,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,16,유교랜드,기타레저스포츠,체험·문화·레저,7778,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,17,리첼호텔,호텔,숙박,7162,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,18,웅부공원,도시공원,명소(자연·역사),7124,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,19,안동시농산물도매시장,시장,쇼핑·시장,6040,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,20,만휴정,역사유적지,명소(자연·역사),6036,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,21,안동중앙문화의거리,기타쇼핑시설,쇼핑·시장,5547,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,22,안동강변구장,레저스포츠시설,체험·문화·레저,5189,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,23,선성수상길,기타레저스포츠,체험·문화·레저,5091,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,24,안동청과합자회사,시장,쇼핑·시장,5057,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,25,낙동강12경(부용경)부용대,역사유적지,명소(자연·역사),4696,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,26,안동레이크GC,육상레저스포츠,체험·문화·레저,4581,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,27,안동문화예술의전당,공연시설,체험·문화·레저,4412,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,28,CM파크호텔,호텔,숙박,3934,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,29,케이스호텔안동점,호텔,숙박,3395,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,30,안동국제컨벤션센터,전시시설,체험·문화·레저,3324,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,31,영모각,전시시설,체험·문화·레저,3308,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,32,CGV안동,공연시설,체험·문화·레저,3277,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,33,안동호반자연휴양림,자연공원,명소(자연·역사),3245,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,34,안동시립박물관,전시시설,체험·문화·레저,3155,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,35,안동수산물도매시장,시장,쇼핑·시장,3141,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,36,월영호텔,호텔,숙박,3124,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,37,퀸모텔,모텔,숙박,2890,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,38,브라운도트호텔안동옥동점,호텔,숙박,2748,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,39,한국문화테마파크,테마공원,체험·문화·레저,2488,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,40,안동암산얼음축제,기타문화관광지,체험·문화·레저,2377,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,41,비앤비모텔,모텔,숙박,2370,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,42,고려호텔,호텔,숙박,2366,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,43,브라운도트호텔안동풍산점,호텔,숙박,2364,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,44,브라운도트호텔안동문화의거리점,호텔,숙박,2175,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,45,브라운도트호텔태화점,모텔,숙박,2160,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,46,탈춤공원,도시공원,명소(자연·역사),2089,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,47,암산안전체험유원지,복합관광시설,체험·문화·레저,2026,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,48,안동소주전통음식박물관,전시시설,체험·문화·레저,1928,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,49,구름에,콘도미니엄,숙박,1868,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,50,쇼모텔,모텔,숙박,1767,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,51,꿈의궁전,모텔,숙박,1727,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,52,옹천역폐역,교통시설,교통·기타,1660,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,53,스위트호텔,모텔,숙박,1625,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,54,롯데시네마프리미엄안동,공연시설,체험·문화·레저,1607,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,55,플레이방월드,테마공원,체험·문화·레저,1585,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,56,안동파크호텔,호텔,숙박,1551,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,57,안동임청각,역사유적지,명소(자연·역사),1520,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,58,윈호텔,호텔,숙박,1488,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,59,용상시장,시장,쇼핑·시장,1475,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,60,이육사문학관,전시시설,체험·문화·레저,1439,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,61,구담시장,시장,쇼핑·시장,1394,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,62,고산정,역사유적지,명소(자연·역사),1328,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,63,안동파크골프장,기타레저스포츠,체험·문화·레저,1304,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,64,호텔누리다,모텔,숙박,1293,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,65,올웨이즈펜션,펜션/민박,숙박,1285,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,66,연미사,종교성지,명소(자연·역사),1267,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,67,안동용계리은행나무,역사유적지,명소(자연·역사),1239,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,68,경상북도독립운동기념관,전시시설,체험·문화·레저,1231,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,69,풍산시장,시장,쇼핑·시장,1224,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,70,주토피움,테마공원,체험·문화·레저,1216,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,71,화천서원,역사유적지,명소(자연·역사),1200,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,72,시그너스358호텔,모텔,숙박,1151,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,73,안동국제탈춤페스티벌,기타문화관광지,체험·문화·레저,1139,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,73,임하호수상레저타운캠핑장,캠핑,숙박,1139,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,75,용상체육공원야구장,레저스포츠시설,체험·문화·레저,1126,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,76,농암종택,역사유적지,명소(자연·역사),1119,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,77,모텔캐슬,모텔,숙박,1116,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,78,한국국학진흥원인문정신연수원,육상레저스포츠,체험·문화·레저,1037,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,79,넘버25호텔안동역점,모텔,숙박,1007,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,80,호텔얌안동강남점,모텔,숙박,1005,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,81,샾호텔,모텔,숙박,998,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,82,천년숲,도시공원,명소(자연·역사),963,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,83,묵계서원,역사유적지,명소(자연·역사),941,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,84,해적선펜션,펜션/민박,숙박,937,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,85,금소생태공원,도시공원,명소(자연·역사),936,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,86,석동선착장,교통시설,교통·기타,922,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,87,호텔얌안동문화의거리점,모텔,숙박,913,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,88,안동이천동마애여래입상,역사유적지,명소(자연·역사),886,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,89,해피큐모텔,모텔,숙박,873,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,90,권정생동화나라,기타문화관광지,체험·문화·레저,859,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,91,길안천지생태공원,도시공원,명소(자연·역사),858,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,92,안동드림베이스볼파크,레저스포츠시설,체험·문화·레저,854,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,93,체화정,역사유적지,명소(자연·역사),848,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,94,하회세계탈박물관,전시시설,체험·문화·레저,832,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,95,호텔궁,모텔,숙박,831,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,96,안동민속촌,역사유적지,명소(자연·역사),811,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,97,W모텔,모텔,숙박,803,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,98,안동퇴계예던길1코스,기타레저스포츠,체험·문화·레저,778,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,99,올인모텔,모텔,숙박,769,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
안동시,100,이재명대통령생가터,역사유적지,명소(자연·역사),768,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,1,동학사,종교성지,명소(자연·역사),96940,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,2,마곡사,종교성지,명소(자연·역사),75951,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,3,공산성,역사유적지,명소(자연·역사),51807,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,4,공주종합버스터미널,교통시설,교통·기타,43484,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,5,공주산성시장,시장,쇼핑·시장,33316,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,6,갑사,종교성지,명소(자연·역사),29205,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,7,국립공주박물관,전시시설,체험·문화·레저,27516,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,8,포웰CC프린세스,육상레저스포츠,체험·문화·레저,27296,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,9,공주역,교통시설,교통·기타,21741,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,10,무령왕릉,역사유적지,명소(자연·역사),18520,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,11,금강신관공원,도시공원,명소(자연·역사),17756,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,12,신원사,종교성지,명소(자연·역사),15718,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,13,공주한옥마을,역사유적지,명소(자연·역사),12906,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,14,유구색동수국정원,도시공원,명소(자연·역사),12414,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,15,골드리버CC,육상레저스포츠,체험·문화·레저,9079,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,16,메타세콰이어길,기타관광,교통·기타,8943,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,17,석장리박물관,전시시설,체험·문화·레저,8878,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,18,유구시외버스터미널,교통시설,교통·기타,8300,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,19,백제문화제(공주),기타문화관광지,체험·문화·레저,7345,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,20,공주무령왕릉과왕릉원,역사유적지,명소(자연·역사),5987,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,21,공주시립박찬호야구장,레저스포츠시설,체험·문화·레저,5340,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,22,미르섬,자연경관(하천/해양),명소(자연·역사),5207,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,23,힐스포레,농/산/어촌체험,교통·기타,4875,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,24,공주산림휴양마을,자연공원,명소(자연·역사),4596,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,25,파크오브드림,캠핑,숙박,4453,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,26,로보카폴리안전체험공원,기타관광,교통·기타,4405,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,27,겨울공주군밤축제,기타문화관광지,체험·문화·레저,4370,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,28,공주공산성연지,역사유적지,명소(자연·역사),4317,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,29,호텔공주,호텔,숙박,4215,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,30,공주유구색동수국정원꽃축제,기타문화관광지,체험·문화·레저,3933,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,31,나태주풀꽃문학관,전시시설,체험·문화·레저,3904,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,32,호텔INK,호텔,숙박,3775,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,33,유구시장,시장,쇼핑·시장,3345,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,34,쌍신종합체육공원축구장,레저스포츠시설,체험·문화·레저,3154,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,35,계룡저수지,자연경관(하천/해양),명소(자연·역사),2883,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,36,금강온천,웰니스관광,체험·문화·레저,2769,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,37,자연농원낚시터,수상레저스포츠,체험·문화·레저,2753,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,38,마루호텔,모텔,숙박,2729,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,39,호텔미인,모텔,숙박,2727,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,40,메가박스공주,공연시설,체험·문화·레저,2691,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,41,동학사계곡,자연경관(산),명소(자연·역사),2668,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,42,정안천생태공원,도시공원,명소(자연·역사),2625,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,43,호텔공산여관,모텔,숙박,2586,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,44,구룡사,종교성지,명소(자연·역사),2559,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
공주시,45,수리치골성지,역사유적지,명소(자연·역사),2543,"한국관광 데이터랩 LN_03_01_037 관광지 검색 Top100 (2025.01~12, 티맵 목적지 검색)",2026-09-13
