_조회_시도,_조회_시군구,_조회_SGG_CD,DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
대전광역시,서구,30170,탄방동,탄방동,188066.0,434.0,9.0,188066.0,434.0,100.0
대전광역시,서구,30170,괴정동,괴정동,88718.0,298.0,4.2,88718.0,298.0,100.0
대전광역시,서구,30170,가장동,가장동,26089.0,162.0,1.2,26089.0,162.0,100.0
대전광역시,서구,30170,내동,내동,35157.0,188.0,1.7,35157.0,188.0,100.0
대전광역시,서구,30170,갈마1동,갈마1동,64840.0,255.0,3.1,64840.0,255.0,100.0
대전광역시,서구,30170,갈마2동,갈마2동,73568.0,271.0,3.5,73568.0,271.0,100.0
대전광역시,서구,30170,월평1동,월평1동,120776.0,348.0,5.8,120776.0,348.0,100.0
대전광역시,서구,30170,월평2동,월평2동,84615.0,291.0,4.0,84615.0,291.0,100.0
대전광역시,서구,30170,월평3동,월평3동,18707.0,137.0,0.9,18707.0,137.0,100.0
대전광역시,서구,30170,가수원동,가수원동,87562.0,296.0,4.2,87562.0,296.0,100.0
대전광역시,서구,30170,도안동,도안동,92527.0,304.0,4.4,92527.0,304.0,100.0
대전광역시,서구,30170,관저1동,관저1동,44151.0,210.0,2.1,44151.0,210.0,100.0
대전광역시,서구,30170,관저2동,관저2동,85866.0,293.0,4.1,85866.0,293.0,100.0
대전광역시,서구,30170,기성동,기성동,51406.0,227.0,2.4,51406.0,227.0,100.0
대전광역시,서구,30170,둔산1동,둔산1동,114898.0,339.0,5.5,114898.0,339.0,100.0
대전광역시,서구,30170,둔산2동,둔산2동,375526.0,613.0,17.9,375526.0,613.0,100.0
대전광역시,서구,30170,만년동,만년동,146770.0,383.0,7.0,146770.0,383.0,100.0
대전광역시,서구,30170,둔산3동,둔산3동,37538.0,194.0,1.8,37538.0,194.0,100.0
대전광역시,유성구,30200,진잠동,진잠동,121372.0,348.0,4.4,121372.0,348.0,100.0
대전광역시,유성구,30200,학하동,학하동,88295.0,297.0,3.2,88295.0,297.0,100.0
대전광역시,유성구,30200,상대동,상대동,39974.0,200.0,1.5,39974.0,200.0,100.0
대전광역시,유성구,30200,온천1동,온천1동,426075.0,653.0,15.5,426075.0,653.0,100.0
대전광역시,유성구,30200,온천2동,온천2동,666563.0,816.0,24.3,666563.0,816.0,100.0
대전광역시,유성구,30200,노은1동,노은1동,108896.0,330.0,4.0,108896.0,330.0,100.0
대전광역시,유성구,30200,노은2동,노은2동,57461.0,240.0,2.1,57461.0,240.0,100.0
대전광역시,유성구,30200,노은3동,노은3동,63330.0,252.0,2.3,63330.0,252.0,100.0
대전광역시,유성구,30200,신성동,신성동,553806.0,744.0,20.1,553806.0,744.0,100.0
대전광역시,유성구,30200,전민동,전민동,137372.0,371.0,5.0,137372.0,371.0,100.0
대전광역시,유성구,30200,구즉동,구즉동,104901.0,324.0,3.8,104901.0,324.0,100.0
대전광역시,유성구,30200,관평동,관평동,269888.0,520.0,9.8,269888.0,520.0,100.0
대전광역시,유성구,30200,원신흥동,원신흥동,110712.0,333.0,4.0,110712.0,333.0,100.0
대전광역시,중구,30140,은행선화동,은행선화동,209656.0,458.0,21.4,209656.0,458.0,100.0
대전광역시,중구,30140,목동,목동,54568.0,234.0,5.6,54568.0,234.0,100.0
대전광역시,중구,30140,중촌동,중촌동,46622.0,216.0,4.8,46622.0,216.0,100.0
대전광역시,중구,30140,대흥동,대흥동,147458.0,384.0,15.1,147458.0,384.0,100.0
대전광역시,중구,30140,문창동,문창동,14250.0,119.0,1.5,14250.0,119.0,100.0
대전광역시,중구,30140,석교동,석교동,20373.0,143.0,2.1,20373.0,143.0,100.0
대전광역시,중구,30140,대사동,대사동,46533.0,216.0,4.8,46533.0,216.0,100.0
대전광역시,중구,30140,부사동,부사동,49263.0,222.0,5.0,49263.0,222.0,100.0
대전광역시,중구,30140,용두동,용두동,39261.0,198.0,4.0,39261.0,198.0,100.0
대전광역시,중구,30140,오류동,오류동,78407.0,280.0,8.0,78407.0,280.0,100.0
대전광역시,중구,30140,태평1동,태평1동,18986.0,138.0,1.9,18986.0,138.0,100.0
대전광역시,중구,30140,태평2동,태평2동,54674.0,234.0,5.6,54674.0,234.0,100.0
대전광역시,중구,30140,유천1동,유천1동,31727.0,178.0,3.2,31727.0,178.0,100.0
대전광역시,중구,30140,유천2동,유천2동,29353.0,171.0,3.0,29353.0,171.0,100.0
대전광역시,중구,30140,문화1동,문화1동,46839.0,216.0,4.8,46839.0,216.0,100.0
대전광역시,중구,30140,문화2동,문화2동,16778.0,130.0,1.7,16778.0,130.0,100.0
대전광역시,중구,30140,산성동,산성동,73577.0,271.0,7.5,73577.0,271.0,100.0
울산광역시,남구,31140,신정1동,신정1동,132822.0,364.0,2.6,132822.0,364.0,100.0
울산광역시,남구,31140,신정2동,신정2동,87478.0,296.0,1.7,87478.0,296.0,100.0
울산광역시,남구,31140,신정3동,신정3동,68556.0,262.0,1.3,68556.0,262.0,100.0
울산광역시,남구,31140,신정4동,신정4동,49432.0,222.0,1.0,49432.0,222.0,100.0
울산광역시,남구,31140,신정5동,신정5동,57073.0,239.0,1.1,57073.0,239.0,100.0
울산광역시,남구,31140,달동,달동,128089.0,358.0,2.5,128089.0,358.0,100.0
울산광역시,남구,31140,삼산동,삼산동,851740.0,923.0,16.7,851740.0,923.0,100.0
울산광역시,남구,31140,삼호동,삼호동,71157.0,267.0,1.4,71157.0,267.0,100.0
울산광역시,남구,31140,무거동,무거동,189874.0,436.0,3.7,189874.0,436.0,100.0
울산광역시,남구,31140,옥동,옥동,109526.0,331.0,2.2,109526.0,331.0,100.0
울산광역시,남구,31140,대현동,대현동,77229.0,278.0,1.5,77229.0,278.0,100.0
울산광역시,남구,31140,수암동,수암동,24412.0,156.0,0.5,24412.0,156.0,100.0
울산광역시,남구,31140,선암동,선암동,1093006.0,1045.0,21.5,1093006.0,1045.0,100.0
울산광역시,남구,31140,야음장생포동,야음장생포동,2147794.0,1466.0,42.2,2147794.0,1466.0,100.0
울산광역시,동구,31170,방어동,방어동,3071574.0,1753.0,58.4,3071574.0,1753.0,100.0
울산광역시,동구,31170,일산동,일산동,750583.0,866.0,14.3,750583.0,866.0,100.0
울산광역시,동구,31170,화정동,화정동,100113.0,316.0,1.9,100113.0,316.0,100.0
울산광역시,동구,31170,대송동,대송동,85001.0,292.0,1.6,85001.0,292.0,100.0
울산광역시,동구,31170,전하1동,전하1동,497464.0,705.0,9.5,497464.0,705.0,100.0
울산광역시,동구,31170,전하2동,전하2동,194191.0,441.0,3.7,194191.0,441.0,100.0
울산광역시,동구,31170,남목1동,남목1동,56731.0,238.0,1.1,56731.0,238.0,100.0
울산광역시,동구,31170,남목2동,남목2동,250204.0,500.0,4.8,250204.0,500.0,100.0
울산광역시,동구,31170,남목3동,남목3동,250270.0,500.0,4.8,250270.0,500.0,100.0
울산광역시,북구,31200,농소1동,농소1동,126058.0,355.0,1.8,126058.0,355.0,100.0
울산광역시,북구,31200,농소2동,농소2동,131601.0,363.0,1.8,131601.0,363.0,100.0
울산광역시,북구,31200,농소3동,농소3동,58561.0,242.0,0.8,58561.0,242.0,100.0
울산광역시,북구,31200,강동동,강동동,1863878.0,1365.0,26.0,1863878.0,1365.0,100.0
울산광역시,북구,31200,효문동,효문동,805991.0,898.0,11.3,805991.0,898.0,100.0
울산광역시,북구,31200,송정동,송정동,255943.0,506.0,3.6,255943.0,506.0,100.0
울산광역시,북구,31200,양정동,양정동,2006478.0,1417.0,28.0,2006478.0,1417.0,100.0
울산광역시,북구,31200,염포동,염포동,1914140.0,1384.0,26.7,1914140.0,1384.0,100.0
울산광역시,울주군,31710,온산읍,온산읍,1564563.0,1251.0,38.6,1564563.0,1251.0,100.0
울산광역시,울주군,31710,언양읍,언양읍,230675.0,480.0,5.7,230675.0,480.0,100.0
울산광역시,울주군,31710,온양읍,온양읍,172678.0,416.0,4.3,172678.0,416.0,100.0
울산광역시,울주군,31710,범서읍,범서읍,148349.0,385.0,3.7,148349.0,385.0,100.0
울산광역시,울주군,31710,청량읍,청량읍,131588.0,363.0,3.2,131588.0,363.0,100.0
울산광역시,울주군,31710,삼남읍,삼남읍,184349.0,429.0,4.5,184349.0,429.0,100.0
울산광역시,울주군,31710,서생면,서생면,1112146.0,1055.0,27.4,1112146.0,1055.0,100.0
울산광역시,울주군,31710,웅촌면,웅촌면,99415.0,315.0,2.5,99415.0,315.0,100.0
울산광역시,울주군,31710,두동면,두동면,36678.0,192.0,0.9,36678.0,192.0,100.0
울산광역시,울주군,31710,두서면,두서면,123898.0,352.0,3.1,123898.0,352.0,100.0
울산광역시,울주군,31710,상북면,상북면,92608.0,304.0,2.3,92608.0,304.0,100.0
울산광역시,울주군,31710,삼남면,삼남면,63131.0,251.0,1.6,63131.0,251.0,100.0
울산광역시,울주군,31710,삼동면,삼동면,92414.0,304.0,2.3,92414.0,304.0,100.0
울산광역시,중구,31110,학성동,학성동,30706.0,175.0,4.8,30706.0,175.0,100.0
울산광역시,중구,31110,반구1동,반구1동,77066.0,278.0,12.1,77066.0,278.0,100.0
울산광역시,중구,31110,반구2동,반구2동,26724.0,163.0,4.2,26724.0,163.0,100.0
울산광역시,중구,31110,복산1동,복산1동,4287.0,65.0,0.7,4287.0,65.0,100.0
울산광역시,중구,31110,복산2동,복산2동,7750.0,88.0,1.2,7750.0,88.0,100.0
울산광역시,중구,31110,복산동,복산동,30927.0,176.0,4.8,30927.0,176.0,100.0
울산광역시,중구,31110,중앙동,중앙동,126287.0,355.0,19.7,126287.0,355.0,100.0
울산광역시,중구,31110,우정동,우정동,30468.0,175.0,4.8,30468.0,175.0,100.0
울산광역시,중구,31110,태화동,태화동,71747.0,268.0,11.2,71747.0,268.0,100.0
울산광역시,중구,31110,다운동,다운동,70056.0,265.0,11.0,70056.0,265.0,100.0
울산광역시,중구,31110,병영1동,병영1동,47276.0,217.0,7.4,47276.0,217.0,100.0
울산광역시,중구,31110,병영2동,병영2동,38501.0,196.0,6.0,38501.0,196.0,100.0
울산광역시,중구,31110,약사동,약사동,18415.0,136.0,2.9,18415.0,136.0,100.0
울산광역시,중구,31110,성안동,성안동,59251.0,243.0,9.3,59251.0,243.0,100.0
경기도,가평군,41820,가평읍,가평읍,2377226.0,1542.0,43.4,2377226.0,1542.0,100.0
경기도,가평군,41820,설악면,설악면,1198402.0,1095.0,21.9,1198402.0,1095.0,100.0
경기도,가평군,41820,청평면,청평면,1244942.0,1116.0,22.7,1244942.0,1116.0,100.0
경기도,가평군,41820,상면,상면,570027.0,755.0,10.4,570027.0,755.0,100.0
경기도,가평군,41820,조종면,조종면,44233.0,210.0,0.8,44233.0,210.0,100.0
경기도,가평군,41820,북면,북면,42622.0,206.0,0.8,42622.0,206.0,100.0
경기도,고양시 덕양구,41281,주교동,주교동,70055.0,265.0,1.0,70055.0,265.0,100.0
경기도,고양시 덕양구,41281,원신동,원신동,115897.0,340.0,1.7,115897.0,340.0,100.0
경기도,고양시 덕양구,41281,흥도동,흥도동,353894.0,595.0,5.2,353894.0,595.0,100.0
경기도,고양시 덕양구,41281,성사1동,성사1동,155863.0,395.0,2.3,155863.0,395.0,100.0
경기도,고양시 덕양구,41281,성사2동,성사2동,39065.0,198.0,0.6,39065.0,198.0,100.0
경기도,고양시 덕양구,41281,효자동,효자동,193140.0,439.0,2.8,193140.0,439.0,100.0
경기도,고양시 덕양구,41281,삼송동,삼송동,92406.0,304.0,1.4,92406.0,304.0,100.0
경기도,고양시 덕양구,41281,삼송1동,삼송1동,141315.0,376.0,2.1,141315.0,376.0,100.0
경기도,고양시 덕양구,41281,삼송2동,삼송2동,94815.0,308.0,1.4,94815.0,308.0,100.0
경기도,고양시 덕양구,41281,창릉동,창릉동,474524.0,689.0,7.0,474524.0,689.0,100.0
경기도,고양시 덕양구,41281,고양동,고양동,191448.0,438.0,2.8,191448.0,438.0,100.0
경기도,고양시 덕양구,41281,관산동,관산동,98098.0,313.0,1.4,98098.0,313.0,100.0
경기도,고양시 덕양구,41281,능곡동,능곡동,336330.0,580.0,4.9,336330.0,580.0,100.0
경기도,고양시 덕양구,41281,화정1동,화정1동,172340.0,415.0,2.5,172340.0,415.0,100.0
경기도,고양시 덕양구,41281,화정2동,화정2동,188757.0,434.0,2.8,188757.0,434.0,100.0
경기도,고양시 덕양구,41281,행주동,행주동,1170311.0,1082.0,17.1,1170311.0,1082.0,100.0
경기도,고양시 덕양구,41281,행신1동,행신1동,60258.0,245.0,0.9,60258.0,245.0,100.0
경기도,고양시 덕양구,41281,행신2동,행신2동,167786.0,410.0,2.5,167786.0,410.0,100.0
경기도,고양시 덕양구,41281,행신3동,행신3동,52628.0,229.0,0.8,52628.0,229.0,100.0
경기도,고양시 덕양구,41281,행신4동,행신4동,109239.0,331.0,1.6,109239.0,331.0,100.0
경기도,고양시 덕양구,41281,화전동,화전동,1906444.0,1381.0,27.9,1906444.0,1381.0,100.0
경기도,고양시 덕양구,41281,대덕동,대덕동,642998.0,802.0,9.4,642998.0,802.0,100.0
경기도,고양시 일산동구,41285,식사동,식사동,191823.0,438.0,6.7,191823.0,438.0,100.0
경기도,고양시 일산동구,41285,중산동,중산동,65243.0,255.0,2.3,65243.0,255.0,100.0
경기도,고양시 일산동구,41285,중산1동,중산1동,78709.0,281.0,2.7,78709.0,281.0,100.0
경기도,고양시 일산동구,41285,중산2동,중산2동,87875.0,296.0,3.1,87875.0,296.0,100.0
경기도,고양시 일산동구,41285,정발산동,정발산동,149850.0,387.0,5.2,149850.0,387.0,100.0
경기도,고양시 일산동구,41285,풍산동,풍산동,220801.0,470.0,7.7,220801.0,470.0,100.0
경기도,고양시 일산동구,41285,백석1동,백석1동,195244.0,442.0,6.8,195244.0,442.0,100.0
경기도,고양시 일산동구,41285,백석2동,백석2동,188905.0,435.0,6.6,188905.0,435.0,100.0
경기도,고양시 일산동구,41285,마두1동,마두1동,147767.0,384.0,5.1,147767.0,384.0,100.0
경기도,고양시 일산동구,41285,마두2동,마두2동,88992.0,298.0,3.1,88992.0,298.0,100.0
경기도,고양시 일산동구,41285,장항1동,장항1동,638829.0,799.0,22.2,638829.0,799.0,100.0
경기도,고양시 일산동구,41285,장항2동,장항2동,575148.0,758.0,20.0,575148.0,758.0,100.0
경기도,고양시 일산동구,41285,고봉동,고봉동,243045.0,493.0,8.5,243045.0,493.0,100.0
경기도,고양시 일산서구,41287,일산1동,일산1동,89572.0,299.0,3.2,89572.0,299.0,100.0
경기도,고양시 일산서구,41287,일산2동,일산2동,139291.0,373.0,4.9,139291.0,373.0,100.0
경기도,고양시 일산서구,41287,일산3동,일산3동,69883.0,264.0,2.5,69883.0,264.0,100.0
경기도,고양시 일산서구,41287,탄현동,탄현동,66689.0,258.0,2.3,66689.0,258.0,100.0
경기도,고양시 일산서구,41287,탄현1동,탄현1동,88705.0,298.0,3.1,88705.0,298.0,100.0
경기도,고양시 일산서구,41287,탄현2동,탄현2동,58670.0,242.0,2.1,58670.0,242.0,100.0
경기도,고양시 일산서구,41287,주엽1동,주엽1동,115346.0,340.0,4.1,115346.0,340.0,100.0
경기도,고양시 일산서구,41287,주엽2동,주엽2동,157572.0,397.0,5.5,157572.0,397.0,100.0
경기도,고양시 일산서구,41287,대화동,대화동,1132389.0,1064.0,39.8,1132389.0,1064.0,100.0
경기도,고양시 일산서구,41287,송포동,송포동,561713.0,749.0,19.8,561713.0,749.0,100.0
경기도,고양시 일산서구,41287,송산동,송산동,109846.0,331.0,3.9,109846.0,331.0,100.0
경기도,고양시 일산서구,41287,덕이동,덕이동,156089.0,395.0,5.5,156089.0,395.0,100.0
경기도,고양시 일산서구,41287,가좌동,가좌동,97563.0,312.0,3.4,97563.0,312.0,100.0
경기도,과천시,41290,중앙동,중앙동,87444.0,296.0,11.2,87444.0,296.0,100.0
경기도,과천시,41290,원문동,원문동,41882.0,205.0,5.3,41882.0,205.0,100.0
경기도,과천시,41290,갈현동,갈현동,72254.0,269.0,9.2,72254.0,269.0,100.0
경기도,과천시,41290,별양동,별양동,79993.0,283.0,10.2,79993.0,283.0,100.0
경기도,과천시,41290,부림동,부림동,40191.0,200.0,5.1,40191.0,200.0,100.0
경기도,과천시,41290,과천동,과천동,185503.0,431.0,23.7,185503.0,431.0,100.0
경기도,과천시,41290,문원동,문원동,275783.0,525.0,35.2,275783.0,525.0,100.0
경기도,광명시,41210,광명1동,광명1동,23308.0,153.0,1.1,23308.0,153.0,100.0
경기도,광명시,41210,광명2동,광명2동,39783.0,199.0,1.9,39783.0,199.0,100.0
경기도,광명시,41210,광명3동,광명3동,99843.0,316.0,4.9,99843.0,316.0,100.0
경기도,광명시,41210,광명4동,광명4동,58497.0,242.0,2.8,58497.0,242.0,100.0
경기도,광명시,41210,광명5동,광명5동,31257.0,177.0,1.5,31257.0,177.0,100.0
경기도,광명시,41210,광명6동,광명6동,44755.0,212.0,2.2,44755.0,212.0,100.0
경기도,광명시,41210,광명7동,광명7동,53171.0,231.0,2.6,53171.0,231.0,100.0
경기도,광명시,41210,철산1동,철산1동,41965.0,205.0,2.0,41965.0,205.0,100.0
경기도,광명시,41210,철산2동,철산2동,77256.0,278.0,3.8,77256.0,278.0,100.0
경기도,광명시,41210,철산3동,철산3동,193421.0,440.0,9.4,193421.0,440.0,100.0
경기도,광명시,41210,철산4동,철산4동,19273.0,139.0,0.9,19273.0,139.0,100.0
경기도,광명시,41210,하안1동,하안1동,141499.0,376.0,6.9,141499.0,376.0,100.0
경기도,광명시,41210,하안2동,하안2동,26524.0,163.0,1.3,26524.0,163.0,100.0
경기도,광명시,41210,하안3동,하안3동,49144.0,222.0,2.4,49144.0,222.0,100.0
경기도,광명시,41210,하안4동,하안4동,32234.0,180.0,1.6,32234.0,180.0,100.0
경기도,광명시,41210,소하1동,소하1동,448305.0,670.0,21.8,448305.0,670.0,100.0
경기도,광명시,41210,소하2동,소하2동,147622.0,384.0,7.2,147622.0,384.0,100.0
경기도,광명시,41210,일직동,일직동,340764.0,584.0,16.6,340764.0,584.0,100.0
경기도,광명시,41210,학온동,학온동,184240.0,429.0,9.0,184240.0,429.0,100.0
경기도,광주시,41610,오포읍,오포읍,168043.0,410.0,6.0,168043.0,410.0,100.0
경기도,광주시,41610,초월읍,초월읍,399286.0,632.0,14.3,399286.0,632.0,100.0
경기도,광주시,41610,곤지암읍,곤지암읍,438685.0,662.0,15.7,438685.0,662.0,100.0
경기도,광주시,41610,도척면,도척면,216664.0,465.0,7.7,216664.0,465.0,100.0
경기도,광주시,41610,퇴촌면,퇴촌면,65285.0,256.0,2.3,65285.0,256.0,100.0
경기도,광주시,41610,남종면,남종면,43757.0,209.0,1.6,43757.0,209.0,100.0
경기도,광주시,41610,남한산성면,남한산성면,163991.0,405.0,5.9,163991.0,405.0,100.0
경기도,광주시,41610,경안동,경안동,257392.0,507.0,9.2,257392.0,507.0,100.0
경기도,광주시,41610,송정동,송정동,134251.0,366.0,4.8,134251.0,366.0,100.0
경기도,광주시,41610,광남동,광남동,142312.0,377.0,5.1,142312.0,377.0,100.0
경기도,광주시,41610,쌍령동,쌍령동,51599.0,227.0,1.8,51599.0,227.0,100.0
경기도,광주시,41610,탄벌동,탄벌동,68510.0,262.0,2.4,68510.0,262.0,100.0
경기도,광주시,41610,광남1동,광남1동,236353.0,486.0,8.5,236353.0,486.0,100.0
경기도,광주시,41610,광남2동,광남2동,41477.0,204.0,1.5,41477.0,204.0,100.0
경기도,광주시,41610,오포1동,오포1동,110512.0,332.0,4.0,110512.0,332.0,100.0
경기도,광주시,41610,오포2동,오포2동,112776.0,336.0,4.0,112776.0,336.0,100.0
경기도,광주시,41610,신현동,신현동,80851.0,284.0,2.9,80851.0,284.0,100.0
경기도,광주시,41610,능평동,능평동,65163.0,255.0,2.3,65163.0,255.0,100.0
경기도,구리시,41310,갈매동,갈매동,185297.0,430.0,17.3,185297.0,430.0,100.0
경기도,구리시,41310,동구동,동구동,187966.0,434.0,17.5,187966.0,434.0,100.0
경기도,구리시,41310,인창동,인창동,164795.0,406.0,15.4,164795.0,406.0,100.0
경기도,구리시,41310,교문1동,교문1동,133851.0,366.0,12.5,133851.0,366.0,100.0
경기도,구리시,41310,교문2동,교문2동,50172.0,224.0,4.7,50172.0,224.0,100.0
경기도,구리시,41310,수택1동,수택1동,149215.0,386.0,13.9,149215.0,386.0,100.0
경기도,구리시,41310,수택2동,수택2동,56975.0,239.0,5.3,56975.0,239.0,100.0
경기도,구리시,41310,수택3동,수택3동,144476.0,380.0,13.5,144476.0,380.0,100.0
경기도,군포시,41410,군포1동,군포1동,247788.0,498.0,15.2,247788.0,498.0,100.0
경기도,군포시,41410,군포2동,군포2동,171576.0,414.0,10.5,171576.0,414.0,100.0
경기도,군포시,41410,산본1동,산본1동,263215.0,513.0,16.1,263215.0,513.0,100.0
경기도,군포시,41410,산본2동,산본2동,85158.0,292.0,5.2,85158.0,292.0,100.0
경기도,군포시,41410,금정동,금정동,231557.0,481.0,14.2,231557.0,481.0,100.0
경기도,군포시,41410,재궁동,재궁동,78528.0,280.0,4.8,78528.0,280.0,100.0
경기도,군포시,41410,오금동,오금동,29297.0,171.0,1.8,29297.0,171.0,100.0
경기도,군포시,41410,수리동,수리동,50928.0,226.0,3.1,50928.0,226.0,100.0
경기도,군포시,41410,궁내동,궁내동,50625.0,225.0,3.1,50625.0,225.0,100.0
경기도,군포시,41410,대야동,대야동,154639.0,393.0,9.5,154639.0,393.0,100.0
경기도,군포시,41410,광정동,광정동,146478.0,383.0,9.0,146478.0,383.0,100.0
경기도,군포시,41410,송부동,송부동,122752.0,350.0,7.5,122752.0,350.0,100.0
경기도,김포시,41570,통진읍,통진읍,646066.0,804.0,8.7,646066.0,804.0,100.0
경기도,김포시,41570,고촌읍,고촌읍,3120238.0,1766.0,41.9,3120238.0,1766.0,100.0
경기도,김포시,41570,양촌읍,양촌읍,634394.0,796.0,8.5,634394.0,796.0,100.0
경기도,김포시,41570,대곶면,대곶면,594703.0,771.0,8.0,594703.0,771.0,100.0
경기도,김포시,41570,월곶면,월곶면,209955.0,458.0,2.8,209955.0,458.0,100.0
경기도,김포시,41570,하성면,하성면,342592.0,585.0,4.6,342592.0,585.0,100.0
경기도,김포시,41570,김포본동,김포본동,267285.0,517.0,3.6,267285.0,517.0,100.0
경기도,김포시,41570,장기본동,장기본동,192753.0,439.0,2.6,192753.0,439.0,100.0
경기도,김포시,41570,사우동,사우동,188643.0,434.0,2.5,188643.0,434.0,100.0
경기도,김포시,41570,풍무동,풍무동,215860.0,465.0,2.9,215860.0,465.0,100.0
경기도,김포시,41570,장기동,장기동,305660.0,553.0,4.1,305660.0,553.0,100.0
경기도,김포시,41570,구래동,구래동,421842.0,649.0,5.7,421842.0,649.0,100.0
경기도,김포시,41570,마산동,마산동,76853.0,277.0,1.0,76853.0,277.0,100.0
경기도,김포시,41570,운양동,운양동,226828.0,476.0,3.0,226828.0,476.0,100.0
경기도,남양주시,41360,와부읍,와부읍,346450.0,589.0,10.5,346450.0,589.0,100.0
경기도,남양주시,41360,진접읍,진접읍,453121.0,673.0,13.7,453121.0,673.0,100.0
경기도,남양주시,41360,화도읍,화도읍,520040.0,721.0,15.7,520040.0,721.0,100.0
경기도,남양주시,41360,진건읍,진건읍,226555.0,476.0,6.9,226555.0,476.0,100.0
경기도,남양주시,41360,오남읍,오남읍,117814.0,343.0,3.6,117814.0,343.0,100.0
경기도,남양주시,41360,퇴계원읍,퇴계원읍,62382.0,250.0,1.9,62382.0,250.0,100.0
경기도,남양주시,41360,별내면,별내면,68699.0,262.0,2.1,68699.0,262.0,100.0
경기도,남양주시,41360,수동면,수동면,84652.0,291.0,2.6,84652.0,291.0,100.0
경기도,남양주시,41360,조안면,조안면,119532.0,346.0,3.6,119532.0,346.0,100.0
경기도,남양주시,41360,퇴계원면,퇴계원면,31343.0,177.0,0.9,31343.0,177.0,100.0
경기도,남양주시,41360,호평동,호평동,140298.0,375.0,4.2,140298.0,375.0,100.0
경기도,남양주시,41360,평내동,평내동,104975.0,324.0,3.2,104975.0,324.0,100.0
경기도,남양주시,41360,금곡동,금곡동,49409.0,222.0,1.5,49409.0,222.0,100.0
경기도,남양주시,41360,양정동,양정동,100500.0,317.0,3.0,100500.0,317.0,100.0
경기도,남양주시,41360,다산1동,다산1동,333688.0,578.0,10.1,333688.0,578.0,100.0
경기도,남양주시,41360,다산2동,다산2동,172958.0,416.0,5.2,172958.0,416.0,100.0
경기도,남양주시,41360,별내동,별내동,371681.0,610.0,11.2,371681.0,610.0,100.0
경기도,동두천시,41250,생연1동,생연1동,36263.0,190.0,2.1,36263.0,190.0,100.0
경기도,동두천시,41250,생연2동,생연2동,63853.0,253.0,3.7,63853.0,253.0,100.0
경기도,동두천시,41250,중앙동,중앙동,115211.0,339.0,6.7,115211.0,339.0,100.0
경기도,동두천시,41250,보산동,보산동,595226.0,772.0,34.8,595226.0,772.0,100.0
경기도,동두천시,41250,불현동,불현동,474394.0,689.0,27.7,474394.0,689.0,100.0
경기도,동두천시,41250,송내동,송내동,154697.0,393.0,9.0,154697.0,393.0,100.0
경기도,동두천시,41250,소요동,소요동,199889.0,447.0,11.7,199889.0,447.0,100.0
경기도,동두천시,41250,상패동,상패동,70656.0,266.0,4.1,70656.0,266.0,100.0
경기도,부천시,41190,심곡2동,심곡2동,146236.0,382.0,6.9,146236.0,382.0,100.0
경기도,부천시,41190,심곡1동,심곡1동,35499.0,188.0,1.7,35499.0,188.0,100.0
경기도,부천시,41190,심곡3동,심곡3동,24888.0,158.0,1.2,24888.0,158.0,100.0
경기도,부천시,41190,원미2동,원미2동,23510.0,153.0,1.1,23510.0,153.0,100.0
경기도,부천시,41190,소사동,소사동,37937.0,195.0,1.8,37937.0,195.0,100.0
경기도,부천시,41190,원미1동,원미1동,46448.0,216.0,2.2,46448.0,216.0,100.0
경기도,부천시,41190,역곡1동,역곡1동,53668.0,232.0,2.5,53668.0,232.0,100.0
경기도,부천시,41190,역곡2동,역곡2동,70729.0,266.0,3.3,70729.0,266.0,100.0
경기도,부천시,41190,춘의동,춘의동,81752.0,286.0,3.9,81752.0,286.0,100.0
경기도,부천시,41190,도당동,도당동,49906.0,223.0,2.4,49906.0,223.0,100.0
경기도,부천시,41190,중동,중동,41403.0,203.0,2.0,41403.0,203.0,100.0
경기도,부천시,41190,상동,상동,41306.0,203.0,2.0,41306.0,203.0,100.0
경기도,부천시,41190,상1동,상1동,19991.0,141.0,0.9,19991.0,141.0,100.0
경기도,부천시,41190,중4동,중4동,38450.0,196.0,1.8,38450.0,196.0,100.0
경기도,부천시,41190,약대동,약대동,26804.0,164.0,1.3,26804.0,164.0,100.0
경기도,부천시,41190,중1동,중1동,134545.0,367.0,6.4,134545.0,367.0,100.0
경기도,부천시,41190,중2동,중2동,41388.0,203.0,2.0,41388.0,203.0,100.0
경기도,부천시,41190,중3동,중3동,32415.0,180.0,1.5,32415.0,180.0,100.0
경기도,부천시,41190,상2동,상2동,115883.0,340.0,5.5,115883.0,340.0,100.0
경기도,부천시,41190,상3동,상3동,64007.0,253.0,3.0,64007.0,253.0,100.0
경기도,부천시,41190,심곡본동,심곡본동,111025.0,333.0,5.3,111025.0,333.0,100.0
경기도,부천시,41190,심곡본1동,심곡본1동,87707.0,296.0,4.2,87707.0,296.0,100.0
경기도,부천시,41190,송내1동,송내1동,53452.0,231.0,2.5,53452.0,231.0,100.0
경기도,부천시,41190,송내2동,송내2동,47605.0,218.0,2.3,47605.0,218.0,100.0
경기도,부천시,41190,소사본동,소사본동,116163.0,341.0,5.5,116163.0,341.0,100.0
