DPTR_REGN_NM,DPTR_REGN_DTL_NM,TOU_NUM,TOU_NUM_SQRT,TOU_NUM_RATE,DTL_TOU_NUM,DTL_TOU_NUM_SQRT,DTL_TOU_NUM_RATE
고부면,고부면,2673123.0,1635.0,0.0,2673123.0,1635.0,100.0
고북면,고북면,5045176.0,2246.0,0.0,5045176.0,2246.0,100.0
고산1동,고산1동,38101060.0,6173.0,0.0,38101060.0,6173.0,100.0
고산2동,고산2동,47426914.0,6887.0,0.1,47426914.0,6887.0,100.0
고산3동,고산3동,21689997.0,4657.0,0.0,21689997.0,4657.0,100.0
고산동,고산동,3742277.0,1934.0,0.0,3742277.0,1934.0,100.0
고산면,고산면,8478950.0,2912.0,0.0,8478950.0,2912.0,100.0
고삼면,고삼면,10024273.0,3166.0,0.0,10024273.0,3166.0,100.0
고서면,고서면,8313211.0,2883.0,0.0,8313211.0,2883.0,100.0
고성동,고성동,64923512.0,8058.0,0.1,64923512.0,8058.0,100.0
고성읍,고성읍,30060016.0,5483.0,0.0,30060016.0,5483.0,100.0
고수면,고수면,3664564.0,1914.0,0.0,3664564.0,1914.0,100.0
고아읍,고아읍,14152544.0,3762.0,0.0,14152544.0,3762.0,100.0
고암면,고암면,2486880.0,1577.0,0.0,2486880.0,1577.0,100.0
고양동,고양동,36781920.0,6065.0,0.0,36781920.0,6065.0,100.0
고운동,고운동,5401865.0,2324.0,0.0,5401865.0,2324.0,100.0
고잔동,고잔동,87192724.0,9338.0,0.1,87192724.0,9338.0,100.0
고전면,고전면,2262407.0,1504.0,0.0,2262407.0,1504.0,100.0
고제면,고제면,1258005.0,1122.0,0.0,1258005.0,1122.0,100.0
고창읍,고창읍,29457603.0,5427.0,0.0,29457603.0,5427.0,100.0
고척1동,고척1동,32449690.0,5696.0,0.0,32449690.0,5696.0,100.0
고척2동,고척2동,10457730.0,3234.0,0.0,10457730.0,3234.0,100.0
고천동,고천동,29106158.0,5395.0,0.0,29106158.0,5395.0,100.0
고촌읍,고촌읍,89436224.0,9457.0,0.1,89436224.0,9457.0,100.0
